,classified_id,classified_type,classified_subtype,classified_price,classified_transactionType,classified_zip,classified_visualisationOption,classified_kitchen_type,classified_building_constructionYear,classified_building_condition,classified_energy_heatingType,classified_certificates_primaryEnergyConsumptionLevel,classified_bedroom_count,classified_land_surface,classified_atticExists,classified_basementExists,classified_outdoor_garden_surface,classified_outdoor_terrace_exists,classified_specificities_SME_office_exists,classified_wellnessEquipment_hasSwimmingPool,classified_parking_parkingSpaceCount_indoor,classified_parking_parkingSpaceCount_outdoor,classified_condition_isNewlyBuilt,new_price,classified_region,bedroom_count
14370,10115600,house,house,550000,forsale,3840,xl,installed,1992.0,good,fueloil,269.0,4.0,1234.0,,True,,True,,,5.0,,,0,Limburg,4
14371,10002281,house,countrycottage,550000,forsale,5100,xl,installed,,torenovate,fueloil,365.0,5.0,16504.0,True,,900.0,True,True,,,,,0,Namur,5
14372,10095395,house,house,559000,forsale,1150,xl,hyperequipped,,torenovate,gas,331.0,4.0,285.0,True,True,165.0,True,,,,,,0,Brussels,4
14373,10059816,house,house,565000,forsale,1200,xl,hyperequipped,1932.0,good,gas,326.0,3.0,135.0,,True,85.0,,True,,,,,0,Brussels,3
14374,9973920,house,apartmentblock,565000,forsale,8400,xl,installed,2008.0,justrenovated,gas,189.0,4.0,83.0,,,,,,,,,,0,West Vlaanderen,4
14375,10123623,house,apartmentblock,574000,forsale,5000,xl,installed,1950.0,torenovate,gas,301.0,9.0,20.0,,True,,True,,,,,,0,Namur,More than 8
14376,9905212,house,house,575000,forsale,1180,xl,hyperequipped,1930.0,good,gas,343.0,5.0,85.0,,True,20.0,True,True,,,,,0,Brussels,5
14377,9590643,house,house,590000,forsale,1400,xl,hyperequipped,1965.0,justrenovated,gas,215.0,4.0,726.0,,,400.0,True,True,,1.0,,,0,Brabant Wallonia,4
14378,9885895,house,house,595000,forsale,1160,xl,hyperequipped,1930.0,good,gas,472.0,4.0,92.0,,True,23.0,True,,,,,,0,Brussels,4
14379,10067953,house,apartmentblock,595000,forsale,1180,xl,notinstalled,1928.0,torenovate,,324.0,4.0,230.0,,,135.0,True,,,,,,0,Brussels,4
14380,9962405,house,house,595000,forsale,1435,xl,semiequipped,1929.0,good,fueloil,289.0,4.0,2710.0,,True,,,,,2.0,5.0,,0,Brabant Wallonia,4
14381,10103157,house,house,595000,forsale,1785,xl,hyperequipped,2020.0,good,gas,63.0,3.0,317.0,,,,True,,,2.0,2.0,,0,Vlaams Brabant,3
14382,10009446,house,house,599000,forsale,1300,xl,semiequipped,1890.0,good,fueloil,314.0,4.0,620.0,True,True,620.0,True,True,True,1.0,1.0,,0,Brabant Wallonia,4
14383,10099001,house,house,599000,forsale,1301,xl,installed,1988.0,good,fueloil,264.0,5.0,815.0,True,True,815.0,True,True,,2.0,2.0,,0,Brabant Wallonia,5
14384,9973626,house,house,599000,forsale,2870,xl,installed,1931.0,good,fueloil,325.0,3.0,644.0,,,,True,,,2.0,3.0,,0,Antwerp,3
14385,9935511,house,apartmentblock,599000,forsale,4820,xl,notinstalled,2013.0,good,gas,235.0,16.0,2739.0,,True,,,True,,6.0,,,0,Liege,More than 8
14386,10062200,house,house,625000,forsale,1070,xl,hyperequipped,2004.0,good,gas,156.0,4.0,272.0,,,137.0,True,,,1.0,,,0,Brussels,4
14387,10097892,house,house,630000,forsale,6769,xl,installed,2004.0,justrenovated,fueloil,201.0,5.0,8500.0,,True,,,,,2.0,5.0,,0,Luxembourg,5
14388,10109437,house,house,639000,forsale,8750,xl,semiequipped,1984.0,good,electric,412.0,3.0,2951.0,,,2951.0,True,,,,,,0,West Vlaanderen,3
14389,10033295,house,villa,649000,forsale,1080,xl,hyperequipped,1980.0,justrenovated,gas,233.0,6.0,626.0,True,True,505.0,True,True,,1.0,1.0,,0,Brussels,6 to 8
14390,10062299,house,apartmentblock,649000,forsale,1140,xl,installed,1957.0,good,gas,313.0,3.0,173.0,,,73.0,True,,,,,,0,Brussels,3
14391,10012816,house,house,649000,forsale,1933,xl,hyperequipped,1972.0,good,fueloil,290.0,3.0,442.0,True,True,,True,,,1.0,1.0,,0,Vlaams Brabant,3
14392,9485493,house,house,650000,forsale,1470,xl,hyperequipped,1981.0,justrenovated,electric,314.0,4.0,2470.0,,,1500.0,True,True,,,4.0,,0,Brabant Wallonia,4
14393,9984912,house,house,663000,forsale,7080,xl,installed,1992.0,good,fueloil,375.0,2.0,10389.0,,True,10027.0,,,True,1.0,10.0,,0,Hainaut,2
14402,10055002,house,house,675000,forsale,2220,xl,installed,1982.0,good,gas,599.0,4.0,4770.0,,,,True,True,True,7.0,5.0,,0,Antwerp,4
14403,10089668,house,mansion,690000,forsale,1430,xl,hyperequipped,1896.0,good,gas,181.0,5.0,1111.0,,True,,True,True,,,,,0,Brabant Wallonia,5
14404,10065729,house,mixedusebuilding,690000,forsale,1860,xl,installed,1974.0,good,gas,182.0,3.0,778.0,,True,,True,True,,4.0,2.0,,0,Vlaams Brabant,3
14405,10065728,house,villa,690000,forsale,1860,xl,installed,1974.0,good,gas,182.0,3.0,778.0,,True,,True,True,,4.0,2.0,,0,Vlaams Brabant,3
14406,10060595,house,exceptionalproperty,690000,forsale,6860,xl,hyperequipped,1980.0,justrenovated,fueloil,168.0,9.0,2803.0,True,True,,True,,,2.0,5.0,,0,Luxembourg,More than 8
14408,10082717,house,house,695000,forsale,1310,xl,installed,2010.0,justrenovated,gas,247.0,4.0,0.0,,True,850.0,True,True,,2.0,2.0,,0,Brabant Wallonia,4
14409,10074851,house,villa,695000,forsale,3910,xl,semiequipped,1996.0,good,fueloil,220.0,4.0,7173.0,,,,True,,,2.0,10.0,,0,Limburg,4
14410,10119978,house,villa,699000,forsale,1300,xl,hyperequipped,,good,fueloil,253.0,5.0,3215.0,True,True,3067.0,True,True,,,6.0,,0,Brabant Wallonia,5
14411,10078788,house,villa,750000,forsale,2870,xl,installed,1977.0,good,fueloil,331.0,6.0,1093.0,,,,,,,1.0,2.0,,0,Antwerp,6 to 8
14412,10039451,house,apartmentblock,765000,forsale,9000,xl,semiequipped,1950.0,good,gas,227.0,6.0,59.0,,,,,,,,,,0,Oost Vlaanderen,6 to 8
14413,9980378,house,villa,770000,forsale,1880,xl,semiequipped,1994.0,good,gas,114.0,5.0,1369.0,,,,,,,1.0,2.0,,0,Vlaams Brabant,5
14414,10073482,house,house,790000,forsale,4300,xl,notinstalled,1918.0,good,fueloil,450.0,5.0,57392.0,,True,,True,,,4.0,4.0,,0,Liege,5
14415,10124510,house,house,795000,forsale,1040,xl,installed,1930.0,torenovate,gas,370.0,9.0,0.0,,True,80.0,True,True,,,,,0,Brussels,More than 8
14416,10111065,house,apartmentblock,795000,forsale,1180,xl,semiequipped,1939.0,torenovate,gas,583.0,4.0,260.0,,True,78.0,True,,,,2.0,,0,Brussels,4
14417,10093094,house,house,795000,forsale,1330,xl,hyperequipped,1900.0,good,gas,127.0,5.0,800.0,,True,520.0,True,True,,,3.0,,0,Brabant Wallonia,5
14418,10066220,house,villa,845000,forsale,2560,xl,semiequipped,2001.0,good,fueloil,213.0,6.0,1475.0,,True,,True,True,,4.0,3.0,,0,Antwerp,6 to 8
14419,10105310,house,villa,869000,forsale,1840,xl,installed,1971.0,justrenovated,gas,256.0,4.0,0.0,,True,,,,,3.0,,,0,Vlaams Brabant,4
14420,9891571,house,villa,875000,forsale,1342,xl,installed,1985.0,justrenovated,electric,262.0,5.0,4842.0,,,4600.0,True,,True,2.0,4.0,,0,Brabant Wallonia,5
14421,10108159,house,villa,895000,forsale,1410,xl,notinstalled,,justrenovated,fueloil,255.0,4.0,817.0,,True,500.0,True,True,,2.0,2.0,,0,Brabant Wallonia,4
14422,10059000,house,villa,895000,forsale,2460,xl,hyperequipped,2018.0,justrenovated,gas,136.0,4.0,1500.0,,True,,True,True,,2.0,,,0,Antwerp,4
14423,9733287,house,mixedusebuilding,900000,forsale,1370,xl,installed,1996.0,good,fueloil,263.0,4.0,2513.0,,,,True,True,,2.0,13.0,,0,Brabant Wallonia,4
14424,9825909,house,house,975000,forsale,8300,xl,semiequipped,1936.0,torenovate,gas,616.0,6.0,249.0,,,249.0,True,,,1.0,2.0,,0,West Vlaanderen,6 to 8
14425,10116901,house,villa,980000,forsale,1800,xl,hyperequipped,2008.0,good,gas,170.0,5.0,1456.0,,True,,,,,,,,0,Vlaams Brabant,5
14426,9923305,house,villa,995000,forsale,2280,xl,installed,1999.0,good,gas,293.0,4.0,2950.0,,True,,True,True,,3.0,2.0,,0,Antwerp,4
14427,10083521,house,otherproperty,995000,forsale,8500,xl,hyperequipped,2021.0,justrenovated,,34.0,3.0,2500.0,,,,True,,,1.0,2.0,,0,West Vlaanderen,3
14428,10103103,house,villa,1075000,forsale,3090,xl,installed,1973.0,torenovate,gas,214.0,7.0,1337.0,,True,1337.0,True,True,,2.0,,,0,Vlaams Brabant,6 to 8
14429,9965945,house,villa,1190000,forsale,8610,xl,installed,2009.0,good,fueloil,195.0,4.0,8132.0,,,,,True,True,1.0,2.0,,0,West Vlaanderen,4
14430,10091276,house,villa,1245000,forsale,2930,xl,installed,1970.0,good,gas,445.0,6.0,3763.0,,True,2100.0,True,True,True,6.0,,,0,Antwerp,6 to 8
14431,9990184,house,apartmentblock,1250000,forsale,1060,xl,notinstalled,1930.0,torenovate,,652.0,9.0,120.0,True,True,25.0,,,,,,,0,Brussels,More than 8
14440,9941407,house,house,1375000,forsale,8300,xl,installed,2004.0,good,,131.0,5.0,145.0,,,,True,,,2.0,2.0,,0,West Vlaanderen,5
14441,10091277,house,exceptionalproperty,1395000,forsale,2018,xl,installed,1911.0,justrenovated,gas,241.0,6.0,207.0,,True,60.0,,,,1.0,,,0,Antwerp,6 to 8
