ID,Type,Sub type,Price,NetHabitableSurface(msq),BedroomCount,Province,locality,Region,PostCode,street,Floor,RegionCode,IsIsolated,HasSeaView,SchoolDistance,ShopDistance,TransportDistance,NetHabitableSurface,TotalRoomCount,HasAttic,HasBasement,HasDiningRoom,BuildingCondition,ConstructionYear,FacadeCount,HasLift,FloodZoneType,HeatingType,IsDoubleGlaze,HasBalcony,HasGarden,GardenArea,KitchekType,LivingRoomArea
10128188,HOUSE,HOUSE,328330,148.0,3,Limburg,Zonhoven,Flanders,3520,Sparrenweg,,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,3,,,,True,,True,347,,
10128189,HOUSE,HOUSE,328330,148.0,3,Limburg,Zonhoven,Flanders,3520,Ruddelstraat,,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,3,,,,True,,True,347,,
10128190,HOUSE,HOUSE,327829,148.0,3,Limburg,Zonhoven,Flanders,3520,Ruddelstraat,,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,3,,,,True,,True,346,,
10128191,HOUSE,HOUSE,327829,148.0,3,Limburg,Zonhoven,Flanders,3520,Ruddelstraat,,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,3,,,,True,,True,346,,
10128192,HOUSE,HOUSE,378242,148.0,3,Limburg,Zonhoven,Flanders,3520,Ruddelstraat,,FLANDERS,,,0.0,0.0,0.0,148,,,,,,,4,,,,True,,True,589,,
10128193,HOUSE,HOUSE,1295000,650.0,5,Antwerp,Berlaar,Flanders,2590,Markt,,FLANDERS,URBAN,,0.0,0.0,0.0,650,6,True,True,,GOOD,,3,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
10128195,HOUSE,HOUSE,442000,221.0,4,Antwerp,Merksplas,Flanders,2330,Blazoenstraat,,FLANDERS,,,0.0,0.0,0.0,221,,True,True,,,1989,4,,,ELECTRIC,,,,,,
10128196,HOUSE,MIXED_USE_BUILDING,590000,1100.0,3,Liège,Liege,Wallonie,4020,Rue Fond du Bois,,WALLONIE,URBAN,,0.0,200.0,0.0,1100,,,True,,GOOD,1932,3,,,GAS,True,,,,HYPER_EQUIPPED,18
10128197,APARTMENT,APARTMENT,249000,145.0,2,Liège,Flemalle,Wallonie,4400,Grand'Route,,WALLONIE,URBAN,,400.0,50.0,0.0,145,,,True,,,2022,3,True,,,True,,,,,
10128198,APARTMENT,PENTHOUSE,249000,135.0,2,Liège,Flemalle,Wallonie,4400,Grand'Route,4,WALLONIE,URBAN,,400.0,50.0,0.0,135,,,True,,,2022,3,True,,,True,,,,,
10128203,HOUSE,HOUSE,315000,156.0,4,Limburg,Dilsen-Stokkem,Flanders,3650,,,FLANDERS,,,,,,156,,,,,,1966,4,,NON_FLOOD_ZONE,GAS,,,,,,
10128205,APARTMENT,FLAT_STUDIO,220000,58.0,,Brussels,Anderlecht,Brussels,1070,Digue du Canal,2,BRUSSELS,URBAN,,0.0,0.0,0.0,58,,,True,,AS_NEW,2020,,True,,GAS,True,,,,USA_HYPER_EQUIPPED,
10128207,APARTMENT,APARTMENT,350000,65.0,1,Brussels,Bruxelles,Brussels,1000,Avenue de la Forêt,1,BRUSSELS,,,0.0,0.0,0.0,65,,,,,AS_NEW,2013,2,True,,GAS,True,,,,USA_HYPER_EQUIPPED,
10128208,HOUSE,HOUSE,143000,85.0,2,East Flanders,Brakel,Flanders,9660,Vijfdagwandweg,,FLANDERS,URBAN,,500.0,800.0,0.0,85,,True,True,,GOOD,,2,,POSSIBLE_FLOOD_ZONE,GAS,True,,,,INSTALLED,
10128209,HOUSE,HOUSE,59000,69.0,2,Namur,Andenne,Wallonie,5300,,,WALLONIE,,,,,,69,,,,,TO_RENOVATE,1850,2,,,,,,,,NOT_INSTALLED,
10128211,APARTMENT,APARTMENT,390000,165.0,3,Antwerp,Antwerp,Flanders,2018,Lange Herentalsestraat,4,FLANDERS,URBAN,,0.0,0.0,0.0,165,,,,,TO_BE_DONE_UP,,2,True,NON_FLOOD_ZONE,FUELOIL,True,,,,HYPER_EQUIPPED,
10128212,APARTMENT,APARTMENT,132500,69.0,2,,alhama de murcia,,30840,,,,,,,,,69,,,,,AS_NEW,2023,3,,,,,,,,,
10128213,APARTMENT,APARTMENT,229000,60.0,2,,pilar de la horadada,,03190,,,,,,,,,60,,,,,,2023,2,,,,,,,,,
10128216,HOUSE,CHALET,215900,68.0,2,,pilar de la horadada,,03190,,,,,,,,,68,,,,,,2023,4,,,,,,,,,
10128218,HOUSE,CHALET,329900,117.0,3,,pilar de la horadada,,03190,,,,,,,,,117,,,,,,2023,4,,,,,,,,,
10128219,HOUSE,CHALET,249900,64.0,2,,rojales,,03170,,,,,,,,,64,,,,,,2023,4,,,,,,True,104,,
10128222,APARTMENT,FLAT_STUDIO,177500,26.0,1,Brussels,Bruxelles,Brussels,1000,Rue Archimede,6,BRUSSELS,,,0.0,0.0,0.0,26,,,,,GOOD,,2,,,,,,,,,
10128223,HOUSE,HOUSE,220000,120.0,3,Liège,Stavelot,Wallonie,4970,Route de Wanne,,WALLONIE,ISOLATED,,0.0,0.0,0.0,120,,,,True,GOOD,,2,,,FUELOIL,True,,True,160,,6
10128224,APARTMENT,APARTMENT,795000,220.0,4,Brussels,Etterbeek,Brussels,1040,Avenue de Tervuren,2,BRUSSELS,URBAN,,0.0,0.0,0.0,220,,,,,AS_NEW,1950,3,True,,,True,,,,INSTALLED,
10128226,APARTMENT,APARTMENT,179000,86.0,2,East Flanders,Dendermonde,Flanders,9200,Leopoldlaan,11,FLANDERS,URBAN,,0.0,0.0,0.0,86,,,True,,,1967,,True,,FUELOIL,True,,,,,10
10128228,HOUSE,HOUSE,445000,156.0,3,Antwerp,Lint,Flanders,2547,Stijn Streuvelslaan,,FLANDERS,ISOLATED,,0.0,0.0,0.0,156,,,,,,1986,3,,,,,,True,350,HYPER_EQUIPPED,14
10128229,HOUSE,HOUSE,539000,190.0,4,Antwerp,Duffel,Flanders,2570,A. Stocletlaan,,FLANDERS,,,0.0,0.0,0.0,190,,,,,,2014,3,,NON_FLOOD_ZONE,,True,,True,290,HYPER_EQUIPPED,16
10128233,HOUSE,APARTMENT_BLOCK,1295000,425.0,5,Brussels,Saint-Gilles,Brussels,1060,,,BRUSSELS,,,,,,425,,,,,GOOD,,2,,,,,,True,40,,
10128248,HOUSE,HOUSE,155000,96.0,2,Liège,Liege,Wallonie,4030,Rue Nicolas Spiroux,,WALLONIE,ISOLATED,,0.0,0.0,0.0,96,,,True,True,GOOD,,2,,NON_FLOOD_ZONE,GAS,True,,,,,17
10128252,APARTMENT,APARTMENT,279000,80.0,2,Flemish Brabant,Sint-Pieters-Leeuw,Flanders,1600,,1,FLANDERS,,,,,,80,,,,,JUST_RENOVATED,1987,2,,,ELECTRIC,True,,,,USA_HYPER_EQUIPPED,
10128255,HOUSE,HOUSE,320000,150.0,4,Liège,Heron,Wallonie,4218,Rue Pravee,,WALLONIE,,,0.0,0.0,0.0,150,,True,True,True,TO_BE_DONE_UP,1954,4,,NON_FLOOD_ZONE,GAS,,,True,2500,NOT_INSTALLED,9
10128260,HOUSE,HOUSE,345000,229.0,5,Hainaut,Tournai,Wallonie,7500,,,WALLONIE,,,,,,229,,,True,,AS_NEW,1950,2,,,GAS,True,,,,INSTALLED,
10128266,HOUSE,HOUSE,395000,,3,East Flanders,Gent Sint-Amandsberg,Flanders,9040,Thomas Edisonstraat,,FLANDERS,ISOLATED,,700.0,650.0,0.0,,,,,,AS_NEW,2022,2,,NON_FLOOD_ZONE,,True,,True,102,INSTALLED,37
10128270,APARTMENT,APARTMENT,395000,106.0,2,Antwerp,Antwerp,Flanders,2018,Belegstraat,1,FLANDERS,URBAN,,0.0,100.0,0.0,106,,,,,AS_NEW,1954,2,,NON_FLOOD_ZONE,GAS,True,,,,USA_INSTALLED,11
10128271,HOUSE,HOUSE,259000,83.0,2,Antwerp,Ekeren,Flanders,2180,Pastorijveld,,FLANDERS,URBAN,,650.0,500.0,0.0,83,,True,True,,GOOD,,2,,,GAS,True,,True,70,,14
10128272,APARTMENT,APARTMENT,275000,96.0,2,Hainaut,Le Roeulx,Wallonie,7070,,,WALLONIE,,,,,,96,,,,,,,,,,,,,,,,
10128273,HOUSE,HOUSE,389000,200.0,5,Hainaut,Le Roeulx,Wallonie,7070,Rue de la Station,,WALLONIE,,,0.0,0.0,0.0,200,,True,True,,TO_RENOVATE,,2,,,GAS,,,,,,21
10128275,HOUSE,COUNTRY_COTTAGE,389000,200.0,5,Hainaut,Le Roeulx,Wallonie,7070,Rue de la Station,,WALLONIE,,,0.0,0.0,0.0,200,,True,True,,TO_RENOVATE,,2,,,GAS,,,,,,21
10128277,HOUSE,MIXED_USE_BUILDING,389000,200.0,5,Hainaut,Le Roeulx,Wallonie,7070,Rue de la Station,,WALLONIE,,,0.0,0.0,0.0,200,,True,True,,TO_RENOVATE,,2,,,GAS,,,,,,21
10128283,HOUSE,HOUSE,350000,,3,Namur,RIENNE,Wallonie,5575,,,WALLONIE,,,,,,,,,True,,,2012,4,,,,,,,,INSTALLED,
10128284,APARTMENT,APARTMENT,110000,,2,Hainaut,Charleroi Gilly,Wallonie,6060,,1,WALLONIE,,,,,,,,,,,GOOD,,,,,,,,,,,
10128285,HOUSE,VILLA,259000,,3,Namur,Walcourt Tarcienne,Wallonie,5651,,,WALLONIE,,,,,,,,,,,GOOD,,4,,,,,,,,,
10128286,HOUSE,HOUSE,260000,,2,Namur,Mettet Biesme,Wallonie,5640,,,WALLONIE,,,,,,,,,,,GOOD,,3,,,,,,,,,
10128287,HOUSE,HOUSE,185000,124.0,2,Hainaut,Frameries,Wallonie,7080,,,WALLONIE,,,,,,124,,True,True,,GOOD,,2,,,GAS,True,,,,INSTALLED,
10128288,APARTMENT,APARTMENT,275600,86.0,2,Brussels,Anderlecht,Brussels,1070,Chaussee de Ninove,2,BRUSSELS,,,0.0,0.0,0.0,86,,,,,AS_NEW,,,,,,,,,,,
10128289,APARTMENT,FLAT_STUDIO,169600,45.0,,Brussels,Anderlecht,Brussels,1070,Chaussee de Ninove,2,BRUSSELS,,,0.0,0.0,0.0,45,,,,,AS_NEW,,,,,,,,,,,
10128292,HOUSE,HOUSE,89000,,1,Hainaut,Tournai Templeuve,Wallonie,7520,,,WALLONIE,,,,,,,,,,,GOOD,,3,,,PELLET,True,,True,25,,10
10128294,APARTMENT,APARTMENT,250000,94.0,2,Limburg,Tongeren,Flanders,3700,Bilzersteenweg,1,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,94,,,True,,AS_NEW,2009,3,True,NON_FLOOD_ZONE,GAS,True,,True,600,INSTALLED,5
10128295,HOUSE,VILLA,895000,444.0,4,Antwerp,Retie,Flanders,2470,Begonialaan,,FLANDERS,,,0.0,0.0,0.0,444,,True,True,,TO_BE_DONE_UP,1993,4,,POSSIBLE_FLOOD_ZONE,GAS,True,,,,,
10128299,HOUSE,TOWN_HOUSE,349000,239.0,3,Antwerp,Turnhout,Flanders,2300,Kruishuisstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,239,,True,,,AS_NEW,2000,2,,NON_FLOOD_ZONE,GAS,True,,,,USA_HYPER_EQUIPPED,
10128301,APARTMENT,APARTMENT,236215,68.0,2,West Flanders,Brugge,Flanders,8000,Reudengoedstraat,2,FLANDERS,,,1200.0,2300.0,0.0,68,,,,,AS_NEW,2022,4,True,NON_FLOOD_ZONE,,True,,,,USA_HYPER_EQUIPPED,
10128302,HOUSE,HOUSE,299000,145.0,4,East Flanders,Lede,Flanders,9340,Olmendreef,,FLANDERS,URBAN,,0.0,0.0,0.0,145,,,True,,AS_NEW,1952,3,,NON_FLOOD_ZONE,GAS,True,,True,44,USA_INSTALLED,1234
10128312,HOUSE,HOUSE,485000,216.0,4,Liège,Tilff,Wallonie,4130,Allee de la Fraineuse,,WALLONIE,RESIDENTIAL,,0.0,0.0,0.0,216,,,,,AS_NEW,1983,4,,,FUELOIL,True,,,,INSTALLED,12
10128313,HOUSE,HOUSE,485000,216.0,4,Liège,Beaufays,Wallonie,4052,,,WALLONIE,,,,,,216,,,,,AS_NEW,1983,4,,,FUELOIL,True,,,,INSTALLED,12
10128314,HOUSE,HOUSE,99500,90.0,2,East Flanders,Ronse,Flanders,9600,Stooktstraat,,FLANDERS,ISOLATED,,650.0,1200.0,0.0,90,,,,True,TO_RENOVATE,1920,3,,NON_FLOOD_ZONE,,,,True,100,NOT_INSTALLED,
10128355,APARTMENT,APARTMENT,205000,44.0,1,Antwerp,Aartselaar,Flanders,2630,Kapellestraat,,FLANDERS,URBAN,,300.0,15.0,0.0,44,,,,,AS_NEW,,2,,,,,,,,,
10128356,HOUSE,APARTMENT_BLOCK,625000,328.0,5,Antwerp,Antwerpen Wilrijk,Flanders,2610,Michel Geysemansstraat,,FLANDERS,RESIDENTIAL,,200.0,250.0,0.0,328,,,,,,,3,,,,,,,,,
10128365,HOUSE,HOUSE,479000,153.0,3,Flemish Brabant,Lubbeek,Flanders,3210,Geestbeek,,FLANDERS,,,0.0,0.0,0.0,153,,,,,JUST_RENOVATED,1971,4,,,FUELOIL,,,,,HYPER_EQUIPPED,
10128367,HOUSE,APARTMENT_BLOCK,850000,315.0,8,Antwerp,Antwerp,Flanders,2000,Kapucinessenstraat,,FLANDERS,,,0.0,0.0,0.0,315,,,,,TO_BE_DONE_UP,,2,,NON_FLOOD_ZONE,,,,,,,
10128368,HOUSE,APARTMENT_BLOCK,950000,260.0,6,Antwerp,Antwerp,Flanders,2000,Vrijheidstraat,,FLANDERS,,,200.0,100.0,0.0,260,,,True,,TO_BE_DONE_UP,,2,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
10128369,APARTMENT,APARTMENT,239000,80.0,2,Antwerp,Deurne,Flanders,2100,Schotensesteenweg,2,FLANDERS,RESIDENTIAL,,500.0,150.0,0.0,80,,,,,AS_NEW,1970,2,True,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,8
10128370,HOUSE,VILLA,650000,238.0,4,East Flanders,Lochristi,Flanders,9080,Kouter,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,238,,True,,,,1995,4,,NON_FLOOD_ZONE,FUELOIL,True,,,,INSTALLED,
10128371,HOUSE,HOUSE,75000,95.0,1,Hainaut,Leuze-En-Hainaut,Wallonie,7900,,,WALLONIE,,,,,,95,,,,,TO_RENOVATE,,2,,,GAS,,,,,,
10128372,HOUSE,HOUSE,345000,,4,Flemish Brabant,Begijnendijk,Flanders,3130,Kerkstraat,,FLANDERS,,,0.0,0.0,0.0,,,True,True,,TO_RENOVATE,1960,4,,NON_FLOOD_ZONE,,True,,,,SEMI_EQUIPPED,
10128373,APARTMENT,APARTMENT,260000,91.0,2,Flemish Brabant,Leuven,Flanders,3010,Kesseldallaan,,FLANDERS,,,0.0,0.0,0.0,91,,,,,TO_BE_DONE_UP,1991,,,NON_FLOOD_ZONE,ELECTRIC,True,,,,SEMI_EQUIPPED,
10128374,HOUSE,MANSION,368000,152.0,4,Namur,Gembloux Beuzet,Wallonie,5030,,,WALLONIE,,,,,,152,,True,True,True,GOOD,1936,4,,NON_FLOOD_ZONE,FUELOIL,True,,,,SEMI_EQUIPPED,17
10128375,HOUSE,TOWN_HOUSE,320000,151.0,2,Flemish Brabant,Halle,Flanders,1502,Arthur Puesstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,151,,True,,True,TO_BE_DONE_UP,1956,2,,NON_FLOOD_ZONE,GAS,,,,,SEMI_EQUIPPED,6
10128376,HOUSE,HOUSE,249000,162.0,3,Antwerp,Balen,Flanders,2490,Molenstraat,,FLANDERS,,,0.0,0.0,0.0,162,,True,,,GOOD,,4,,,FUELOIL,True,,,,,
10128378,APARTMENT,PENTHOUSE,275000,60.0,1,Brussels,Ixelles,Brussels,1050,,4,BRUSSELS,,,,,,60,,,True,,TO_RENOVATE,1960,2,True,,,True,,,,SEMI_EQUIPPED,9
10128379,HOUSE,HOUSE,495000,205.0,3,Antwerp,Antwerpen Ekeren,Flanders,2180,Driehoekstraat,,FLANDERS,,,0.0,0.0,0.0,205,,,True,True,,1936,2,,,GAS,True,,,,,27
10128384,HOUSE,TOWN_HOUSE,449000,185.0,3,Flemish Brabant,Vilvoorde,Flanders,1800,Verbindingsstraat,,FLANDERS,,,1000.0,1000.0,0.0,185,,True,True,True,,1969,2,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,10
10128385,HOUSE,APARTMENT_BLOCK,650000,,,Hainaut,Binche,Wallonie,7130,,,WALLONIE,,,,,,,,,True,,AS_NEW,,2,,,,True,,,,,
10128386,HOUSE,APARTMENT_BLOCK,550000,,8,Hainaut,Mons,Wallonie,7000,,,WALLONIE,,,,,,,,,True,,AS_NEW,,2,,,GAS,True,,,,,
10128388,HOUSE,HOUSE,495000,191.0,4,West Flanders,Kortemark,Flanders,8610,Nieuwstraat,,FLANDERS,URBAN,,0.0,5.0,0.0,191,,True,True,,GOOD,1965,2,,RECOGNIZED_FLOOD_ZONE,,True,,True,116,USA_HYPER_EQUIPPED,22
10128392,HOUSE,HOUSE,365000,143.0,4,Antwerp,SINT-KATELIJNE-WAVER,Flanders,2860,Hogevelden,,FLANDERS,,,0.0,0.0,0.0,143,,,True,,TO_RENOVATE,1941,3,,NON_FLOOD_ZONE,,,,True,260,,26
10128394,HOUSE,HOUSE,1050000,348.0,4,East Flanders,SINT-MARTENS-LATEM,Flanders,9830,Constant Permekelaan,,FLANDERS,,,0.0,0.0,0.0,348,5,,,,,,4,,,GAS,True,,,,INSTALLED,
10128396,HOUSE,VILLA,749000,258.0,4,Walloon Brabant,Waterloo,Wallonie,1410,,,WALLONIE,,,,,,258,,True,,True,JUST_RENOVATED,1971,4,,NON_FLOOD_ZONE,GAS,True,,True,582,HYPER_EQUIPPED,
10128401,HOUSE,HOUSE,375000,131.0,3,Flemish Brabant,Haacht,Flanders,3150,M. Francisstraat,,FLANDERS,COUNTRY,,0.0,0.0,0.0,131,,True,True,,GOOD,1976,4,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,19
10128402,HOUSE,HOUSE,449000,273.0,4,Flemish Brabant,Boutersem,Flanders,3370,Droge Vijvers,,FLANDERS,COUNTRY,,0.0,0.0,0.0,273,,,True,,GOOD,1974,4,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,17
10128405,APARTMENT,DUPLEX,258000,87.0,2,Flemish Brabant,Vilvoorde,Flanders,1800,Strombeeksesteenweg,2,FLANDERS,,,0.0,0.0,0.0,87,,,,,GOOD,2013,2,True,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,8
10128407,APARTMENT,APARTMENT,199000,72.0,1,Antwerp,Zoersel,Flanders,2980,Zandstraat,2,FLANDERS,URBAN,,0.0,0.0,0.0,72,,,,,,2002,4,,,ELECTRIC,True,,,,,
10128409,APARTMENT,APARTMENT,268500,116.0,3,Brussels,Anderlecht,Brussels,1070,Theo Lambertlaan,3,BRUSSELS,,,0.0,0.0,0.0,116,,,True,True,TO_BE_DONE_UP,1965,3,True,,GAS,True,,,,SEMI_EQUIPPED,6
10128416,HOUSE,HOUSE,749000,353.0,4,Antwerp,Vorselaar,Flanders,2290,Dennenlaan,,FLANDERS,COUNTRY,,1100.0,1200.0,0.0,353,,,True,,,2000,4,,NON_FLOOD_ZONE,GAS,True,,True,652,HYPER_EQUIPPED,35
10128420,HOUSE,HOUSE,484200,192.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,192,,,,True,AS_NEW,,3,,,GAS,True,,,,HYPER_EQUIPPED,9
10128421,HOUSE,HOUSE,,192.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,192,,,,True,AS_NEW,,2,,,GAS,True,,,,HYPER_EQUIPPED,8
10128422,HOUSE,HOUSE,426400,192.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,192,,,,True,AS_NEW,,2,,,GAS,True,,,,HYPER_EQUIPPED,8
10128423,HOUSE,HOUSE,423600,192.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,192,,,,True,AS_NEW,,3,,,GAS,True,,,,HYPER_EQUIPPED,8
10128424,HOUSE,HOUSE,481000,192.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,192,,,,True,AS_NEW,,3,,,GAS,True,,,,HYPER_EQUIPPED,9
10128425,HOUSE,HOUSE,427400,190.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,190,,,,True,AS_NEW,,2,,,GAS,True,,,,HYPER_EQUIPPED,10
10128426,HOUSE,HOUSE,,210.0,3,Flemish Brabant,Hoeilaart,Flanders,1560,Waversesteenweg,,FLANDERS,,,600.0,1600.0,0.0,210,,,,True,AS_NEW,,3,,,GAS,True,,,,HYPER_EQUIPPED,7
10128443,APARTMENT,APARTMENT,239000,80.0,3,Brussels,Bruxelles,Brussels,1000,,,BRUSSELS,,,,,,80,,,,,GOOD,,2,,,,,,,,,
10128445,HOUSE,HOUSE,165000,149.0,2,Hainaut,Boussu Hornu,Wallonie,7301,Rue de la Fontaine,,WALLONIE,,,0.0,0.0,0.0,149,,True,True,True,GOOD,,2,,NON_FLOOD_ZONE,FUELOIL,True,,True,185,,6
10128448,HOUSE,HOUSE,299000,115.0,3,Flemish Brabant,Halle Lembeek,Flanders,1502,Mimosastraat,,FLANDERS,,,0.0,0.0,0.0,115,,True,True,True,TO_RENOVATE,,3,,NON_FLOOD_ZONE,FUELOIL,,,True,236,USA_SEMI_EQUIPPED,10
10128450,HOUSE,TOWN_HOUSE,415800,145.0,3,Liège,Chaineux,Wallonie,4650,Rue Hauzeur,,WALLONIE,,,2500.0,2000.0,0.0,145,,True,True,,,2020,3,,,,,,,,USA_HYPER_EQUIPPED,10
10128451,HOUSE,HOUSE,423904,211.0,5,Liège,Ensival,Wallonie,4800,Rue Trou Brasy,,WALLONIE,,,1000.0,700.0,0.0,211,,True,,,,,3,,,GAS,,,,,USA_HYPER_EQUIPPED,14
10128452,HOUSE,HOUSE,508000,178.0,4,Liège,Heusy,Wallonie,4802,Au Sawhê,,WALLONIE,,,1500.0,3000.0,0.0,178,,True,,,,,3,,,,,,,,USA_HYPER_EQUIPPED,15
10128453,HOUSE,HOUSE,165000,118.0,3,Liège,Ans,Wallonie,4430,,,WALLONIE,,,,,,118,,True,True,,TO_BE_DONE_UP,,2,,,GAS,True,,,,NOT_INSTALLED,16
10128461,HOUSE,HOUSE,229000,172.0,3,Limburg,Beringen,Flanders,3580,Hoevestraat,,FLANDERS,,,0.0,0.0,0.0,172,,,,,,,3,,NON_FLOOD_ZONE,,,,,,,
10128463,APARTMENT,APARTMENT,399000,,6,Limburg,Beringen,Flanders,3580,Paalsesteenweg,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,,,NON_FLOOD_ZONE,,,,,,,
10128464,HOUSE,HOUSE,249000,,3,Antwerp,Balen,Flanders,2490,Sportlaan,,FLANDERS,,,0.0,0.0,0.0,,,,,,,,4,,,,,,,,,
10128466,HOUSE,EXCEPTIONAL_PROPERTY,1200000,250.0,4,Flemish Brabant,Sterrebeek,Flanders,1933,,,FLANDERS,,,,,,250,5,,True,True,AS_NEW,2004,4,,NON_FLOOD_ZONE,,True,,True,1200,HYPER_EQUIPPED,16
10128471,HOUSE,VILLA,400000,160.0,2,Hainaut,Braine-le-Comte,Wallonie,7090,,,WALLONIE,,,,,,160,,True,,True,AS_NEW,1997,4,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,10
10128472,HOUSE,MIXED_USE_BUILDING,225000,,3,Hainaut,Braine-le-Comte,Wallonie,7090,,,WALLONIE,,,,,,,,True,True,,GOOD,,2,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,8
10128473,HOUSE,HOUSE,225000,242.0,3,Hainaut,Ecaussinnes,Wallonie,7190,,,WALLONIE,,,,,,242,,True,True,,GOOD,1947,2,,,GAS,True,,,,HYPER_EQUIPPED,16
10128474,HOUSE,HOUSE,499000,262.0,5,Luxembourg,Libramont-Chevigny,Wallonie,6800,Wisbeley,,WALLONIE,ISOLATED,,3500.0,700.0,0.0,262,,True,True,True,GOOD,1971,4,,NON_FLOOD_ZONE,FUELOIL,True,,,,HYPER_EQUIPPED,28
10128475,HOUSE,HOUSE,139000,,3,Luxembourg,Paliseul -Fays-Les-Veneurs,Wallonie,6850,Rue de la Plaide,,WALLONIE,ISOLATED,,300.0,0.0,0.0,,,,True,,TO_RENOVATE,,3,,NON_FLOOD_ZONE,FUELOIL,True,,,,SEMI_EQUIPPED,13
10128477,APARTMENT,APARTMENT,469000,165.0,3,Antwerp,Antwerp,Flanders,2018,,4,FLANDERS,,,,,,165,,,True,,,1962,2,True,,GAS,,,,,SEMI_EQUIPPED,
10128479,APARTMENT,APARTMENT,195000,50.0,1,Antwerp,Antwerpen,Flanders,2018,Clementinastraat,2,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,50,,,True,,AS_NEW,,2,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
10128481,APARTMENT,APARTMENT,185000,90.0,2,Antwerp,Geel,Flanders,2440,Larum,,FLANDERS,RESIDENTIAL,,0.0,0.0,0.0,90,,,,,,1998,,,NON_FLOOD_ZONE,GAS,True,,,,INSTALLED,
10128482,APARTMENT,APARTMENT,229000,85.0,2,Flemish Brabant,Dilbeek,Flanders,1700,Ninoofsesteenweg,2,FLANDERS,URBAN,,0.0,0.0,0.0,85,,True,,,GOOD,1920,2,,NON_FLOOD_ZONE,GAS,True,,,,HYPER_EQUIPPED,9
10128483,HOUSE,APARTMENT_BLOCK,849000,200.0,4,Brussels,Jette,Brussels,1090,Rue Eugène De Smet,,BRUSSELS,RESIDENTIAL,,0.0,0.0,0.0,200,,,True,,GOOD,1960,2,,,GAS,True,,True,19,SEMI_EQUIPPED,8
10128485,APARTMENT,GROUND_FLOOR,259000,100.0,2,East Flanders,Sint-Niklaas,Flanders,9100,Oude Molenstraat,,FLANDERS,URBAN,,0.0,0.0,0.0,100,,,,,GOOD,2008,2,True,NON_FLOOD_ZONE,GAS,True,,True,50,INSTALLED,7
10128486,HOUSE,HOUSE,265000,98.0,3,Liège,Tourinne (-la-chaussée),Wallonie,4263,Rue de la Chaussée romaine,,WALLONIE,ISOLATED,,0.0,0.0,0.0,98,,,,True,GOOD,2022,3,,,GAS,True,,True,420,,7
10128487,HOUSE,HOUSE,349000,148.0,3,Liège,Geer Lens-Saint-Servais,Wallonie,4250,Rue des Tridaines,,WALLONIE,ISOLATED,,3000.0,3000.0,0.0,148,,True,,,GOOD,1998,4,,RECOGNIZED_N_CIRCUMSCRIBED_FLOOD_ZONE,FUELOIL,True,,True,2808,INSTALLED,18
10128489,HOUSE,HOUSE,119000,138.0,2,Hainaut,Colfontaine,Wallonie,7340,Rue Lloyd Georges,,WALLONIE,URBAN,,0.0,0.0,0.0,138,,True,True,,GOOD,,3,,,GAS,True,,,,,13
10128490,HOUSE,VILLA,395000,148.0,3,Hainaut,Bernissart Pommeroeul,Wallonie,7322,Route de Mons,,WALLONIE,URBAN,,0.0,0.0,0.0,148,,True,True,,GOOD,1995,4,,,FUELOIL,True,,True,2902,,19
10128493,HOUSE,HOUSE,149000,245.0,6,Hainaut,Mouscron,Wallonie,7700,,,WALLONIE,,,,,,245,,,,,TO_RENOVATE,,2,,,,,,True,380,SEMI_EQUIPPED,
