,id,type,average_price,province
15669,10020750,apartment,253250,Antwerpen
15670,9918618,apartment,215000,Antwerpen
15671,10132392,apartment,267000,Antwerpen
15672,10064911,apartment,275000,Antwerpen
15673,10071945,apartment,280000,Antwerpen
15674,10132394,apartment,360000,Antwerpen
15675,10074096,apartment,395000,Antwerpen
15676,10082333,apartment,298000,Antwerpen
15677,9763244,apartment,319000,Antwerpen
15678,10071941,apartment,385000,Antwerpen
15679,9829360,apartment,395000,Antwerpen
15681,10112462,apartment,435000,Antwerpen
15682,9758087,apartment,545000,Antwerpen
15683,9758065,apartment,427000,Antwerpen
15684,9758059,apartment,475000,Antwerpen
15685,10101395,apartment,537500,Antwerpen
15686,10132396,apartment,475000,Antwerpen
15687,10112468,apartment,555000,Antwerpen
15688,10059657,apartment,595000,Antwerpen
15689,10112465,apartment,645000,Antwerpen
15690,9981341,apartment,655000,Antwerpen
15691,10074098,apartment,660000,Antwerpen
15692,10096827,apartment,925000,Antwerpen
15693,9683164,apartment,1630000,Antwerpen
15694,10123721,apartment,657000,Antwerpen
15695,10154280,house,189000,Antwerpen
15696,10152848,house,249000,Antwerpen
15697,10153025,house,210000,Antwerpen
15698,10152029,house,195000,Antwerpen
15699,10153956,house,299000,Antwerpen
15700,10152030,house,299000,Antwerpen
15701,10151477,house,310000,Antwerpen
15702,10153159,house,445000,Antwerpen
15703,10151848,house,385000,Antwerpen
15704,10125946,house,329000,Antwerpen
15705,10151578,house,360000,Antwerpen
15706,10121036,house,462000,Antwerpen
15707,10151701,house,579000,Antwerpen
15708,10153230,house,497000,Antwerpen
15709,10151447,house,465000,Antwerpen
15710,10151448,house,465000,Antwerpen
15712,10152364,apartment,420000,Oost-Vlaanderen
15713,10164682,apartment,299000,Oost-Vlaanderen
15714,10164016,apartment,89500,Oost-Vlaanderen
15715,10152360,apartment,415000,Oost-Vlaanderen
15716,10163840,apartment,345000,Oost-Vlaanderen
15717,10153987,house,649000,Oost-Vlaanderen
15718,10158481,house,345000,Oost-Vlaanderen
15719,10163845,apartment,498000,Oost-Vlaanderen
15720,10157521,house,345000,Oost-Vlaanderen
15721,10157852,house,389000,Oost-Vlaanderen
15722,10157276,house,359000,Oost-Vlaanderen
15723,10157997,house,335000,Oost-Vlaanderen
15724,10158732,house,1390000,Oost-Vlaanderen
15725,10150908,apartment,190000,Oost-Vlaanderen
15726,10149309,apartment,260000,Oost-Vlaanderen
15727,10150571,apartment,139000,Oost-Vlaanderen
15728,10149050,apartment,240000,Oost-Vlaanderen
15729,10148613,apartment,285000,Oost-Vlaanderen
15730,10161435,house,279000,Oost-Vlaanderen
15731,10149775,apartment,415000,Oost-Vlaanderen
15732,10161394,house,354000,Oost-Vlaanderen
15733,10161267,house,389000,Oost-Vlaanderen
15734,10161153,house,279000,Oost-Vlaanderen
15735,10151078,apartment,650000,Oost-Vlaanderen
15736,10161632,house,425000,Oost-Vlaanderen
15737,10161202,house,2950000,Oost-Vlaanderen
15738,10057961,apartment,690000,Oost-Vlaanderen
15739,10148491,house group,812500.0,Oost-Vlaanderen
15740,10159737,apartment,305000,Oost-Vlaanderen
15741,10159738,apartment,410000,Oost-Vlaanderen
15743,10159736,apartment,507000,Antwerpen
15744,9866055,house,169000,Antwerpen
15745,10104334,house,199000,Antwerpen
15746,9988562,house,195000,Antwerpen
15747,10133575,house,189000,Antwerpen
15748,10071315,house,99000,Antwerpen
15749,10000273,house,199000,Antwerpen
15750,9985601,house,219000,Antwerpen
15751,9994933,house,225000,Antwerpen
15752,10087983,house,215000,Antwerpen
15753,9806188,house,229000,Antwerpen
15754,10078658,house,235000,Antwerpen
15755,10077610,house,239500,Antwerpen
15756,10020178,house,249000,Antwerpen
15757,9979984,house,250000,Antwerpen
15758,9816314,house,269000,Antwerpen
15759,10090706,house,255000,Antwerpen
15760,10073658,house,274000,Antwerpen
15761,10038623,house,269000,Antwerpen
15762,9924034,house,285000,Antwerpen
15763,10000258,house,299000,Antwerpen
15764,10134383,house,285000,Antwerpen
15765,9916441,house,315000,Antwerpen
15766,10130525,house,320000,Antwerpen
15767,10131011,house,320000,Antwerpen
15768,10034747,house,325000,Antwerpen
15769,10125208,house,320000,Antwerpen
15770,9982323,house,320000,Antwerpen
15771,9895299,house,325000,Antwerpen
15772,10082950,house,339000,Antwerpen
15774,10053574,house,369000,VlaamsBrabant
15775,9982193,house,350000,VlaamsBrabant
15776,10100516,house,375000,VlaamsBrabant
15777,10011212,house,349900,VlaamsBrabant
15778,10127579,house,360000,VlaamsBrabant
15779,9990624,house,350000,VlaamsBrabant
15780,10116359,house,380000,VlaamsBrabant
15781,10111219,house,395000,VlaamsBrabant
15782,10121095,house,399000,VlaamsBrabant
15783,9971660,house,395000,VlaamsBrabant
15784,10105442,house,399000,VlaamsBrabant
15785,10131027,house,398000,VlaamsBrabant
15786,10133219,house,398000,VlaamsBrabant
15787,10122502,house,400000,VlaamsBrabant
15788,10110884,house,410000,VlaamsBrabant
15789,10118988,house,419000,VlaamsBrabant
15790,10060229,house,429000,VlaamsBrabant
15791,10117114,house,420000,VlaamsBrabant
15792,10100373,house,425000,VlaamsBrabant
15793,10087148,house,438000,VlaamsBrabant
15794,9901291,house,449000,VlaamsBrabant
15795,10094164,house,449000,VlaamsBrabant
15796,10111436,house,457500,VlaamsBrabant
15797,10104976,house,475000,VlaamsBrabant
15798,10120685,house,475000,VlaamsBrabant
15799,10026090,house,479000,VlaamsBrabant
15800,9929545,house,485000,VlaamsBrabant
15801,10127912,house,489000,VlaamsBrabant
15802,10085244,house,496500,VlaamsBrabant
15803,10065573,house,494000,VlaamsBrabant
15805,10107599,house,520000,VlaamsBrabant
15806,10094730,house,515000,VlaamsBrabant
15807,9896893,house,520000,VlaamsBrabant
15808,10094702,house,515000,VlaamsBrabant
15809,10103891,house,517500,VlaamsBrabant
15810,10094725,house,515000,VlaamsBrabant
15811,9980708,house,539000,VlaamsBrabant
15812,10134565,house,525000,VlaamsBrabant
15813,10105163,house,585000,VlaamsBrabant
15814,9999370,house,574000,VlaamsBrabant
15815,10120556,house,575000,VlaamsBrabant
15816,9976215,house,539000,VlaamsBrabant
15817,10114551,house,595000,VlaamsBrabant
15818,10093653,house,588000,VlaamsBrabant
15819,10125284,house,599000,VlaamsBrabant
15820,10073440,house,649000,VlaamsBrabant
15821,10115174,house,600000,VlaamsBrabant
15822,10122575,house,650000,VlaamsBrabant
15823,10101906,house,650000,VlaamsBrabant
15824,9913129,house,650000,VlaamsBrabant
15825,9913125,house,650000,VlaamsBrabant
15826,10105634,house,664000,VlaamsBrabant
15827,10106173,house,665000,VlaamsBrabant
15828,10067429,house,695000,VlaamsBrabant
15829,10009198,house,720000,VlaamsBrabant
15830,10022169,house,785000,VlaamsBrabant
15831,9942326,house,665000,VlaamsBrabant
15832,9703601,house,749000,VlaamsBrabant
15833,10000915,house,800000,VlaamsBrabant
15834,9701855,house,790000,VlaamsBrabant
15836,10010020,house,947000,West-Vlaanderen
15837,10110452,house,850000,West-Vlaanderen
15838,9651639,house,1000000,West-Vlaanderen
15839,10107021,house,975000,West-Vlaanderen
15840,10134715,house,875000,West-Vlaanderen
15841,10001512,house,1100000,West-Vlaanderen
15842,10099186,house,1245000,West-Vlaanderen
15843,10123063,house,1100000,West-Vlaanderen
15844,10094624,house,1295000,West-Vlaanderen
15845,9954811,house,1150000,West-Vlaanderen
15846,10044819,house,1250000,West-Vlaanderen
15847,9954793,house,1150000,West-Vlaanderen
15848,10094630,house,1295000,West-Vlaanderen
15849,10123218,house,1375000,West-Vlaanderen
15850,9740551,house,1475000,West-Vlaanderen
15851,10018045,house,1650000,West-Vlaanderen
15852,9918709,house,1795000,West-Vlaanderen
15853,10050654,house,3500000,West-Vlaanderen
15854,10163880,house,199000,West-Vlaanderen
15855,9907705,house,2000000,West-Vlaanderen
15856,10163790,house,179000,West-Vlaanderen
15857,10163934,house,485000,West-Vlaanderen
15858,10155558,apartment,245000,West-Vlaanderen
15859,10156951,apartment,130000,West-Vlaanderen
15860,10155319,apartment,95000,West-Vlaanderen
15861,10155260,apartment,175000,West-Vlaanderen
15862,10156768,apartment,260000,West-Vlaanderen
15863,10155230,apartment,265000,West-Vlaanderen
15864,10156026,apartment,279000,West-Vlaanderen
15865,10088492,apartment,279000,West-Vlaanderen
15867,10154559,apartment,395000,VlaamsBrabant
15868,10155423,apartment,295000,VlaamsBrabant
15869,10154820,apartment,499000,VlaamsBrabant
15870,10156195,apartment,395000,VlaamsBrabant
15871,10156358,apartment,715000,VlaamsBrabant
15872,10147228,apartment group,230000.0,VlaamsBrabant
15873,10139736,house,245000,VlaamsBrabant
15874,10138772,house,285000,VlaamsBrabant
15875,10140054,house,319000,VlaamsBrabant
15876,10138648,house,295000,VlaamsBrabant
15877,10138285,house,249000,VlaamsBrabant
15878,10138478,house,249000,VlaamsBrabant
15879,10139190,house,350000,VlaamsBrabant
15880,10139279,house,345000,VlaamsBrabant
15881,10138524,house,355000,VlaamsBrabant
15882,10142591,apartment,195000,VlaamsBrabant
15883,10140505,apartment,269000,VlaamsBrabant
15884,10138251,house,845000,VlaamsBrabant
15885,10140282,house,435000,VlaamsBrabant
15886,10141149,apartment,220000,VlaamsBrabant
15887,10141868,apartment,365000,VlaamsBrabant
15888,10140712,apartment,369000,VlaamsBrabant
15889,10140475,apartment,449000,VlaamsBrabant
15890,10141065,apartment,530000,VlaamsBrabant
15891,10140486,apartment,389000,VlaamsBrabant
15892,10144582,house,185000,VlaamsBrabant
15893,10141064,apartment,495000,VlaamsBrabant
15894,10144811,house,349900,VlaamsBrabant
15895,10142761,house,550000,VlaamsBrabant
15896,10144400,house,625000,VlaamsBrabant
15898,10159878,apartment,965000,VlaamsBrabant
15899,9365523,house,314836,VlaamsBrabant
15900,9961962,apartment,161879,VlaamsBrabant
15901,9961960,apartment,175257,VlaamsBrabant
15902,10144396,house,625000,VlaamsBrabant
15903,10142772,house,695000,VlaamsBrabant
15904,9014189,house,328271,VlaamsBrabant
15905,10071807,house,339000,VlaamsBrabant
15906,10121702,house,359000,VlaamsBrabant
15907,9610831,house,725000,VlaamsBrabant
15908,10146391,house,500000,VlaamsBrabant
15909,10146648,house,375000,VlaamsBrabant
15910,9986208,house,409000,VlaamsBrabant
15911,10125076,house,1145000,VlaamsBrabant
15912,10118286,house,5250000,VlaamsBrabant
15913,10060868,house,835000,VlaamsBrabant
15914,10045043,house,850000,VlaamsBrabant
15915,10110380,house,1365000,VlaamsBrabant
15916,10144878,apartment,159000,VlaamsBrabant
15917,10104179,apartment,599000,VlaamsBrabant
15918,10148598,house,330000,VlaamsBrabant
15919,10148863,house,329000,VlaamsBrabant
15920,10148876,house,425000,VlaamsBrabant
15921,10149570,house,265000,VlaamsBrabant
15922,10150870,house,595000,VlaamsBrabant
15923,10151325,house,740000,VlaamsBrabant
15924,10148503,house,710000,VlaamsBrabant
15925,10149710,house,789000,VlaamsBrabant
15926,10148707,house,895000,VlaamsBrabant
15927,10151128,house,1400000,VlaamsBrabant
15929,10139843,house,1450000,Namen
15930,10162019,apartment,145000,Namen
15931,10151173,house,2470000,Namen
15932,10104519,apartment,185000,Namen
15933,10146323,apartment,149000,Namen
15934,10162272,apartment,225000,Namen
15935,10162305,apartment,295000,Namen
15936,9848511,apartment,305000,Namen
15937,10163681,apartment,299000,Namen
15938,10148990,apartment,700000,Namen
15939,10162079,apartment,330000,Namen
15940,10162496,apartment,365000,Namen
15941,10156038,house,239000,Namen
15942,10154411,house,339000,Namen
15943,10162386,apartment,185000,Namen
15944,10154859,house,385000,Namen
15945,10156514,house,519000,Namen
15946,10155670,house,479000,Namen
15947,10156000,house,1398000,Namen
15948,10136274,apartment,350000,Namen
15949,10102810,apartment,129000,Namen
15950,10082918,apartment,298000,Namen
15951,10116515,apartment,75000,Namen
15952,10135048,apartment,115000,Namen
15953,9553124,apartment,149000,Namen
15954,9559219,apartment,149000,Namen
15955,9560986,apartment,138000,Namen
15956,10122759,apartment,135000,Namen
15957,10160303,house,130000,Namen
15958,10160304,house,149000,Namen
15960,10096523,apartment,165000,West-Vlaanderen
15961,9645964,apartment,168000,West-Vlaanderen
15962,9778917,apartment,149000,West-Vlaanderen
15963,10058150,apartment,169000,West-Vlaanderen
15964,10121649,apartment,169000,West-Vlaanderen
15965,10059046,apartment,149000,West-Vlaanderen
15966,10072688,apartment,170000,West-Vlaanderen
15967,9872069,apartment,169500,West-Vlaanderen
15968,10114353,apartment,200000,West-Vlaanderen
15969,10133659,apartment,189000,West-Vlaanderen
15970,9180596,apartment,178000,West-Vlaanderen
15971,10074157,apartment,185000,West-Vlaanderen
15972,9890251,apartment,210000,West-Vlaanderen
15973,10124961,apartment,225000,West-Vlaanderen
15974,10071120,apartment,219000,West-Vlaanderen
15975,10131819,apartment,229000,West-Vlaanderen
15976,10053183,apartment,230000,West-Vlaanderen
15977,10010142,apartment,229000,West-Vlaanderen
15978,9954910,apartment,233500,West-Vlaanderen
15979,9691952,apartment,240000,West-Vlaanderen
15980,10133122,apartment,235000,West-Vlaanderen
15981,9876632,apartment,245000,West-Vlaanderen
15982,10063609,apartment,239000,West-Vlaanderen
15983,10114955,apartment,240000,West-Vlaanderen
15984,10125008,apartment,250000,West-Vlaanderen
15985,10119726,apartment,259000,West-Vlaanderen
15986,9750637,apartment,260000,West-Vlaanderen
15987,9927691,apartment,262650,West-Vlaanderen
15988,9927685,apartment,262650,West-Vlaanderen
15989,9927690,apartment,262650,West-Vlaanderen
15991,10079806,apartment,264000,Antwerpen
15992,9927684,apartment,262650,Antwerpen
15993,9865554,apartment,264885,Antwerpen
15994,9671325,apartment,265000,Antwerpen
15995,10018370,apartment,263000,Antwerpen
15996,9672274,apartment,265000,Antwerpen
15997,10125295,apartment,269000,Antwerpen
15998,10053536,apartment,275000,Antwerpen
15999,10126787,apartment,285000,Antwerpen
16000,10038553,apartment,279000,Antwerpen
16001,9645972,apartment,285000,Antwerpen
16002,9975522,apartment,285000,Antwerpen
16003,9937209,apartment,287500,Antwerpen
16004,10072458,apartment,295000,Antwerpen
16005,9956406,apartment,295000,Antwerpen
16006,10024775,apartment,290000,Antwerpen
16007,10124954,apartment,295000,Antwerpen
16008,10131320,apartment,295000,Antwerpen
16009,9984297,apartment,299000,Antwerpen
16010,10115882,apartment,295000,Antwerpen
16011,9797525,apartment,310000,Antwerpen
16012,10114338,apartment,300000,Antwerpen
16013,9982223,apartment,299000,Antwerpen
16014,10096016,apartment,299000,Antwerpen
16015,10058944,apartment,315000,Antwerpen
16016,10081331,apartment,310000,Antwerpen
16017,10056997,apartment,310000,Antwerpen
16018,9987136,apartment,314000,Antwerpen
16019,9865555,apartment,316202,Antwerpen
16020,10132453,apartment,320000,Antwerpen
16022,10124073,apartment,325000,Antwerpen
16023,10160305,house,320000,Antwerpen
16024,10008556,apartment,342000,Antwerpen
16025,10022719,apartment,334000,Antwerpen
16026,10081330,apartment,340000,Antwerpen
16027,10081332,apartment,330000,Antwerpen
16028,10124153,apartment,345000,Antwerpen
16029,10126964,apartment,350000,Antwerpen
16030,9955972,apartment,348000,Antwerpen
16031,10133646,apartment,349000,Antwerpen
16032,9982866,apartment,349000,Antwerpen
16033,10091211,apartment,355000,Antwerpen
16034,10116631,apartment,359000,Antwerpen
16035,10036554,apartment,370000,Antwerpen
16036,9973414,apartment,359500,Antwerpen
16037,10105159,apartment,365000,Antwerpen
16038,10124343,apartment,370000,Antwerpen
16039,9911675,apartment,365000,Antwerpen
16040,10160540,house,370000,Antwerpen
16041,10114341,apartment,375000,Antwerpen
16042,10069034,apartment,395000,Antwerpen
16043,10116893,apartment,389000,Antwerpen
16044,9977179,apartment,385000,Antwerpen
16045,10046561,apartment,395000,Antwerpen
16046,10073300,apartment,395000,Antwerpen
16047,9950446,apartment,375000,Antwerpen
16048,10096583,apartment,410000,Antwerpen
16049,10091155,apartment,415000,Antwerpen
16050,10122177,apartment,440000,Antwerpen
16051,10126026,apartment,460000,Antwerpen
16053,8828787,apartment,625000,Antwerpen
16054,9884767,apartment,525000,Antwerpen
16055,9936543,apartment,490000,Antwerpen
16056,10160987,house,490000,Antwerpen
16057,10160986,house,490000,Antwerpen
16058,10100033,apartment,498000,Antwerpen
16059,9978684,apartment,650000,Antwerpen
16060,9912153,apartment,675000,Antwerpen
16061,9416390,apartment,669000,Antwerpen
16062,9919937,apartment,695000,Antwerpen
16063,9945284,apartment,685000,Antwerpen
16064,10120051,apartment,625000,Antwerpen
16065,10000894,apartment,975000,Antwerpen
16066,10000896,apartment,1150000,Antwerpen
16067,10000895,apartment,1075000,Antwerpen
16068,10096773,apartment,945000,Antwerpen
16069,10096196,apartment,1050000,Antwerpen
16070,10042472,apartment,1195000,Antwerpen
16071,10118385,apartment,1600000,Antwerpen
16072,10162989,house,242500,Antwerpen
16073,9949017,apartment,2100000,Antwerpen
16074,10162713,house,144000,Antwerpen
16075,10163500,house,320000,Antwerpen
16076,10161758,house,325000,Antwerpen
16077,10163479,house,349000,Antwerpen
16078,10161701,house,650000,Antwerpen
16079,10162968,house,425000,Antwerpen
16080,10151622,apartment,69900,Antwerpen
16081,10161741,house,695000,Antwerpen
16082,10161759,house,475000,Antwerpen
16084,10152258,apartment,228000,Oost-Vlaanderen
16085,10153103,apartment,230000,Oost-Vlaanderen
16086,10152022,apartment,245000,Oost-Vlaanderen
16087,10151989,apartment,179000,Oost-Vlaanderen
16088,10152532,apartment,280000,Oost-Vlaanderen
16089,10143201,apartment,255000,Oost-Vlaanderen
16090,10153724,apartment,295000,Oost-Vlaanderen
16091,10152131,apartment,335000,Oost-Vlaanderen
16092,10152573,apartment,325000,Oost-Vlaanderen
16093,10152513,apartment,1495000,Oost-Vlaanderen
16094,10152888,apartment,359000,Oost-Vlaanderen
16095,10152822,apartment,875000,Oost-Vlaanderen
16096,10121035,apartment,462000,Oost-Vlaanderen
16097,10137642,house,225000,Oost-Vlaanderen
16098,10138055,house,125000,Oost-Vlaanderen
16099,10136134,house,250000,Oost-Vlaanderen
16100,10137903,house,249000,Oost-Vlaanderen
16101,10135990,house,259000,Oost-Vlaanderen
16102,10137908,house,289000,Oost-Vlaanderen
16103,10135727,house,300000,Oost-Vlaanderen
16104,10101731,house,350000,Oost-Vlaanderen
16105,10135989,house,339000,Oost-Vlaanderen
16106,10137933,house,449000,Oost-Vlaanderen
16107,10136829,house,369000,Oost-Vlaanderen
16108,10137934,house,399000,Oost-Vlaanderen
16109,10137905,house,379000,Oost-Vlaanderen
16110,10136198,house,490000,Oost-Vlaanderen
16111,10137541,house,530000,Oost-Vlaanderen
16112,10137696,house,695000,Oost-Vlaanderen
16113,10137692,house,695000,Oost-Vlaanderen
16115,10138935,apartment,179000,Antwerpen
16116,10140116,apartment,249000,Antwerpen
16117,10138295,apartment,235000,Antwerpen
16118,10137368,house,749000,Antwerpen
16119,10154510,house,235000,Antwerpen
16120,10140161,apartment,169000,Antwerpen
16121,10139136,apartment,520000,Antwerpen
16122,10079013,apartment,249500,Antwerpen
16123,10138548,apartment,259000,Antwerpen
16124,10155851,house,1150000,Antwerpen
16125,10140545,house,149000,Antwerpen
16126,10140918,house,115000,Antwerpen
16127,10141193,house,370000,Antwerpen
16128,10140623,house,430000,Antwerpen
16129,10141754,house,290000,Antwerpen
16130,10141440,house,225000,Antwerpen
16131,10141305,house,475000,Antwerpen
16132,10140598,house,429000,Antwerpen
16133,10142594,house,489000,Antwerpen
16134,10142586,house,495000,Antwerpen
16135,10142593,house,489000,Antwerpen
16136,10140506,house,625000,Antwerpen
16137,10157144,apartment,255000,Antwerpen
16138,10157145,apartment,255000,Antwerpen
16139,10144872,house,275000,Antwerpen
16140,10143952,apartment,255000,Antwerpen
16141,10144657,apartment,264000,Antwerpen
16142,10143587,apartment,210000,Antwerpen
16143,10143959,apartment,285000,Antwerpen
16144,10144736,apartment,185000,Antwerpen
16146,10161795,house,385114,West-Vlaanderen
16147,10143703,apartment,300000,West-Vlaanderen
16148,10142857,apartment,359000,West-Vlaanderen
16149,10161797,house,350528,West-Vlaanderen
16150,10144014,apartment,299000,West-Vlaanderen
16151,10161794,house,350528,West-Vlaanderen
16152,10161796,house,385121,West-Vlaanderen
16153,10161793,house,399133,West-Vlaanderen
16154,10161798,house,402910,West-Vlaanderen
16155,10161799,house,406562,West-Vlaanderen
16156,10161842,house,625000,West-Vlaanderen
16157,10161800,house,412542,West-Vlaanderen
16158,10163684,apartment,346480,West-Vlaanderen
16159,10163686,apartment,356498,West-Vlaanderen
16160,10148249,house,329000,West-Vlaanderen
16161,10148247,house,329000,West-Vlaanderen
16162,10146917,house,249000,West-Vlaanderen
16163,10147083,house,325000,West-Vlaanderen
16164,10147496,house,598000,West-Vlaanderen
16165,10148248,house,349000,West-Vlaanderen
16166,10147796,house,635000,West-Vlaanderen
16167,10147704,house,675000,West-Vlaanderen
16168,10153837,house,373000,West-Vlaanderen
16169,10152937,house,177000,West-Vlaanderen
16170,10146864,house,1895000,West-Vlaanderen
16171,10147028,house,649000,West-Vlaanderen
16172,10153229,house,439500,West-Vlaanderen
16173,10153796,house,498000,West-Vlaanderen
16174,10146765,apartment,139000,West-Vlaanderen
16175,10153426,house,1295000,West-Vlaanderen
16177,10146714,apartment,219000,Oost-Vlaanderen
16178,10107791,apartment,245000,Oost-Vlaanderen
16179,9879136,apartment,239500,Oost-Vlaanderen
16180,9943792,apartment,176900,Oost-Vlaanderen
16181,9936574,apartment,176900,Oost-Vlaanderen
16182,10132572,apartment,255000,Oost-Vlaanderen
16183,10132567,apartment,255000,Oost-Vlaanderen
16184,10085790,apartment,263500,Oost-Vlaanderen
16185,10126218,apartment,259500,Oost-Vlaanderen
16186,10132556,apartment,260000,Oost-Vlaanderen
16187,10132573,apartment,265000,Oost-Vlaanderen
16188,10132574,apartment,265000,Oost-Vlaanderen
16189,10130703,apartment,295000,Oost-Vlaanderen
16190,9833856,apartment,299500,Oost-Vlaanderen
16191,10132570,apartment,300000,Oost-Vlaanderen
16192,10132557,apartment,310000,Oost-Vlaanderen
16193,10130707,apartment,300000,Oost-Vlaanderen
16194,10090814,apartment,316500,Oost-Vlaanderen
16195,10130705,apartment,320000,Oost-Vlaanderen
16196,10132565,apartment,320000,Oost-Vlaanderen
16197,10132558,apartment,330000,Oost-Vlaanderen
16198,10117652,apartment,343295,Oost-Vlaanderen
16199,10085799,apartment,335000,Oost-Vlaanderen
16200,9762568,apartment,344000,Oost-Vlaanderen
16201,9844756,apartment,352500,Oost-Vlaanderen
16202,10132563,apartment,350000,Oost-Vlaanderen
16203,10009457,apartment,370000,Oost-Vlaanderen
16204,10130702,apartment,370000,Oost-Vlaanderen
16205,10130704,apartment,375000,Oost-Vlaanderen
16206,9844755,apartment,352500,Oost-Vlaanderen
16208,10132575,apartment,445000,West-Vlaanderen
16209,9907453,apartment,385000,West-Vlaanderen
16210,10126221,apartment,409500,West-Vlaanderen
16211,10132555,apartment,440000,West-Vlaanderen
16212,10132554,apartment,395000,West-Vlaanderen
16213,10132569,apartment,380000,West-Vlaanderen
16214,9923492,apartment,1350000,West-Vlaanderen
16215,10157465,house,129000,West-Vlaanderen
16216,10157468,house,225000,West-Vlaanderen
16217,10117099,apartment,625000,West-Vlaanderen
16218,10130706,apartment,445000,West-Vlaanderen
16219,10159665,house,169000,West-Vlaanderen
16220,10134028,house,275000,West-Vlaanderen
16221,10157996,house,275000,West-Vlaanderen
16222,10159345,house,275000,West-Vlaanderen
16223,10159494,house,335000,West-Vlaanderen
16224,10157740,house,315000,West-Vlaanderen
16225,10157504,house,299000,West-Vlaanderen
16226,10157274,house,399000,West-Vlaanderen
16227,10157390,house,795000,West-Vlaanderen
16228,10157775,house,570000,West-Vlaanderen
16229,10158022,house,349000,West-Vlaanderen
16230,10159121,house,700000,West-Vlaanderen
16231,10164890,apartment,325000,West-Vlaanderen
16232,10159103,house,860000,West-Vlaanderen
16233,10164004,apartment,1395000,West-Vlaanderen
16234,10157272,house,1085000,West-Vlaanderen
16235,10153525,apartment,365000,West-Vlaanderen
16236,10164906,apartment,65000,West-Vlaanderen
16237,10161358,house,199000,West-Vlaanderen
16239,10148885,apartment,149000,Luik
16240,10148882,apartment,209000,Luik
16241,10148888,apartment,135000,Luik
16242,10150882,apartment,249000,Luik
16243,10151054,apartment,260000,Luik
16244,10149129,apartment,149000,Luik
16245,10148816,apartment,350000,Luik
16246,10148817,apartment,465000,Luik
16247,10080411,house,80000,Luik
16248,10016535,house,79000,Luik
16249,10058666,apartment group,2495000.0,Luik
16250,10146125,apartment group,199000.0,Luik
16251,10032572,house,99000,Luik
16252,10083535,house,105000,Luik
16253,10104637,house,109000,Luik
16254,9763993,house,110000,Luik
16255,10093116,house,115000,Luik
16256,10111605,house,119000,Luik
16257,10100692,house,110000,Luik
16258,10132762,house,115000,Luik
16259,10105700,house,119000,Luik
16260,9942173,house,135000,Luik
16261,10062490,house,149500,Luik
16262,10064790,house,139000,Luik
16263,10088972,house,139000,Luik
16264,9942131,house,155000,Luik
16265,9272402,house,150000,Luik
16266,10064705,house,155000,Luik
16267,10128745,house,159000,Luik
16268,10117143,house,159000,Luik
16270,10009460,house,165000,Henegouwen
16271,10058045,house,164500,Henegouwen
16272,9981219,house,160000,Henegouwen
16273,10063763,house,169500,Henegouwen
16274,10058043,house,164500,Henegouwen
16275,10069415,house,170000,Henegouwen
16276,10006213,house,175000,Henegouwen
16277,9911606,house,180000,Henegouwen
16278,10037789,house,175000,Henegouwen
16279,10085156,house,180000,Henegouwen
16280,9993214,house,179000,Henegouwen
16281,9921759,house,179000,Henegouwen
16282,10087743,house,180000,Henegouwen
16283,10108836,house,185000,Henegouwen
16284,10082840,house,180000,Henegouwen
16285,10013583,house,185000,Henegouwen
16286,10108662,house,185000,Henegouwen
16287,10057207,house,185000,Henegouwen
16288,10042461,house,187000,Henegouwen
16289,9806451,house,189000,Henegouwen
16290,10020746,house,195000,Henegouwen
16291,10113756,house,195000,Henegouwen
16292,10040754,house,196000,Henegouwen
16293,9946389,house,197000,Henegouwen
16294,10112973,house,199000,Henegouwen
16295,9842939,house,199000,Henegouwen
16296,10074053,house,199000,Henegouwen
16297,9991866,house,199500,Henegouwen
16298,10121843,house,199900,Henegouwen
16299,9983755,house,199999,Henegouwen
16301,10130222,house,209000,Luik
16302,10032690,house,199999,Luik
16303,10031827,house,200000,Luik
16304,10037219,house,200000,Luik
16305,10052724,house,205000,Luik
16306,10110128,house,200000,Luik
16307,10117462,house,210000,Luik
16308,10135621,house,209000,Luik
16309,10014333,house,210000,Luik
16310,10132872,house,215000,Luik
16311,10024604,house,219000,Luik
16312,9827435,house,215000,Luik
16313,10078958,house,220000,Luik
16314,10071459,house,219000,Luik
16315,10085720,house,225000,Luik
16316,10100923,house,220000,Luik
16317,9978332,house,225000,Luik
16318,9978333,house,225000,Luik
16319,9752953,house,225000,Luik
16320,10020461,house,229000,Luik
16321,10017979,house,225000,Luik
16322,10105773,house,229500,Luik
16323,9971854,house,230000,Luik
16324,10134384,house,235000,Luik
16325,10033772,house,235000,Luik
16326,9752952,house,235000,Luik
16327,9931331,house,235000,Luik
16328,9960050,house,238000,Luik
16329,9985804,house,239000,Luik
16330,10089176,house,239000,Luik
16332,10132770,house,240000,WaalsBrabant
16333,10132623,house,240000,WaalsBrabant
16334,10089832,house,240000,WaalsBrabant
16335,10084762,house,239000,WaalsBrabant
16336,10085523,house,245000,WaalsBrabant
16337,9914103,house,249000,WaalsBrabant
16338,10127357,house,245000,WaalsBrabant
16339,9981294,house,249000,WaalsBrabant
16340,10071795,house,249000,WaalsBrabant
16341,10092474,house,249000,WaalsBrabant
16342,9915527,house,249000,WaalsBrabant
16343,10059178,house,249000,WaalsBrabant
16344,10061633,house,249500,WaalsBrabant
