,id,type,average_price,province
13326,10157271,house,525000,Namen
13327,10158376,house,725000,Namen
13328,10157583,house,695000,Namen
13329,10159623,house,675000,Namen
13330,10159621,house,675000,Namen
13331,10158374,house,725000,Namen
13332,10160156,apartment,349000,Namen
13333,10157549,house,1049000,Namen
13334,10159915,apartment,384000,Namen
13335,10158265,house,950000,Namen
13336,10157126,house,1250000,Namen
13337,10160167,apartment,395000,Namen
13338,10092426,house,515000,Namen
13339,10161529,house,289000,Namen
13340,9941095,house,30000,Namen
13341,10109002,house group,384900.0,Namen
13342,10161230,house,389000,Namen
13343,9661761,house,84000,Namen
13344,9823526,house,89000,Namen
13345,9859197,house,129000,Namen
13346,10052018,house,99000,Namen
13347,9833826,house,139000,Namen
13348,10125934,house,140000,Namen
13349,10057483,house,140000,Namen
13350,9593621,house,149999,Namen
13351,10007390,house,165000,Namen
13352,10127737,house,159000,Namen
13353,9765430,house,160000,Namen
13354,10127113,house,175000,Namen
13356,10090743,house,189000,Oost-Vlaanderen
13357,10026502,house,195000,Oost-Vlaanderen
13358,10045468,house,180000,Oost-Vlaanderen
13359,10096553,house,178000,Oost-Vlaanderen
13360,9978989,house,189000,Oost-Vlaanderen
13361,9978987,house,189000,Oost-Vlaanderen
13362,10076074,house,195000,Oost-Vlaanderen
13363,9744955,house,230000,Oost-Vlaanderen
13364,10130500,house,225000,Oost-Vlaanderen
13365,10045650,house,209000,Oost-Vlaanderen
13366,10028279,house,249000,Oost-Vlaanderen
13367,10123941,house,225000,Oost-Vlaanderen
13368,9855082,house,199000,Oost-Vlaanderen
13369,10122741,house,249000,Oost-Vlaanderen
13370,10011398,house,249500,Oost-Vlaanderen
13371,10108593,house,249000,Oost-Vlaanderen
13372,10002186,house,249500,Oost-Vlaanderen
13373,10126910,house,255000,Oost-Vlaanderen
13374,10017641,house,259000,Oost-Vlaanderen
13375,10112446,house,259000,Oost-Vlaanderen
13376,10023284,house,265000,Oost-Vlaanderen
13377,9997643,house,275000,Oost-Vlaanderen
13378,10099204,house,259000,Oost-Vlaanderen
13379,10031926,house,274500,Oost-Vlaanderen
13380,9983243,house,260000,Oost-Vlaanderen
13381,10098842,house,275000,Oost-Vlaanderen
13382,10108569,house,276000,Oost-Vlaanderen
13383,9991031,house,294000,Oost-Vlaanderen
13384,10116812,house,285000,Oost-Vlaanderen
13385,10107139,house,280000,Oost-Vlaanderen
13387,9979230,house,295000,Luik
13388,10104575,house,299000,Luik
13389,10046052,house,299000,Luik
13390,10035509,house,295000,Luik
13391,9980322,house,299000,Luik
13392,10097441,house,299000,Luik
13393,9755780,house,315000,Luik
13394,10112286,house,299950,Luik
13395,10036796,house,299500,Luik
13396,10119705,house,319000,Luik
13397,10127736,house,319000,Luik
13398,10091653,house,319000,Luik
13399,10103299,house,319000,Luik
13400,10105439,house,319000,Luik
13401,9983474,house,325000,Luik
13402,9877575,house,325000,Luik
13403,9896286,house,329000,Luik
13404,10098812,house,329000,Luik
13405,10092477,house,334000,Luik
13406,10060316,house,330000,Luik
13407,10060769,house,335000,Luik
13408,9828488,house,335000,Luik
13409,10006858,house,335000,Luik
13410,10124903,house,339000,Luik
13411,10100450,house,349000,Luik
13412,9438942,house,349000,Luik
13413,10100554,house,345000,Luik
13414,10120487,house,349000,Luik
13415,9968861,house,349000,Luik
13416,10119707,house,350000,Luik
13418,10069658,house,365000,VlaamsBrabant
13419,10069685,house,365000,VlaamsBrabant
13420,10037692,house,365000,VlaamsBrabant
13421,10022567,house,362000,VlaamsBrabant
13422,10111425,house,370000,VlaamsBrabant
13423,9997783,house,365000,VlaamsBrabant
13424,10096519,house,375000,VlaamsBrabant
13425,10066007,house,382750,VlaamsBrabant
13426,9915791,house,379000,VlaamsBrabant
13427,10052753,house,375000,VlaamsBrabant
13428,10132454,house,379000,VlaamsBrabant
13429,10111222,house,376000,VlaamsBrabant
13430,9943572,house,395000,VlaamsBrabant
13431,10067225,house,385000,VlaamsBrabant
13432,9896426,house,383000,VlaamsBrabant
13433,10077383,house,390000,VlaamsBrabant
13434,10131293,house,395000,VlaamsBrabant
13435,10123527,house,395000,VlaamsBrabant
13436,10066108,house,395000,VlaamsBrabant
13437,10126005,house,395000,VlaamsBrabant
13438,10120648,house,395000,VlaamsBrabant
13439,10116817,house,395000,VlaamsBrabant
13440,10104039,house,395000,VlaamsBrabant
13441,10111741,house,395000,VlaamsBrabant
13442,10133841,house,410000,VlaamsBrabant
13443,10025551,house,410000,VlaamsBrabant
13444,9964892,house,399000,VlaamsBrabant
13445,10005430,house,415000,VlaamsBrabant
13446,10126400,house,425000,VlaamsBrabant
13447,10004835,house,415000,VlaamsBrabant
13449,10091994,house,435000,Brussel
13450,9852793,house,435000,Brussel
13451,10135636,house,449900,Brussel
13452,9763047,house,449000,Brussel
13453,10062955,house,425000,Brussel
13454,10092832,house,449000,Brussel
13455,10056292,house,459000,Brussel
13456,10037638,house,460000,Brussel
13457,10045469,house,450000,Brussel
13458,9997309,house,465000,Brussel
13459,9995882,house,465000,Brussel
13460,9995881,house,465000,Brussel
13461,10117981,house,465000,Brussel
13462,10132461,house,469000,Brussel
13463,10080931,house,469000,Brussel
13464,10127363,house,475000,Brussel
13465,10132764,house,469000,Brussel
13466,9917005,house,485000,Brussel
13467,10042525,house,489000,Brussel
13468,10117560,house,495000,Brussel
13469,9995395,house,495000,Brussel
13470,10130224,house,495000,Brussel
13471,10095396,house,498000,Brussel
13472,9925295,house,499000,Brussel
13473,10112334,house,495000,Brussel
13474,10120644,house,499000,Brussel
13475,10120646,house,499000,Brussel
13476,10104723,house,520000,Brussel
13477,10096960,house,520000,Brussel
13478,9470377,house,525000,Brussel
13480,9825279,house,547000,WaalsBrabant
13481,10087293,house,525000,WaalsBrabant
13482,10119582,house,525000,WaalsBrabant
13483,10012770,house,560000,WaalsBrabant
13484,10076028,house,575000,WaalsBrabant
13485,10130723,house,550000,WaalsBrabant
13486,10058767,house,575000,WaalsBrabant
13487,10129206,house,595000,WaalsBrabant
13488,9886073,house,585000,WaalsBrabant
13489,10113217,house,595000,WaalsBrabant
13490,9999393,house,595000,WaalsBrabant
13491,10038719,house,595000,WaalsBrabant
13492,9696647,house,598000,WaalsBrabant
13493,9957900,house,625000,WaalsBrabant
13494,10001369,house,619900,WaalsBrabant
13495,9311594,house,600000,WaalsBrabant
13496,9940339,house,599000,WaalsBrabant
13497,10109437,house,639000,WaalsBrabant
13498,10068539,house,625000,WaalsBrabant
13499,10080317,house,645000,WaalsBrabant
13500,9993421,house,650000,WaalsBrabant
13501,10107766,house,645000,WaalsBrabant
13502,9993423,house,650000,WaalsBrabant
13503,10012829,house,645000,WaalsBrabant
13504,10041196,house,650000,WaalsBrabant
13505,10007391,house,680000,WaalsBrabant
13506,10103876,house,685000,WaalsBrabant
13507,10089147,house,689000,WaalsBrabant
13508,10104085,house,685000,WaalsBrabant
13509,9952160,house,690000,WaalsBrabant
13511,10132925,house,695000,Oost-Vlaanderen
13512,9966449,house,699000,Oost-Vlaanderen
13513,10117209,house,720000,Oost-Vlaanderen
13514,10091243,house,695000,Oost-Vlaanderen
13515,10121883,house,695000,Oost-Vlaanderen
13516,10068666,house,695000,Oost-Vlaanderen
13517,10128557,house,785000,Oost-Vlaanderen
13518,10052805,house,780000,Oost-Vlaanderen
13519,10065388,house,750000,Oost-Vlaanderen
13520,10081921,house,745000,Oost-Vlaanderen
13521,10082533,house,795000,Oost-Vlaanderen
13522,10118069,house,745000,Oost-Vlaanderen
13523,10040251,house,795000,Oost-Vlaanderen
13524,10082532,house,795000,Oost-Vlaanderen
13525,10128483,house,849000,Oost-Vlaanderen
13526,9881807,house,895000,Oost-Vlaanderen
13527,10125913,house,825000,Oost-Vlaanderen
13528,10120165,house,850000,Oost-Vlaanderen
13529,10009462,house,930000,Oost-Vlaanderen
13530,10060997,house,945000,Oost-Vlaanderen
13531,10029513,house,900000,Oost-Vlaanderen
13532,9876934,house,945000,Oost-Vlaanderen
13533,9971336,house,950000,Oost-Vlaanderen
13534,9825909,house,975000,Oost-Vlaanderen
13535,10065434,house,995000,Oost-Vlaanderen
13536,10087279,house,1145000,Oost-Vlaanderen
13537,10012632,house,995000,Oost-Vlaanderen
13538,10107268,house,1100000,Oost-Vlaanderen
13539,10105687,house,1095000,Oost-Vlaanderen
13540,10088253,house,995000,Oost-Vlaanderen
13542,9714663,house,1290000,Antwerpen
13543,9402335,house,1200000,Antwerpen
13544,10084281,house,1195000,Antwerpen
13545,10124091,house,1350000,Antwerpen
13546,10041195,house,1350000,Antwerpen
13547,10047373,house,1295000,Antwerpen
13548,9725002,house,1450000,Antwerpen
13549,10130217,house,1400000,Antwerpen
13550,10106702,house,1700000,Antwerpen
13551,10031702,house,1590000,Antwerpen
13552,9957850,house,1485000,Antwerpen
13553,9865170,house,1795000,Antwerpen
13554,9879840,house,1895000,Antwerpen
13555,9723409,house,2145000,Antwerpen
13556,10123422,house,2100000,Antwerpen
13557,10111090,house,2475000,Antwerpen
13558,9524661,house,3200000,Antwerpen
13559,10034094,house,2755000,Antwerpen
13560,9923424,house,3850000,Antwerpen
13561,10121977,house,3650000,Antwerpen
13562,10036081,house,3995000,Antwerpen
13563,10164688,house,185000,Antwerpen
13564,10164690,house,235000,Antwerpen
13565,10094800,house,750000,Antwerpen
13566,10164691,house,99500,Antwerpen
13567,10164683,house,99500,Antwerpen
13568,10162421,apartment,169000,Antwerpen
13569,10161755,apartment,235000,Antwerpen
13570,10161754,apartment,309000,Antwerpen
13571,10148809,apartment,334750,Antwerpen
13573,10148989,apartment,425000,West-Vlaanderen
13574,10139439,house,349000,West-Vlaanderen
13575,10148985,apartment,635000,West-Vlaanderen
13576,10148984,apartment,1375000,West-Vlaanderen
13577,10163425,apartment,1675000,West-Vlaanderen
13578,10148986,apartment,405000,West-Vlaanderen
13579,10147222,apartment,99500,West-Vlaanderen
13580,10147619,apartment,259000,West-Vlaanderen
13581,10147510,apartment,220000,West-Vlaanderen
13582,10148361,apartment,275000,West-Vlaanderen
13583,10147511,apartment,210000,West-Vlaanderen
13584,10136081,apartment,257500,West-Vlaanderen
13585,10147892,apartment,1980000,West-Vlaanderen
13586,10117545,apartment,74000,West-Vlaanderen
13587,10135499,apartment,78000,West-Vlaanderen
13588,10041263,apartment,140000,West-Vlaanderen
13589,10135623,apartment,139500,West-Vlaanderen
13590,10084768,apartment,139000,West-Vlaanderen
13591,10103791,apartment,148000,West-Vlaanderen
13592,10106023,apartment,150000,West-Vlaanderen
13593,9992810,apartment,160000,West-Vlaanderen
13594,10112015,apartment,165000,West-Vlaanderen
13595,10019226,apartment,165000,West-Vlaanderen
13596,10132378,apartment,165000,West-Vlaanderen
13597,9847967,apartment,169000,West-Vlaanderen
13598,10103804,apartment,169000,West-Vlaanderen
13599,10132462,apartment,170000,West-Vlaanderen
13600,10028280,apartment,175000,West-Vlaanderen
13601,10122726,apartment,179000,West-Vlaanderen
13602,9640592,apartment,179000,West-Vlaanderen
13604,10122892,apartment,185000,Brussel
13605,9959162,apartment,181000,Brussel
13606,9993303,apartment,195000,Brussel
13607,9978995,apartment,190000,Brussel
13608,10063035,apartment,195000,Brussel
13609,10121370,apartment,185000,Brussel
13610,10085681,apartment,195000,Brussel
13611,9888070,apartment,195000,Brussel
13612,10049585,apartment,199000,Brussel
13613,9861433,apartment,199000,Brussel
13614,9828291,apartment,199000,Brussel
13615,9862041,apartment,199000,Brussel
13616,10012307,apartment,199000,Brussel
13617,10014709,apartment,199000,Brussel
13618,10131170,apartment,199000,Brussel
13619,10059362,apartment,205000,Brussel
13620,9535092,apartment,209000,Brussel
13621,10057654,apartment,209000,Brussel
13622,10121377,apartment,215000,Brussel
13623,9624151,apartment,210000,Brussel
13624,9953163,apartment,210000,Brussel
13625,10028285,apartment,215000,Brussel
13626,10125886,apartment,215000,Brussel
13627,10102508,apartment,215000,Brussel
13628,9632519,apartment,219000,Brussel
13629,10043711,apartment,220000,Brussel
13630,10117646,apartment,218000,Brussel
13631,10128205,apartment,220000,Brussel
13632,10025300,apartment,219000,Brussel
13633,10102507,apartment,215000,Brussel
13635,9948240,apartment,225000,Brussel
13636,10110742,apartment,220000,Brussel
13637,9948271,apartment,225000,Brussel
13638,9710157,apartment,220000,Brussel
13639,9977054,apartment,220000,Brussel
13640,9952978,apartment,225000,Brussel
13641,10092026,apartment,225000,Brussel
13642,10030533,apartment,225000,Brussel
13643,9891186,apartment,225000,Brussel
13644,10132769,apartment,229000,Brussel
13645,10128482,apartment,229000,Brussel
13646,10046690,apartment,227000,Brussel
13647,10064654,apartment,229000,Brussel
13648,10043710,apartment,230000,Brussel
13649,9670870,apartment,229999,Brussel
13650,10025638,apartment,230000,Brussel
13651,9976939,apartment,230000,Brussel
13652,10113220,apartment,230000,Brussel
13653,9702910,apartment,230000,Brussel
13654,10096538,apartment,230000,Brussel
13655,10107186,apartment,230000,Brussel
13656,10090109,apartment,235000,Brussel
13657,10047011,apartment,232000,Brussel
13658,10052010,apartment,235000,Brussel
13659,10041171,apartment,239000,Brussel
13660,10127344,apartment,240000,Brussel
13661,9320203,apartment,244975,Brussel
13662,10127496,apartment,245000,Brussel
13663,10133907,apartment,245000,Brussel
13664,9865862,apartment,245000,Brussel
13666,9955483,apartment,245000,Antwerpen
13667,9960570,apartment,245000,Antwerpen
13668,10077794,apartment,245000,Antwerpen
13669,10057957,apartment,245000,Antwerpen
13670,9935237,apartment,249000,Antwerpen
13671,9852970,apartment,249000,Antwerpen
13672,10011377,apartment,249000,Antwerpen
13673,9542529,apartment,250000,Antwerpen
13674,9960571,apartment,249000,Antwerpen
13675,10127497,apartment,250000,Antwerpen
13676,9779648,apartment,250000,Antwerpen
13677,10119632,apartment,250000,Antwerpen
13678,10026496,apartment,255000,Antwerpen
13679,10117849,apartment,259000,Antwerpen
13680,9877326,apartment,259000,Antwerpen
13681,9966279,apartment,259000,Antwerpen
13682,10060872,apartment,259000,Antwerpen
13683,10119111,apartment,259500,Antwerpen
13684,10009836,apartment,265000,Antwerpen
13685,10041073,apartment,260000,Antwerpen
13686,10040052,apartment,265000,Antwerpen
13687,10099100,apartment,265000,Antwerpen
13688,10124717,apartment,265000,Antwerpen
13689,10125888,apartment,275000,Antwerpen
13690,10030624,apartment,269000,Antwerpen
13691,9966713,apartment,275000,Antwerpen
13692,9972874,apartment,275000,Antwerpen
13693,10133915,apartment,259000,Antwerpen
13694,10039785,apartment,279000,Antwerpen
13695,10020664,apartment,279000,Antwerpen
13697,10129955,apartment,284000,Brussel
13698,10081826,apartment,285000,Brussel
13699,9664975,apartment,285000,Brussel
13700,10013868,apartment,282000,Brussel
13701,10105702,apartment,280000,Brussel
13702,10127535,apartment,279000,Brussel
13703,10096548,apartment,285000,Brussel
13704,9664974,apartment,285000,Brussel
13705,10039961,apartment,285000,Brussel
13706,9962816,apartment,285000,Brussel
13707,10134895,apartment,285000,Brussel
13708,10129946,apartment,289000,Brussel
13709,10103543,apartment,289000,Brussel
13710,9960569,apartment,289000,Brussel
13711,10071869,apartment,290000,Brussel
13712,10107534,apartment,292000,Brussel
13713,9667097,apartment,295000,Brussel
13714,10079651,apartment,295000,Brussel
13715,10078054,apartment,295000,Brussel
13716,10059379,apartment,295000,Brussel
13717,10135293,apartment,295000,Brussel
13718,10087961,apartment,295000,Brussel
13719,10093865,apartment,295000,Brussel
13720,10011942,apartment,295000,Brussel
13721,10068983,apartment,296000,Brussel
13722,10097749,apartment,299000,Brussel
13723,9708409,apartment,295000,Brussel
13724,10094822,apartment,299000,Brussel
13725,10099501,apartment,299000,Brussel
13726,10108274,apartment,298000,Brussel
13728,9584170,apartment,299000,Brussel
13729,10124207,apartment,299000,Brussel
13730,10105849,apartment,299000,Brussel
13731,9989921,apartment,299000,Brussel
13732,9979487,apartment,299000,Brussel
13733,10126193,apartment,299000,Brussel
13734,9957898,apartment,305000,Brussel
13735,10131191,apartment,299500,Brussel
13736,9794708,apartment,310000,Brussel
13737,10049291,apartment,309500,Brussel
13738,9985520,apartment,310000,Brussel
13739,10122478,apartment,310000,Brussel
13740,10123905,apartment,321000,Brussel
13741,10100334,apartment,320000,Brussel
13742,9970977,apartment,319000,Brussel
13743,10090579,apartment,325000,Brussel
13744,10087415,apartment,329000,Brussel
13745,10093108,apartment,325000,Brussel
13746,10070097,apartment,335000,Brussel
13747,9996658,apartment,339990,Brussel
13748,10041493,apartment,342000,Brussel
13749,10133999,apartment,330000,Brussel
13750,10015339,apartment,345000,Brussel
13751,10039313,apartment,335000,Brussel
13752,9861420,apartment,335000,Brussel
13753,10107223,apartment,347000,Brussel
13754,10036726,apartment,349000,Brussel
13755,10047356,apartment,349000,Brussel
13756,9849253,apartment,349000,Brussel
13757,10062799,apartment,345000,Brussel
13759,10067991,apartment,349500,Antwerpen
13760,10072507,apartment,355000,Antwerpen
13761,10097809,apartment,349500,Antwerpen
13762,10124022,apartment,349000,Antwerpen
13763,10046681,apartment,358000,Antwerpen
13764,10079112,apartment,350000,Antwerpen
13765,9857793,apartment,359000,Antwerpen
13766,10058829,apartment,365000,Antwerpen
13767,9932160,apartment,375000,Antwerpen
13768,10132749,apartment,363000,Antwerpen
13769,9869833,apartment,365000,Antwerpen
13770,9937282,apartment,370000,Antwerpen
13771,10070305,apartment,385000,Antwerpen
13772,10109761,apartment,375000,Antwerpen
13773,9376444,apartment,375000,Antwerpen
13774,10040053,apartment,385000,Antwerpen
13775,10043532,apartment,395000,Antwerpen
13776,10123565,apartment,395000,Antwerpen
13777,10119105,apartment,395000,Antwerpen
13778,10119107,apartment,395000,Antwerpen
13779,10119106,apartment,395000,Antwerpen
13780,10079650,apartment,395000,Antwerpen
13781,10116556,apartment,395000,Antwerpen
13782,10051305,apartment,395000,Antwerpen
13783,9905003,apartment,395000,Antwerpen
13784,10113971,apartment,395000,Antwerpen
13785,10094746,apartment,399000,Antwerpen
13786,9919949,apartment,395000,Antwerpen
13787,9910784,apartment,395000,Antwerpen
13788,10144055,house,399000,Antwerpen
13790,10042907,apartment,410000,Oost-Vlaanderen
13791,9994590,apartment,425000,Oost-Vlaanderen
13792,9996558,apartment,425000,Oost-Vlaanderen
13793,10132149,apartment,420000,Oost-Vlaanderen
13794,10066486,apartment,399000,Oost-Vlaanderen
13795,10110804,apartment,400000,Oost-Vlaanderen
13796,10057777,apartment,425000,Oost-Vlaanderen
13797,10111572,apartment,429000,Oost-Vlaanderen
13798,10003192,apartment,425000,Oost-Vlaanderen
13799,10129901,apartment,429000,Oost-Vlaanderen
13800,9348648,apartment,435000,Oost-Vlaanderen
13801,9426747,apartment,445000,Oost-Vlaanderen
13802,9941643,apartment,450000,Oost-Vlaanderen
13803,10143658,house,430000,Oost-Vlaanderen
13804,10096543,apartment,450000,Oost-Vlaanderen
13805,9849810,apartment,450000,Oost-Vlaanderen
13806,9985521,apartment,465000,Oost-Vlaanderen
13807,10124290,apartment,460000,Oost-Vlaanderen
13808,10109613,apartment,450000,Oost-Vlaanderen
13809,10135565,apartment,450000,Oost-Vlaanderen
13810,10123724,apartment,475000,Oost-Vlaanderen
13811,10013080,apartment,465000,Oost-Vlaanderen
13812,10066048,apartment,490000,Oost-Vlaanderen
13813,10066047,apartment,480000,Oost-Vlaanderen
13814,10112700,apartment,495000,Oost-Vlaanderen
13815,10131239,apartment,480000,Oost-Vlaanderen
13816,10049523,apartment,495000,Oost-Vlaanderen
13817,10050762,apartment,499000,Oost-Vlaanderen
13818,10014872,apartment,499000,Oost-Vlaanderen
13819,9861347,apartment,499000,Oost-Vlaanderen
13821,9830339,apartment,535000,Luik
13822,10066049,apartment,500000,Luik
13823,9918656,apartment,535000,Luik
13824,10085531,apartment,525000,Luik
13825,10050733,apartment,535000,Luik
13826,10101115,apartment,535000,Luik
13827,9825193,apartment,542000,Luik
13828,10120879,apartment,545000,Luik
13829,10130181,apartment,590000,Luik
13830,10114735,apartment,549000,Luik
13831,10119979,apartment,549000,Luik
13832,9607277,apartment,565000,Luik
13833,10058688,apartment,590000,Luik
13834,10081111,apartment,595000,Luik
13835,9849619,apartment,590000,Luik
13836,10054232,apartment,595000,Luik
13837,10079649,apartment,599000,Luik
13838,10032208,apartment,595000,Luik
13839,10012808,apartment,595000,Luik
13840,10132866,apartment,620000,Luik
13841,10058676,apartment,599000,Luik
13842,10124096,apartment,637500,Luik
13843,10064042,apartment,645000,Luik
13844,10064700,apartment,640000,Luik
13845,10005812,apartment,650000,Luik
13846,9992250,apartment,649000,Luik
13847,9934963,apartment,650000,Luik
13848,9934961,apartment,650000,Luik
13849,9883249,apartment,655000,Luik
13850,9976558,apartment,665000,Luik
13852,9948939,apartment,690000,Antwerpen
13853,10097083,apartment,675000,Antwerpen
13854,10044905,apartment,679000,Antwerpen
13855,9970929,apartment,699000,Antwerpen
13856,9921239,apartment,695000,Antwerpen
13857,10097059,apartment,695000,Antwerpen
13858,10109933,apartment,745000,Antwerpen
13859,10132323,apartment,699000,Antwerpen
13860,10101873,apartment,745000,Antwerpen
13861,10128496,apartment,749000,Antwerpen
13862,10094651,apartment,745000,Antwerpen
13863,9997717,apartment,750000,Antwerpen
13864,9937840,apartment,775000,Antwerpen
13865,9992114,apartment,780000,Antwerpen
13866,10124208,apartment,795000,Antwerpen
13867,10005420,apartment,795000,Antwerpen
13868,9452558,apartment,835000,Antwerpen
13869,10144725,house,850000,Antwerpen
13870,10063309,apartment,860000,Antwerpen
13871,10008903,apartment,868500,Antwerpen
13872,10132300,apartment,885000,Antwerpen
13873,9767927,apartment,875000,Antwerpen
13874,10132904,apartment,895000,Antwerpen
13875,9398045,apartment,945000,Antwerpen
13876,9448712,apartment,895000,Antwerpen
13877,10132911,apartment,895000,Antwerpen
13878,8848345,apartment,975000,Antwerpen
13879,10116704,apartment,938000,Antwerpen
13880,9214856,apartment,940000,Antwerpen
13881,10081699,apartment,995000,Antwerpen
13883,9204579,apartment,1275000,West-Vlaanderen
13884,9948936,apartment,1050000,West-Vlaanderen
13885,10081115,apartment,1185000,West-Vlaanderen
13886,9931437,apartment,1145000,West-Vlaanderen
13887,9614247,apartment,1235000,West-Vlaanderen
13888,9819739,apartment,1140000,West-Vlaanderen
13889,10142968,house,1300000,West-Vlaanderen
13890,10126637,apartment,1350000,West-Vlaanderen
13891,10018161,apartment,1300000,West-Vlaanderen
13892,10066657,apartment,1375000,West-Vlaanderen
13893,10058234,apartment,1375000,West-Vlaanderen
13894,10009449,apartment,1295000,West-Vlaanderen
13895,10047207,apartment,1375000,West-Vlaanderen
13896,10020798,apartment,1375000,West-Vlaanderen
13897,10020466,apartment,1375000,West-Vlaanderen
13898,9853611,apartment,1395000,West-Vlaanderen
13899,9860638,apartment,1395000,West-Vlaanderen
13900,9847294,apartment,1650000,West-Vlaanderen
13901,10120895,apartment,1395000,West-Vlaanderen
13902,10103574,apartment,1895000,West-Vlaanderen
13903,8848361,apartment,1950000,West-Vlaanderen
13904,7671265,apartment,1980000,West-Vlaanderen
13905,10040920,apartment,1995000,West-Vlaanderen
13906,10036080,apartment,1995000,West-Vlaanderen
13907,10010241,apartment,2250000,West-Vlaanderen
13908,10025016,apartment,2350000,West-Vlaanderen
13909,9844041,apartment,2350000,West-Vlaanderen
13910,9420199,apartment,2350000,West-Vlaanderen
13911,10050275,apartment,2490000,West-Vlaanderen
13912,9884993,apartment,2490000,West-Vlaanderen
13914,10024907,apartment,4850000,Antwerpen
13915,10085828,apartment,2695000,Antwerpen
13916,9998679,apartment,4295000,Antwerpen
13917,10096893,apartment,3195000,Antwerpen
13918,9960359,apartment,4165000,Antwerpen
13919,10077187,house,385000,Antwerpen
13920,10146407,house,418000,Antwerpen
13921,10146724,house,449000,Antwerpen
13922,10141043,apartment,363250,Antwerpen
13923,10141047,apartment,329000,Antwerpen
13924,10150598,house,180000,Antwerpen
13925,10149328,house,445000,Antwerpen
13926,10150425,house,265000,Antwerpen
13927,10164312,apartment group,330400.0,Antwerpen
13928,10150454,house,398000,Antwerpen
13929,10156630,house,145000,Antwerpen
13930,10165501,apartment group,237000.0,Antwerpen
13931,10164211,apartment group,327500.0,Antwerpen
13932,10071759,house,149000,Antwerpen
13933,10156536,house,219000,Antwerpen
13934,10154646,house,225000,Antwerpen
13935,10156817,house,285000,Antwerpen
13936,10155897,house,249500,Antwerpen
13937,10098957,house,349000,Antwerpen
13938,10156563,house,320000,Antwerpen
13939,10155698,house,330000,Antwerpen
13940,10156445,house,369000,Antwerpen
13941,10155869,house,398000,Antwerpen
13942,10156825,house,520000,Antwerpen
13943,10156442,house,399500,Antwerpen
13945,10155107,house,749000,Namen
13946,10156824,house,695000,Namen
13947,10156760,house,799000,Namen
13948,10156827,house,539000,Namen
13949,10156822,house,795000,Namen
13950,10154832,house,537000,Namen
13951,10155636,house,1595000,Namen
13952,10157757,apartment,199000,Namen
13953,10130215,house,895000,Namen
13954,10157961,apartment,235000,Namen
13955,10155627,house,1595000,Namen
13956,10159392,apartment,229000,Namen
13957,10158253,apartment,295000,Namen
13958,10157183,apartment,289000,Namen
13959,10159083,apartment,379000,Namen
13960,10159726,apartment,299000,Namen
13961,10157963,apartment,395000,Namen
13962,10158221,apartment,399000,Namen
13963,10124189,apartment,398000,Namen
13964,10048795,apartment,425000,Namen
13965,10158726,apartment,519000,Namen
13966,10160904,house,210000,Namen
13967,9862929,apartment,655000,Namen
13968,10159275,apartment,640000,Namen
13969,10143828,apartment,295000,Namen
13970,10160614,house,297500,Namen
13971,10159801,house,385000,Namen
13972,10159920,house,798000,Namen
13973,10144498,apartment,990000,Namen
13974,10144224,apartment,930000,Namen
13976,10161944,house,385000,Oost-Vlaanderen
13977,10163058,house,340000,Oost-Vlaanderen
13978,10161194,apartment,175000,Oost-Vlaanderen
13979,10162617,house,415000,Oost-Vlaanderen
13980,10163693,apartment,364000,Oost-Vlaanderen
13981,10055577,house,398500,Oost-Vlaanderen
13982,10136023,house,1330000,Oost-Vlaanderen
13983,10083472,apartment,155000,Oost-Vlaanderen
13984,10137943,house,670000,Oost-Vlaanderen
13985,10054214,apartment,185000,Oost-Vlaanderen
13986,10146435,apartment,215000,Oost-Vlaanderen
13987,10133967,apartment,220000,Oost-Vlaanderen
13988,10133965,apartment,220000,Oost-Vlaanderen
13989,10133966,apartment,220000,Oost-Vlaanderen
13990,10133964,apartment,220000,Oost-Vlaanderen
13991,10133962,apartment,220000,Oost-Vlaanderen
13992,10133961,apartment,220000,Oost-Vlaanderen
13993,10133963,apartment,220000,Oost-Vlaanderen
13994,10133960,apartment,220000,Oost-Vlaanderen
13995,10127990,apartment,225000,Oost-Vlaanderen
13996,10127989,apartment,230000,Oost-Vlaanderen
13997,10084894,apartment,249000,Oost-Vlaanderen
13998,9654093,apartment,244000,Oost-Vlaanderen
13999,10084869,apartment,255000,Oost-Vlaanderen
14000,10084897,apartment,252500,Oost-Vlaanderen
14001,10084876,apartment,259000,Oost-Vlaanderen
14002,9902523,apartment,299000,Oost-Vlaanderen
14003,10146623,apartment,285000,Oost-Vlaanderen
14004,10084859,apartment,306000,Oost-Vlaanderen
14005,10084895,apartment,315000,Oost-Vlaanderen
14007,10130967,apartment,322000,Oost-Vlaanderen
14008,10049535,apartment,340000,Oost-Vlaanderen
14009,9872254,apartment,315200,Oost-Vlaanderen
14010,10031490,apartment,325000,Oost-Vlaanderen
14011,10084861,apartment,332500,Oost-Vlaanderen
14012,10084940,apartment,329000,Oost-Vlaanderen
14013,10085797,apartment,345000,Oost-Vlaanderen
14014,10084893,apartment,345000,Oost-Vlaanderen
14015,10132397,apartment,406000,Oost-Vlaanderen
14016,10084896,apartment,346000,Oost-Vlaanderen
14017,9289727,apartment,350000,Oost-Vlaanderen
14018,9887298,apartment,359000,Oost-Vlaanderen
14019,10112417,apartment,439000,Oost-Vlaanderen
