id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10129045,apartment,apartment,155000,for sale,semi equipped,gas,2,,true,,,,Leuven
10015768,apartment,apartment,155000,for sale,installed,gas,2,,true,,,,Leuven
9931367,house,house,155000,for sale,hyper equipped,gas,3,51,,,,,Leuven
9036522,apartment group,apartment group,155000 - 155000,for sale,,,,,,,,1,Leuven
9313881,apartment group,apartment group,155500 - 204000,for sale,,,,,,,,1,Leuven
9993219,apartment,duplex,156000,for sale,installed,gas,2,,true,,,,Leuven
10042458,apartment,apartment,159000,for sale,installed,gas,1,,,,,,Leuven
9091747,apartment group,apartment group,159000 - 199000,for sale,,,,,,,,1,Leuven
10099203,house,house,159000,for sale,semi equipped,gas,2,300,,230,,,Leuven
8645941,apartment group,apartment group,161500 - 371500,for sale,,,,,,,,1,Leuven
8972719,apartment group,apartment group,163000 - 244500,for sale,,,,,,,,1,Leuven
9622558,apartment group,apartment group,163333 - 383019,for sale,,,,,,,,1,Leuven
10078050,house,house,165000,for sale,semi equipped,gas,2,235,true,120,,,Leuven
9769424,apartment group,apartment group,163794 - 270663,for sale,,,,,,,,1,Leuven
9086302,apartment group,apartment group,165000 - 214500,for sale,,,,,,,,1,Leuven
9972110,apartment group,apartment group,166000 - 362000,for sale,,,,,,,,1,Leuven
9363798,apartment group,apartment group,165195 - 578934,for sale,,,,,,,,1,Leuven
9991168,apartment group,apartment group,169000 - 449000,for sale,,,,,,,,1,Leuven
9673194,apartment,apartment,169000,for sale,hyper equipped,gas,1,,true,,,,Leuven
9572067,apartment group,apartment group,166500 - 327500,for sale,,,,,,,,1,Leuven
9781074,apartment group,apartment group,169000 - 399000,for sale,,,,,,,,1,Leuven
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10081345,apartment group,apartment group,169500 - 399500,for sale,,,,,,,,1,Kortrijk
10036307,house,house,169000,for sale,not installed,gas,3,168,true,66,,,Kortrijk
10081305,apartment group,apartment group,169000 - 234000,for sale,,,,,,,,1,Kortrijk
9760308,apartment,apartment,169500,for sale,semi equipped,gas,2,,,,,,Kortrijk
8931266,apartment group,apartment group,169000 - 345000,for sale,,,,,,,,1,Kortrijk
9846452,house,house,169000,for sale,semi equipped,fueloil,3,122,true,,,,Kortrijk
9868287,apartment group,apartment group,171000 - 216000,for sale,,,,,,,,1,Kortrijk
10108061,apartment group,apartment group,169995 - 270995,for sale,,,,,,,,1,Kortrijk
10101465,apartment,penthouse,175000,for sale,hyper equipped,gas,2,,true,,,,Kortrijk
10016801,apartment,apartment,170000,for sale,installed,gas,2,,true,,,,Kortrijk
9160589,apartment group,apartment group,174900 - 234900,for sale,,,,,,,,1,Kortrijk
9505350,apartment group,apartment group,175000 - 395925,for sale,,,,,,,,1,Kortrijk
10092233,apartment,apartment,175000,for sale,installed,gas,2,,true,,,,Kortrijk
10130374,apartment group,apartment group,175000 - 220000,for sale,,,,,,,,1,Kortrijk
10121408,house,house,175000,for sale,not installed,fueloil,2,721,true,,,,Kortrijk
10065649,apartment group,apartment group,175000 - 399000,for sale,,,,,,,,1,Kortrijk
10040048,apartment,flat studio,175000,for sale,installed,electric,0,,,,,,Kortrijk
10112630,apartment group,apartment group,175480 - 553123,for sale,,,,,,,,1,Kortrijk
9851384,apartment group,apartment group,176900 - 219900,for sale,,,,,,,,1,Kortrijk
10060832,apartment,apartment,179000,for sale,installed,fueloil,2,,true,,,,Kortrijk
8616939,apartment group,apartment group,179000 - 289000,for sale,,,,,,,,1,Kortrijk
10016158,apartment,apartment,179000,for sale,hyper equipped,gas,1,,,,,,Kortrijk
10076221,apartment,apartment,179000,for sale,installed,electric,2,,,,,,Kortrijk
10059062,apartment,flat studio,179000,for sale,installed,gas,0,,true,,,,Kortrijk
10077686,apartment,apartment,179000,for sale,installed,electric,2,,true,,,,Kortrijk
10065627,apartment group,apartment group,179000 - 495000,for sale,,,,,,,,1,Kortrijk
10101681,apartment,apartment,179000,for sale,installed,gas,1,,true,,,,Kortrijk
9916938,apartment group,apartment group,180000 - 275000,for sale,,,,,,,,1,Kortrijk
9991916,apartment,apartment,180000,for sale,hyper equipped,gas,3,,true,,,,Kortrijk
9944665,apartment group,apartment group,180726 - 277441,for sale,,,,,,,,1,Kortrijk
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10023134,apartment,apartment,184000,for sale,not installed,gas,1,,true,,,,Oudenaarde
10002845,apartment,apartment,183000,for sale,installed,gas,2,,true,,,,Oudenaarde
9649200,apartment group,apartment group,183000 - 269000,for sale,,,,,,,,1,Oudenaarde
8820657,apartment group,apartment group,181570 - 278538,for sale,,,,,,,,1,Oudenaarde
9965519,apartment group,apartment group,180800 - 396500,for sale,,,,,,,,1,Oudenaarde
9776298,apartment group,apartment group,181500 - 350000,for sale,,,,,,,,1,Oudenaarde
10113138,apartment,apartment,184000,for sale,not installed,gas,1,,true,,,,Oudenaarde
10114864,apartment,apartment,184000,for sale,hyper equipped,gas,2,,true,,,,Oudenaarde
8910762,apartment group,apartment group,184000 - 184000,for sale,,,,,,,,1,Oudenaarde
9988061,apartment group,apartment group,184028 - 262042,for sale,,,,,,,,1,Oudenaarde
9207633,apartment,flat studio,185000,for sale,hyper equipped,gas,0,,true,,,,Oudenaarde
9507003,apartment group,apartment group,184500 - 280000,for sale,,,,,,,,1,Oudenaarde
10012691,apartment,apartment,185000,for sale,installed,fueloil,2,,true,7000,,,Oudenaarde
10033859,house,mixed use building,185000,for sale,installed,fueloil,4,100,,,,,Oudenaarde
9242760,apartment group,apartment group,185000 - 286000,for sale,,,,,,,,1,Oudenaarde
9020615,apartment group,apartment group,186800 - 391640,for sale,,,,,,,,1,Oudenaarde
10004225,house,house,185000,for sale,hyper equipped,gas,2,140,true,56,,,Oudenaarde
9819963,house,house,189000,for sale,installed,gas,4,420,true,335,,,Oudenaarde
9581624,apartment,apartment,189000,for sale,installed,gas,2,,true,,,,Oudenaarde
10087847,apartment group,apartment group,187500 - 279900,for sale,,,,,,,,1,Oudenaarde
9880986,apartment group,apartment group,188000 - 454000,for sale,,,,,,,,1,Oudenaarde
10028451,house,house,189000,for sale,semi equipped,fueloil,5,324,true,280,,,Oudenaarde
10110525,apartment,apartment,189000,for sale,installed,gas,1,,,150,,,Oudenaarde
10092413,apartment,apartment,189000,for sale,installed,gas,1,,true,,,,Oudenaarde
10118977,apartment,apartment,189500,for sale,hyper equipped,electric,1,,,,,,Oudenaarde
9522287,apartment group,apartment group,189500 - 314000,for sale,,,,,,,,1,Oudenaarde
8910215,apartment group,apartment group,189990 - 489500,for sale,,,,,,,,1,Oudenaarde
9626223,apartment group,apartment group,190000 - 252000,for sale,,,,,,,,1,Oudenaarde
10109647,apartment,apartment,190000,for sale,semi equipped,fueloil,2,,,,,,Oudenaarde
9968899,apartment group,apartment group,190000 - 359000,for sale,,,,,,,,1,Oudenaarde
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9898144,apartment group,apartment group,192840 - 396288,for sale,,,,,,,,1,Aalst
9580752,apartment group,apartment group,192462 - 227104,for sale,,,,,,,,1,Aalst
10112447,apartment,penthouse,193000,for sale,installed,gas,1,,,,,,Aalst
9958779,apartment group,apartment group,193738 - 330213,for sale,,,,,,,,1,Aalst
9886823,apartment group,apartment group,192000 - 385000,for sale,,,,,,,,1,Aalst
10130562,apartment group,apartment group,194000 - 650000,for sale,,,,,,,,1,Aalst
9772382,apartment,duplex,195000,for sale,usa installed,gas,2,,,,,,Aalst
10069057,house,house,194000,for sale,installed,gas,3,90,true,30,,,Aalst
8390362,apartment group,apartment group,195000 - 549000,for sale,,,,,,,,1,Aalst
9973391,house,house,195000,for sale,installed,fueloil,2,366,true,120,,,Aalst
10085603,apartment,apartment,195000,for sale,installed,electric,1,,true,,true,,Aalst
8489232,apartment group,apartment group,195000 - 549000,for sale,,,,,,,,1,Aalst
9739576,apartment group,apartment group,195000 - 485000,for sale,,,,,,,,1,Aalst
10085602,apartment,apartment,195000,for sale,installed,electric,1,,true,,true,,Aalst
9810425,apartment group,apartment group,195000 - 395000,for sale,,,,,,,,1,Aalst
9075982,apartment group,apartment group,196000 - 289000,for sale,,,,,,,,1,Aalst
9579313,apartment group,apartment group,196650 - 370902,for sale,,,,,,,,1,Aalst
8588611,apartment group,apartment group,196500 - 1995000,for sale,,,,,,,,1,Aalst
9948608,apartment group,apartment group,197000 - 284500,for sale,,,,,,,,1,Aalst
9824220,apartment group,apartment group,196500 - 350000,for sale,,,,,,,,1,Aalst
9834054,apartment group,apartment group,197000 - 393500,for sale,,,,,,,,1,Aalst
9106248,apartment group,apartment group,197500 - 379000,for sale,,,,,,,,1,Aalst
9710999,apartment group,apartment group,197900 - 212900,for sale,,,,,,,,1,Aalst
10108891,apartment,apartment,198000,for sale,installed,fueloil,1,,true,,,,Aalst
9948612,apartment group,apartment group,197900 - 197900,for sale,,,,,,,,1,Aalst
7775444,apartment group,apartment group,198000 - 399000,for sale,,,,,,,,1,Aalst
10026639,apartment group,apartment group,198000 - 230000,for sale,,,,,,,,1,Aalst
10129406,apartment group,apartment group,198000 - 295000,for sale,,,,,,,,1,Aalst
9515793,apartment group,apartment group,198080 - 258580,for sale,,,,,,,,1,Aalst
9885103,apartment group,apartment group,198500 - 324000,for sale,,,,,,,,1,Aalst
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9868131,house,house,199000,for sale,installed,gas,4,90,true,,,,Halle-Vilvoorde
10077392,apartment group,apartment group,199000 - 359000,for sale,,,,,,,,1,Halle-Vilvoorde
9673036,apartment group,apartment group,199000 - 269000,for sale,,,,,,,,1,Halle-Vilvoorde
10120367,apartment,apartment,199000,for sale,installed,gas,2,,true,,,,Halle-Vilvoorde
9474388,apartment group,apartment group,199000 - 499000,for sale,,,,,,,,1,Halle-Vilvoorde
10015159,house,house,199000,for sale,not installed,fueloil,2,277,true,190,,,Halle-Vilvoorde
10065268,apartment,penthouse,199000,for sale,installed,fueloil,2,,,,,,Halle-Vilvoorde
10036844,apartment,apartment,199000,for sale,installed,gas,2,,true,,,,Halle-Vilvoorde
9768237,house,house,199000,for sale,semi equipped,fueloil,3,652,true,536,,,Halle-Vilvoorde
9737379,house,mixed use building,199000,for sale,usa semi equipped,fueloil,2,305,true,100,,,Halle-Vilvoorde
9393202,apartment group,apartment group,199000 - 319000,for sale,,,,,,,,1,Halle-Vilvoorde
10108693,apartment,apartment,199000,for sale,hyper equipped,gas,2,,true,,,,Halle-Vilvoorde
9993275,apartment group,apartment group,199000 - 560000,for sale,,,,,,,,1,Halle-Vilvoorde
9546785,apartment group,apartment group,199000 - 289000,for sale,,,,,,,,1,Halle-Vilvoorde
8435841,apartment group,apartment group,199000 - 229000,for sale,,,,,,,,1,Halle-Vilvoorde
9595243,apartment group,apartment group,199000 - 340000,for sale,,,,,,,,1,Halle-Vilvoorde
9817550,apartment group,apartment group,199000 - 388750,for sale,,,,,,,,1,Halle-Vilvoorde
9817867,apartment group,apartment group,199000 - 388750,for sale,,,,,,,,1,Halle-Vilvoorde
10107760,apartment,apartment,199000,for sale,installed,gas,2,,true,,,,Halle-Vilvoorde
10090171,house,house,199000,for sale,semi equipped,fueloil,4,190,true,80,,,Halle-Vilvoorde
9768773,apartment group,apartment group,199000 - 399000,for sale,,,,,,,,1,Halle-Vilvoorde
9948616,apartment group,apartment group,199000 - 217500,for sale,,,,,,,,1,Halle-Vilvoorde
9967723,apartment group,apartment group,199000 - 399000,for sale,,,,,,,,1,Halle-Vilvoorde
9708452,apartment group,apartment group,199000 - 232500,for sale,,,,,,,,1,Halle-Vilvoorde
7890654,apartment group,apartment group,199000 - 232500,for sale,,,,,,,,1,Halle-Vilvoorde
9911163,apartment group,apartment group,199273.92 - 345473.58,for sale,,,,,,,,1,Halle-Vilvoorde
8511065,apartment group,apartment group,199500 - 399800,for sale,,,,,,,,1,Halle-Vilvoorde
9573762,apartment group,apartment group,199500 - 309500,for sale,,,,,,,,1,Halle-Vilvoorde
9372174,apartment group,apartment group,199500 - 499500,for sale,,,,,,,,1,Halle-Vilvoorde
9948619,apartment group,apartment group,201000 - 201000,for sale,,,,,,,,1,Halle-Vilvoorde
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9570396,apartment group,apartment group,202591 - 202591,for sale,,,,,,,,1,Aalst
10123351,apartment group,apartment group,202591 - 314741,for sale,,,,,,,,1,Aalst
8828091,apartment group,apartment group,202616 - 400304,for sale,,,,,,,,1,Aalst
9309593,apartment group,apartment group,201000 - 399000,for sale,,,,,,,,1,Aalst
9898858,apartment group,apartment group,203000 - 292500,for sale,,,,,,,,1,Aalst
9610530,apartment group,apartment group,201200 - 369100,for sale,,,,,,,,1,Aalst
9950894,apartment,apartment,205000,for sale,installed,gas,2,,,,,,Aalst
10058901,apartment group,apartment group,204500 - 249900,for sale,,,,,,,,1,Aalst
9988433,apartment group,apartment group,205000 - 577000,for sale,,,,,,,,1,Aalst
9441834,apartment group,apartment group,203000 - 547500,for sale,,,,,,,,1,Aalst
9640406,apartment group,apartment group,205000 - 395000,for sale,,,,,,,,1,Aalst
9226305,apartment group,apartment group,205000 - 229000,for sale,,,,,,,,1,Aalst
9480401,apartment group,apartment group,205875 - 277000,for sale,,,,,,,,1,Aalst
10125538,apartment group,apartment group,206500 - 505000,for sale,,,,,,,,1,Aalst
10101356,apartment group,apartment group,206515 - 595500,for sale,,,,,,,,1,Aalst
10122769,apartment group,apartment group,206550 - 316050,for sale,,,,,,,,1,Aalst
9929202,apartment group,apartment group,206500 - 329000,for sale,,,,,,,,1,Aalst
9590938,apartment group,apartment group,208600 - 305000,for sale,,,,,,,,1,Aalst
9911183,apartment group,apartment group,208086.06 - 404442,for sale,,,,,,,,1,Aalst
9437060,apartment,apartment,209000,for sale,semi equipped,fueloil,2,,true,,,,Aalst
10004911,apartment group,apartment group,209000 - 329000,for sale,,,,,,,,1,Aalst
9810559,apartment group,apartment group,210000 - 365000,for sale,,,,,,,,1,Aalst
9950337,apartment group,apartment group,209900 - 349900,for sale,,,,,,,,1,Aalst
9766303,apartment group,apartment group,210000 - 335000,for sale,,,,,,,,1,Aalst
10065688,apartment,flat studio,210000,for sale,installed,gas,1,,true,,,,Aalst
9861272,apartment,apartment,210000,for sale,semi equipped,gas,1,,true,,,,Aalst
10098942,house,mixed use building,210000,for sale,not installed,gas,3,1020,true,64,,,Aalst
8670495,apartment group,apartment group,210000 - 225000,for sale,,,,,,,,1,Aalst
9675496,apartment group,apartment group,210000 - 336000,for sale,,,,,,,,1,Aalst
10099143,apartment group,apartment group,210450 - 319950,for sale,,,,,,,,1,Aalst
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
8884612,apartment group,apartment group,211284 - 236754,for sale,,,,,,,,1,Tongeren
9704588,apartment group,apartment group,212250 - 217500,for sale,,,,,,,,1,Tongeren
9483888,apartment group,apartment group,213500 - 353500,for sale,,,,,,,,1,Tongeren
9391191,apartment group,apartment group,213601 - 321549,for sale,,,,,,,,1,Tongeren
9603425,house group,house group,212000 - 424407.62,for sale,,,,,,,,1,Tongeren
10006897,apartment group,apartment group,211500 - 359500,for sale,,,,,,,,1,Tongeren
9644276,apartment group,apartment group,213840 - 213840,for sale,,,,,,,,1,Tongeren
9736642,apartment,apartment,215000,for sale,installed,gas,1,,,,,,Tongeren
10067823,house,house,215000,for sale,installed,fueloil,5,899,true,705,,,Tongeren
9797478,apartment,apartment,215000,for sale,hyper equipped,gas,3,,true,,,,Tongeren
9753882,apartment group,apartment group,214060 - 285830,for sale,,,,,,,,1,Tongeren
10112249,apartment group,apartment group,215000 - 625000,for sale,,,,,,,,1,Tongeren
9473996,apartment group,apartment group,215000 - 215000,for sale,,,,,,,,1,Tongeren
8665884,apartment group,apartment group,215000 - 309000,for sale,,,,,,,,1,Tongeren
9253065,apartment group,apartment group,216672 - 481831,for sale,,,,,,,,1,Tongeren
7299438,apartment group,apartment group,215000 - 235000,for sale,,,,,,,,1,Tongeren
9998413,apartment group,apartment group,215000 - 295000,for sale,,,,,,,,1,Tongeren
8493879,apartment group,apartment group,216672 - 481831,for sale,,,,,,,,1,Tongeren
8018096,house group,house group,216803.98 - 227363.98,for sale,,,,,,,,1,Tongeren
8305928,apartment group,apartment group,217000 - 217000,for sale,,,,,,,,1,Tongeren
9543019,apartment group,apartment group,217110 - 447287,for sale,,,,,,,,1,Tongeren
9542122,apartment group,apartment group,217393 - 418419,for sale,,,,,,,,1,Tongeren
9579361,apartment group,apartment group,217394 - 418419,for sale,,,,,,,,1,Tongeren
9803460,apartment group,apartment group,217929 - 343735,for sale,,,,,,,,1,Tongeren
9467085,apartment group,apartment group,218648 - 378920,for sale,,,,,,,,1,Tongeren
9404012,apartment,apartment,219000,for sale,installed,gas,2,,true,,,,Tongeren
9953490,apartment,apartment,219000,for sale,usa installed,fueloil,1,,,,,,Tongeren
9708324,apartment,apartment,219000,for sale,usa hyper equipped,gas,2,,,,,,Tongeren
9997732,house,house,219000,for sale,semi equipped,fueloil,2,1494,true,938,,,Tongeren
10076086,apartment,apartment,219000,for sale,installed,gas,3,,,,,,Tongeren
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9975711,apartment group,apartment group,219000 - 359000,for sale,,,,,,,,1,Brussel
8877237,apartment group,apartment group,219500 - 278500,for sale,,,,,,,,1,Brussel
10059344,apartment group,apartment group,219900 - 349900,for sale,,,,,,,,1,Brussel
9576448,apartment group,apartment group,219500 - 221500,for sale,,,,,,,,1,Brussel
10090172,house,house,219500,for sale,installed,gas,4,315,true,200,,,Brussel
8239570,apartment group,apartment group,219000 - 269000,for sale,,,,,,,,1,Brussel
9671826,apartment group,apartment group,219900 - 224900,for sale,,,,,,,,1,Brussel
9933753,apartment,apartment,220000,for sale,installed,gas,1,,,,,,Brussel
10101773,house,house,220000,for sale,usa hyper equipped,fueloil,2,143,true,,,,Brussel
10021860,apartment,apartment,220000,for sale,installed,gas,2,,true,,,,Brussel
10114158,apartment group,apartment group,220000 - 365000,for sale,,,,,,,,1,Brussel
9947513,apartment group,apartment group,220000 - 370000,for sale,,,,,,,,1,Brussel
10117647,apartment,apartment,220000,for sale,installed,gas,2,,true,,,,Brussel
10126853,apartment group,apartment group,220000 - 280000,for sale,,,,,,,,1,Brussel
10086404,apartment group,apartment group,220000 - 420000,for sale,,,,,,,,1,Brussel
10085940,apartment group,apartment group,220000 - 465000,for sale,,,,,,,,1,Brussel
9820385,apartment group,apartment group,220191 - 434042,for sale,,,,,,,,1,Brussel
9666554,apartment group,apartment group,220586 - 220586,for sale,,,,,,,,1,Brussel
9657053,apartment group,apartment group,220325 - 327225,for sale,,,,,,,,1,Brussel
9842262,apartment group,apartment group,222000 - 365000,for sale,,,,,,,,1,Brussel
9403497,apartment group,apartment group,222900 - 399900,for sale,,,,,,,,1,Brussel
9632601,apartment group,apartment group,222500 - 322500,for sale,,,,,,,,1,Brussel
10082214,apartment,apartment,224000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9711855,apartment group,apartment group,223700 - 297100,for sale,,,,,,,,1,Brussel
8911392,apartment group,apartment group,224000 - 239000,for sale,,,,,,,,1,Brussel
9838046,apartment group,apartment group,224100 - 358200,for sale,,,,,,,,1,Brussel
9950359,apartment group,apartment group,224900 - 379900,for sale,,,,,,,,1,Brussel
9065567,apartment group,apartment group,224500 - 224500,for sale,,,,,,,,1,Brussel
9855931,apartment group,apartment group,224500 - 667500,for sale,,,,,,,,1,Brussel
10069932,apartment,apartment,225000,for sale,usa installed,electric,1,,,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9993419,apartment,apartment,225000,for sale,not installed,gas,1,,true,,,,Zinnik
10127985,apartment group,apartment group,225000 - 375000,for sale,,,,,,,,1,Zinnik
10129674,apartment,apartment,225000,for sale,hyper equipped,gas,1,,,,,,Zinnik
9330774,apartment group,apartment group,225000 - 375000,for sale,,,,,,,,1,Zinnik
9792209,apartment group,apartment group,225000 - 255000,for sale,,,,,,,,1,Zinnik
9078670,apartment group,apartment group,225000 - 425000,for sale,,,,,,,,1,Zinnik
9833095,apartment group,apartment group,225000 - 305000,for sale,,,,,,,,1,Zinnik
9159753,apartment group,apartment group,225000 - 508780,for sale,,,,,,,,1,Zinnik
10008305,house,house,225000,for sale,installed,gas,4,190,true,85,,,Zinnik
10123530,apartment,apartment,225000,for sale,installed,gas,2,,,,,,Zinnik
10126151,house,house,225000,for sale,semi equipped,gas,4,100,true,,,,Zinnik
9829462,apartment group,apartment group,225000 - 322000,for sale,,,,,,,,1,Zinnik
9268192,apartment group,apartment group,225000 - 425000,for sale,,,,,,,,1,Zinnik
9938335,apartment group,apartment group,227000 - 238000,for sale,,,,,,,,1,Zinnik
9938334,apartment group,apartment group,227000 - 242000,for sale,,,,,,,,1,Zinnik
9638089,apartment group,apartment group,228000 - 324000,for sale,,,,,,,,1,Zinnik
9543458,apartment group,apartment group,227495 - 329204,for sale,,,,,,,,1,Zinnik
9902209,apartment group,apartment group,228000 - 290000,for sale,,,,,,,,1,Zinnik
9604898,apartment group,apartment group,228000 - 290000,for sale,,,,,,,,1,Zinnik
10094602,apartment group,apartment group,228250 - 448250,for sale,,,,,,,,1,Zinnik
9678375,apartment group,apartment group,228000 - 228000,for sale,,,,,,,,1,Zinnik
9751975,apartment group,apartment group,228973 - 411936,for sale,,,,,,,,1,Zinnik
9595862,apartment,apartment,229000,for sale,usa hyper equipped,gas,3,,true,,,,Zinnik
10109621,apartment,apartment,229000,for sale,usa semi equipped,fueloil,1,,true,,,,Zinnik
10127031,apartment group,apartment group,229000 - 319000,for sale,,,,,,,,1,Zinnik
9941464,house,house,229000,for sale,semi equipped,gas,4,417,true,251,,,Zinnik
9813825,house,house,229000,for sale,semi equipped,gas,4,242,true,164,,,Zinnik
10048026,apartment,apartment,229000,for sale,installed,pellet,2,,true,,,,Zinnik
10039154,apartment group,apartment group,229000 - 264000,for sale,,,,,,,,1,Zinnik
9960424,apartment,apartment,229000,for sale,installed,gas,3,,true,,,,Zinnik
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10100139,apartment group,apartment group,229500 - 339000,for sale,,,,,,,,1,Halle-Vilvoorde
10076117,apartment,apartment,229500,for sale,installed,gas,2,,true,,,,Halle-Vilvoorde
10119568,apartment group,apartment group,229000 - 249500,for sale,,,,,,,,1,Halle-Vilvoorde
9947600,house group,house group,229000 - 365401,for sale,,,,,,,,1,Halle-Vilvoorde
10091918,apartment group,apartment group,229500 - 499000,for sale,,,,,,,,1,Halle-Vilvoorde
9969465,apartment group,apartment group,229500 - 499000,for sale,,,,,,,,1,Halle-Vilvoorde
10116430,apartment,apartment,229950,for sale,installed,electric,2,,true,,,,Halle-Vilvoorde
9355921,apartment group,apartment group,229900 - 269900,for sale,,,,,,,,1,Halle-Vilvoorde
9850489,apartment,apartment,230000,for sale,hyper equipped,gas,2,,true,,,,Halle-Vilvoorde
10011862,apartment,apartment,230000,for sale,semi equipped,gas,1,,true,,,,Halle-Vilvoorde
10051693,apartment group,apartment group,230000 - 725000,for sale,,,,,,,,1,Halle-Vilvoorde
9967364,apartment group,apartment group,229500 - 344000,for sale,,,,,,,,1,Halle-Vilvoorde
10126809,apartment group,apartment group,230000 - 457000,for sale,,,,,,,,1,Halle-Vilvoorde
9551782,apartment group,apartment group,230000 - 585000,for sale,,,,,,,,1,Halle-Vilvoorde
9847040,apartment group,apartment group,230000 - 340000,for sale,,,,,,,,1,Halle-Vilvoorde
10086627,apartment group,apartment group,231281 - 330983,for sale,,,,,,,,1,Halle-Vilvoorde
9735712,apartment group,apartment group,230000 - 319000,for sale,,,,,,,,1,Halle-Vilvoorde
9875461,apartment group,apartment group,230000 - 380000,for sale,,,,,,,,1,Halle-Vilvoorde
9950379,apartment group,apartment group,232900 - 319900,for sale,,,,,,,,1,Halle-Vilvoorde
10113920,apartment group,apartment group,232900 - 250900,for sale,,,,,,,,1,Halle-Vilvoorde
9017116,apartment group,apartment group,234178 - 313642,for sale,,,,,,,,1,Halle-Vilvoorde
9985317,house group,house group,234500 - 234500,for sale,,,,,,,,1,Halle-Vilvoorde
10011943,apartment,apartment,235000,for sale,usa installed,gas,2,,true,,,,Halle-Vilvoorde
10003223,apartment,apartment,235000,for sale,semi equipped,fueloil,1,,true,,,,Halle-Vilvoorde
10116727,apartment group,apartment group,234520 - 854887,for sale,,,,,,,,1,Halle-Vilvoorde
9974497,house,house,235000,for sale,installed,gas,3,150,,80,,,Halle-Vilvoorde
10018188,apartment,apartment,235000,for sale,installed,gas,2,,true,,,,Halle-Vilvoorde
9680048,apartment group,apartment group,235000 - 248500,for sale,,,,,,,,1,Halle-Vilvoorde
9810277,apartment group,apartment group,235238 - 498040,for sale,,,,,,,,1,Halle-Vilvoorde
9876477,apartment group,apartment group,235538 - 424301,for sale,,,,,,,,1,Halle-Vilvoorde
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
8677653,apartment group,apartment group,235939 - 490800,for sale,,,,,,,,1,Mechelen
10110957,apartment,apartment,236000,for sale,semi equipped,gas,3,,true,,,,Mechelen
9221754,apartment group,apartment group,237500 - 399750,for sale,,,,,,,,1,Mechelen
9904757,apartment group,apartment group,236000 - 338500,for sale,,,,,,,,1,Mechelen
9580190,apartment group,apartment group,237000 - 432000,for sale,,,,,,,,1,Mechelen
9420721,apartment group,apartment group,236500 - 335500,for sale,,,,,,,,1,Mechelen
9393461,apartment group,apartment group,237500 - 237500,for sale,,,,,,,,1,Mechelen
9912368,apartment,apartment,239000,for sale,installed,gas,2,,true,,,,Mechelen
9631750,apartment group,apartment group,237700 - 468800,for sale,,,,,,,,1,Mechelen
10018567,apartment,apartment,239000,for sale,usa hyper equipped,gas,2,,true,,,,Mechelen
10093708,apartment,apartment,239000,for sale,hyper equipped,electric,2,,,100,,,Mechelen
8588169,apartment group,apartment group,238500 - 238500,for sale,,,,,,,,1,Mechelen
10128369,apartment,apartment,239000,for sale,hyper equipped,gas,2,,true,,,,Mechelen
9362082,house,house,239000,for sale,installed,gas,3,195,true,130,,,Mechelen
10071796,house,house,239000,for sale,installed,pellet,3,309,true,195,,,Mechelen
10070605,apartment,penthouse,239000,for sale,installed,gas,1,,true,,,,Mechelen
9971207,apartment group,apartment group,239000 - 265000,for sale,,,,,,,,1,Mechelen
