id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9995881,house,apartment block,465000,for sale,hyper equipped,gas,4,112,true,35,,,Brussel
10132764,house,bungalow,469000,for sale,installed,fueloil,2,1202,true,1000,,,Brussel
10132461,house,house,469000,for sale,usa hyper equipped,fueloil,3,684,true,,,,Brussel
10127363,house,house,475000,for sale,installed,gas,4,427,true,136,,,Brussel
9917005,house,house,485000,for sale,,fueloil,6,1068,true,550,,,Brussel
10042525,house,mansion,489000,for sale,hyper equipped,gas,3,429,,90,,,Brussel
10080931,house,house,469000,for sale,usa installed,gas,4,545,true,220,true,,Brussel
9995395,house,apartment block,495000,for sale,not installed,gas,6,125,true,25,,,Brussel
10117560,house,house,495000,for sale,usa hyper equipped,gas,3,95,true,50,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10112334,house,house,495000,for sale,semi equipped,gas,5,520,true,350,,,Halle-Vilvoorde
10120644,house,house,499000,for sale,,gas,2,272,true,,,,Halle-Vilvoorde
10130224,house,house,495000,for sale,usa hyper equipped,gas,4,136,true,50,,,Halle-Vilvoorde
10120646,house,house,499000,for sale,,gas,2,272,true,,,,Halle-Vilvoorde
9925295,house,house,499000,for sale,installed,electric,5,2170,true,1957,true,,Halle-Vilvoorde
10095396,house,house,498000,for sale,installed,gas,3,140,,50,,,Halle-Vilvoorde
10096960,house,house,520000,for sale,hyper equipped,gas,5,635,true,510,,,Halle-Vilvoorde
10104723,house,house,520000,for sale,hyper equipped,gas,4,196,true,,,,Halle-Vilvoorde
9825279,house,castle,547000,for sale,installed,gas,4,851,true,476,,,Halle-Vilvoorde
10119582,house,villa,525000,for sale,installed,fueloil,4,6430,true,,,,Halle-Vilvoorde
10087293,house,villa,525000,for sale,installed,fueloil,4,1388,true,1388,,,Halle-Vilvoorde
9470377,house,house,525000,for sale,semi equipped,gas,4,200,true,120,,,Halle-Vilvoorde
9886073,house,mansion,585000,for sale,installed,electric,5,115,,,,,Halle-Vilvoorde
10130723,house,house,550000,for sale,semi equipped,electric,2,200,,60,,,Halle-Vilvoorde
10058767,house,house,575000,for sale,hyper equipped,gas,3,109,true,,,,Halle-Vilvoorde
10012770,house,house,560000,for sale,installed,gas,3,902,true,902,,,Halle-Vilvoorde
10076028,house,house,575000,for sale,usa hyper equipped,gas,5,135,true,,,,Halle-Vilvoorde
10129206,house,house,595000,for sale,hyper equipped,gas,4,270,true,155,true,,Halle-Vilvoorde
10113217,house,house,595000,for sale,installed,gas,4,422,true,,,,Halle-Vilvoorde
10038719,house,house,595000,for sale,,gas,3,606,true,150,,,Halle-Vilvoorde
9940339,house,villa,599000,for sale,installed,fueloil,4,7840,true,,,,Halle-Vilvoorde
9999393,house,apartment block,595000,for sale,installed,gas,4,298,true,,,,Halle-Vilvoorde
9696647,house,villa,598000,for sale,hyper equipped,fueloil,6,564,true,,true,,Halle-Vilvoorde
9311594,house,town house,600000,for sale,installed,fueloil,5,290,true,190,,,Halle-Vilvoorde
9957900,house,house,625000,for sale,not installed,gas,3,180,true,70,,,Halle-Vilvoorde
10068539,house,villa,625000,for sale,,fueloil,5,3688,true,,,,Halle-Vilvoorde
10001369,house,house,619900,for sale,usa installed,gas,4,1730,true,,true,,Halle-Vilvoorde
10109437,house,house,639000,for sale,semi equipped,electric,3,2951,true,2951,,,Halle-Vilvoorde
10080317,house,house,645000,for sale,not installed,gas,4,320,true,,,,Halle-Vilvoorde
10012829,house,exceptional property,645000,for sale,installed,gas,4,750,true,,,,Halle-Vilvoorde
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10104085,house,villa,685000,for sale,hyper equipped,gas,4,729,true,,,,Nijvel
10107766,house,house,645000,for sale,installed,gas,3,709,true,350,,,Nijvel
9993421,house,house,650000,for sale,installed,fueloil,4,162,true,44,,,Nijvel
10007391,house,house,680000,for sale,usa semi equipped,fueloil,3,175,true,100,,,Nijvel
9993423,house,apartment block,650000,for sale,installed,fueloil,4,162,true,44,,,Nijvel
10041196,house,house,650000,for sale,semi equipped,fueloil,5,6742,,6742,,,Nijvel
10089147,house,house,689000,for sale,installed,gas,6,494,true,300,,,Nijvel
10103876,house,villa,685000,for sale,hyper equipped,gas,4,729,true,,,,Nijvel
9952160,house,villa,690000,for sale,hyper equipped,gas,6,945,true,945,,,Nijvel
10068666,house,house,695000,for sale,hyper equipped,gas,5,280,true,130,,,Nijvel
10121883,house,manor house,695000,for sale,installed,gas,5,1996,,,,,Nijvel
10091243,house,mixed use building,695000,for sale,semi equipped,gas,3,1724,true,1400,,,Nijvel
10132925,house,mansion,695000,for sale,hyper equipped,gas,4,260,,160,,,Nijvel
10117209,house,apartment block,720000,for sale,semi equipped,gas,4,155,,,,,Nijvel
9966449,house,villa,699000,for sale,installed,fueloil,6,2046,true,2000,,,Nijvel
10081921,house,house,745000,for sale,installed,gas,5,133,true,,,,Nijvel
10118069,house,house,745000,for sale,installed,gas,5,133,true,,,,Nijvel
10065388,house,house,750000,for sale,hyper equipped,gas,4,210,true,85,,,Nijvel
10052805,house,mixed use building,780000,for sale,usa hyper equipped,gas,3,260,true,85,,,Nijvel
10128557,house,villa,785000,for sale,usa hyper equipped,gas,5,1120,,,,,Nijvel
10082532,house,house,795000,for sale,hyper equipped,gas,5,360,true,150,,,Nijvel
10082533,house,house,795000,for sale,hyper equipped,gas,5,360,true,150,,,Nijvel
10040251,house,villa,795000,for sale,installed,gas,5,2881,,,,,Nijvel
10125913,house,house,825000,for sale,usa installed,gas,4,113,true,,,,Nijvel
10128483,house,apartment block,849000,for sale,semi equipped,gas,4,154,true,19,,,Nijvel
9881807,house,house,895000,for sale,,gas,6,330,true,90,,,Nijvel
10120165,house,house,850000,for sale,hyper equipped,gas,3,120,true,11,,,Nijvel
10029513,house,house,900000,for sale,hyper equipped,fueloil,5,1500,true,1500,,,Nijvel
10009462,house,apartment block,930000,for sale,not installed,gas,5,155,true,45,,,Nijvel
10060997,house,villa,945000,for sale,usa hyper equipped,gas,3,1110,true,500,true,,Nijvel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10065434,house,town house,995000,for sale,usa installed,gas,6,345,true,250,,,Brussel
9971336,house,house,950000,for sale,hyper equipped,gas,6,1738,true,1400,true,,Brussel
10088253,house,house,995000,for sale,hyper equipped,gas,4,400,true,350,,,Brussel
9825909,house,house,975000,for sale,usa semi equipped,gas,6,249,true,249,,,Brussel
10012632,house,house,995000,for sale,installed,electric,7,541,true,350,,,Brussel
9876934,house,house,945000,for sale,semi equipped,gas,6,413,true,250,,,Brussel
9975935,house,mansion,999000,for sale,installed,gas,5,170,,53,,,Brussel
9975934,house,mansion,999000,for sale,installed,gas,5,170,,53,,,Brussel
10010194,house,mansion,999000,for sale,installed,gas,5,170,,53,,,Brussel
10087279,house,villa,1145000,for sale,hyper equipped,fueloil,3,7678,,7428,,,Brussel
10107268,house,apartment block,1100000,for sale,hyper equipped,gas,4,240,true,115,,,Brussel
10105687,house,house,1095000,for sale,hyper equipped,gas,4,590,true,300,,,Brussel
10084281,house,apartment block,1195000,for sale,installed,gas,7,214,true,50,,,Brussel
9402335,house,mixed use building,1200000,for sale,installed,gas,3,196,,,,,Brussel
10047373,house,apartment block,1295000,for sale,semi equipped,gas,7,120,true,31,,,Brussel
10124091,house,house,1350000,for sale,installed,gas,9,3,true,80,,,Brussel
10041195,house,exceptional property,1350000,for sale,installed,fueloil,4,1153,true,1154,,,Brussel
9714663,house,villa,1290000,for sale,semi equipped,gas,5,780,true,500,,,Brussel
10130217,house,house,1400000,for sale,usa installed,gas,6,873,true,550,,,Brussel
9725002,house,villa,1450000,for sale,installed,gas,4,3781,,,,,Brussel
9865170,house,exceptional property,1795000,for sale,installed,fueloil,8,28800,true,28000,true,,Brussel
9957850,house,house,1485000,for sale,hyper equipped,gas,5,2836,true,,true,,Brussel
10031702,house,house,1590000,for sale,,fueloil,5,639,true,,,,Brussel
9879840,house,apartment block,1895000,for sale,installed,gas,18,160,true,,,,Brussel
10106702,house,villa,1700000,for sale,installed,gas,7,3110,,,,,Brussel
10123422,house,apartment block,2100000,for sale,installed,gas,7,443,true,,,,Brussel
9723409,house,villa,2145000,for sale,hyper equipped,gas,5,683,true,,,,Brussel
10034094,house,exceptional property,2755000,for sale,usa hyper equipped,gas,5,937,true,937,true,,Brussel
10111090,house,exceptional property,2475000,for sale,usa hyper equipped,fueloil,6,12901,true,10000,true,,Brussel
9524661,house,apartment block,3200000,for sale,installed,fueloil,1,490,true,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10055577,house,house,398500,for sale,,gas,3,295,true,,,,Borgworm
9923424,house,villa,3850000,for sale,hyper equipped,gas,4,599,true,599,,,Borgworm
10163058,house,house,340000,for sale,,gas,3,125,true,,,,Borgworm
10036081,house,villa,3995000,for sale,usa hyper equipped,fueloil,5,925,true,925,,,Borgworm
10161944,house,house,385000,for sale,,gas,4,89,true,,,,Borgworm
10121977,house,villa,3650000,for sale,usa hyper equipped,gas,4,515,true,515,,,Borgworm
10161194,apartment,apartment,175000,for sale,,,2,,true,,,,Borgworm
10136023,house,exceptional property,1330000,for sale,usa hyper equipped,,4,205,,94,,,Borgworm
10139439,house,house,349000,for sale,installed,fueloil,4,617,,,,,Borgworm
10146435,apartment,apartment,215000,for sale,installed,gas,1,,true,,,,Borgworm
10137943,house,exceptional property,670000,for sale,installed,gas,3,1200,true,1000,,,Borgworm
10083472,apartment,apartment,155000,for sale,,,1,,,,,,Borgworm
10133967,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10133966,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10133965,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10133964,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10133963,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10133962,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10146623,apartment,apartment,285000,for sale,installed,gas,2,,true,,,,Borgworm
10133961,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10146449,apartment,apartment,550000,for sale,hyper equipped,gas,3,,true,300,,,Borgworm
10117545,apartment,flat studio,74000,for sale,,electric,1,,true,,,,Borgworm
10133960,apartment,service flat,220000,for sale,hyper equipped,,1,,true,,,1,Borgworm
10084768,apartment,apartment,139000,for sale,semi equipped,fueloil,1,,true,,,,Borgworm
10041263,apartment,apartment,140000,for sale,semi equipped,fueloil,1,,,,,,Borgworm
10103791,apartment,apartment,148000,for sale,semi equipped,fueloil,2,,true,,,,Borgworm
9992810,apartment,apartment,160000,for sale,not installed,fueloil,1,,true,,,,Borgworm
10106023,apartment,flat studio,150000,for sale,semi equipped,gas,0,,true,,,,Borgworm
10019226,apartment,apartment,165000,for sale,,electric,2,,,,,,Borgworm
10132378,apartment,apartment,165000,for sale,,gas,1,,,,,,Borgworm
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10112015,apartment,flat studio,165000,for sale,installed,gas,0,,true,,,,Brussel
10028280,apartment,apartment,175000,for sale,installed,gas,2,,true,,,,Brussel
9847967,apartment,apartment,169000,for sale,installed,gas,2,,true,,,,Brussel
10132462,apartment,apartment,170000,for sale,installed,gas,1,,true,,,,Brussel
10103804,apartment,flat studio,169000,for sale,hyper equipped,fueloil,1,,,,,,Brussel
9640592,apartment,apartment,179000,for sale,semi equipped,gas,2,,,,,,Brussel
10122726,apartment,apartment,179000,for sale,,gas,2,,true,,,,Brussel
9959162,apartment,apartment,181000,for sale,semi equipped,gas,2,,,,,,Brussel
10121370,apartment,apartment,185000,for sale,,gas,2,,true,,,,Brussel
10140836,house,house,189000,for sale,hyper equipped,gas,2,170,true,60,,,Brussel
10122892,apartment,apartment,185000,for sale,semi equipped,gas,2,,true,,,,Brussel
9978995,apartment,apartment,190000,for sale,installed,gas,2,,true,,,,Brussel
9993303,apartment,apartment,195000,for sale,semi equipped,gas,2,,true,,,,Brussel
9888070,apartment,apartment,195000,for sale,,fueloil,2,,true,,,,Brussel
9861433,apartment,apartment,199000,for sale,not installed,gas,2,,true,,,,Brussel
10085681,apartment,apartment,195000,for sale,,gas,1,,,,,,Brussel
10049585,apartment,apartment,199000,for sale,semi equipped,gas,3,,true,,,,Brussel
10063035,apartment,apartment,195000,for sale,semi equipped,gas,1,,true,,,,Brussel
9862041,apartment,apartment,199000,for sale,installed,gas,1,,true,,,,Brussel
9828291,apartment,apartment,199000,for sale,installed,gas,2,,true,,,,Brussel
10131170,apartment,apartment,199000,for sale,,gas,2,,,,,,Brussel
10014709,apartment,apartment,199000,for sale,,electric,1,,,,,,Brussel
10012307,apartment,apartment,199000,for sale,installed,gas,1,,true,,,,Brussel
10059362,apartment,apartment,205000,for sale,installed,gas,2,,true,,,,Brussel
9535092,apartment,apartment,209000,for sale,installed,fueloil,2,,true,,,,Brussel
9624151,apartment,apartment,210000,for sale,not installed,gas,2,,true,,,,Brussel
10057654,apartment,apartment,209000,for sale,hyper equipped,electric,2,,true,,,,Brussel
10125886,apartment,flat studio,215000,for sale,semi equipped,fueloil,0,,true,,,,Brussel
10121377,apartment,apartment,215000,for sale,usa installed,gas,1,,,,,,Brussel
9953163,apartment,apartment,210000,for sale,semi equipped,gas,2,,true,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
9632519,apartment,duplex,219000,for sale,hyper equipped,gas,2,,true,,,,Ieper
10025300,apartment,apartment,219000,for sale,usa installed,pellet,2,,,,,,Ieper
10117646,apartment,apartment,218000,for sale,installed,gas,2,,true,,,,Ieper
10028285,apartment,apartment,215000,for sale,not installed,fueloil,2,,true,,,,Ieper
10102507,apartment,apartment,215000,for sale,not installed,gas,2,,true,,,,Ieper
10102508,apartment,apartment,215000,for sale,semi equipped,gas,2,,,,,,Ieper
10043711,apartment,apartment,220000,for sale,semi equipped,gas,2,,,,,,Ieper
10110742,apartment,apartment,220000,for sale,,electric,2,,true,,,,Ieper
9710157,apartment,apartment,220000,for sale,hyper equipped,gas,2,,,,,,Ieper
9977054,apartment,apartment,220000,for sale,not installed,gas,2,,true,,,,Ieper
10128205,apartment,flat studio,220000,for sale,usa hyper equipped,gas,0,,true,,,,Ieper
9948271,apartment,apartment,225000,for sale,usa hyper equipped,gas,1,,,,,,Ieper
9952978,apartment,apartment,225000,for sale,installed,gas,2,,true,,,,Ieper
10030533,apartment,apartment,225000,for sale,not installed,gas,2,,,,,,Ieper
9891186,apartment,apartment,225000,for sale,,gas,1,,true,,,,Ieper
10140603,house,house,225000,for sale,usa hyper equipped,gas,3,150,true,,,,Ieper
10092026,apartment,apartment,225000,for sale,not installed,electric,2,,,,,,Ieper
9948240,apartment,apartment,225000,for sale,usa hyper equipped,gas,1,,,,,,Ieper
10046690,apartment,apartment,227000,for sale,installed,fueloil,2,,true,,,,Ieper
10128482,apartment,apartment,229000,for sale,hyper equipped,gas,2,,,,,,Ieper
10064654,apartment,apartment,229000,for sale,installed,gas,3,,true,,,,Ieper
10132769,apartment,duplex,229000,for sale,hyper equipped,gas,4,,,,,,Ieper
9670870,apartment,apartment,229999,for sale,hyper equipped,gas,2,,true,,,,Ieper
10043710,apartment,apartment,230000,for sale,installed,gas,2,,,,,,Ieper
10025638,apartment,apartment,230000,for sale,installed,gas,2,,true,,,,Ieper
9976939,apartment,apartment,230000,for sale,installed,gas,1,,,,,,Ieper
9702910,apartment,apartment,230000,for sale,usa hyper equipped,gas,1,,true,,,,Ieper
10113220,apartment,apartment,230000,for sale,installed,gas,2,,true,,,,Ieper
10096538,apartment,apartment,230000,for sale,semi equipped,fueloil,1,,true,,,,Ieper
10107186,apartment,penthouse,230000,for sale,installed,gas,1,,,,,,Ieper
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10127344,apartment,apartment,240000,for sale,not installed,gas,1,,true,,,,Brussel
10052010,apartment,apartment,235000,for sale,,gas,2,,true,,,,Brussel
9320203,apartment,apartment,244975,for sale,installed,gas,1,,true,,,,Brussel
10047011,apartment,apartment,232000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10090109,apartment,apartment,235000,for sale,usa semi equipped,gas,1,,true,,,,Brussel
10041171,apartment,apartment,239000,for sale,installed,electric,2,,true,,,,Brussel
10127496,apartment,apartment,245000,for sale,not installed,gas,2,,,,,,Brussel
10133907,apartment,apartment,245000,for sale,installed,gas,2,,true,,,,Brussel
9955483,apartment,apartment,245000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10057957,apartment,apartment,245000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9865862,apartment,apartment,245000,for sale,semi equipped,electric,2,,true,,,,Brussel
10077794,apartment,duplex,245000,for sale,semi equipped,gas,2,,true,,,,Brussel
10011377,apartment,apartment,249000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9852970,apartment,apartment,249000,for sale,usa hyper equipped,gas,1,,true,,,,Brussel
9960570,apartment,duplex,245000,for sale,not installed,gas,3,,true,,,,Brussel
9935237,apartment,apartment,249000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10127497,apartment,apartment,250000,for sale,not installed,gas,2,,,,,,Brussel
9960571,apartment,apartment,249000,for sale,not installed,gas,2,,true,,,,Brussel
9542529,apartment,apartment,250000,for sale,installed,gas,2,,true,,,,Brussel
10026496,apartment,apartment,255000,for sale,semi equipped,gas,2,,true,,,,Brussel
9779648,apartment,service flat,250000,for sale,installed,electric,2,,true,,,,Brussel
10119632,apartment,apartment,250000,for sale,usa hyper equipped,gas,1,,true,,,,Brussel
9966279,apartment,apartment,259000,for sale,installed,gas,2,,,,,,Brussel
10117849,apartment,apartment,259000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9877326,apartment,loft,259000,for sale,usa hyper equipped,gas,1,,true,,,,Brussel
10060872,apartment,apartment,259000,for sale,,fueloil,3,,true,,,,Brussel
10041073,apartment,apartment,260000,for sale,installed,fueloil,2,,true,,,,Brussel
10119111,apartment,apartment,259500,for sale,semi equipped,gas,2,,true,,,,Brussel
10099100,apartment,apartment,265000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10009836,apartment,apartment,265000,for sale,installed,gas,2,,true,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10125888,apartment,flat studio,275000,for sale,semi equipped,fueloil,0,,,,,,Oostende
10040052,apartment,apartment,265000,for sale,usa installed,gas,2,,true,,,,Oostende
10030624,apartment,apartment,269000,for sale,not installed,gas,2,,true,,,,Oostende
9966713,apartment,apartment,275000,for sale,hyper equipped,gas,1,,true,,,,Oostende
9972874,apartment,apartment,275000,for sale,,electric,4,,true,,,,Oostende
10124717,apartment,apartment,265000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10039785,apartment,apartment,279000,for sale,installed,gas,2,,true,,,,Oostende
10020664,apartment,apartment,279000,for sale,usa hyper equipped,gas,2,,true,,,,Oostende
10127535,apartment,apartment,279000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10105702,apartment,apartment,280000,for sale,installed,fueloil,2,,true,,,,Oostende
10013868,apartment,apartment,282000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10129955,apartment,apartment,284000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10081826,apartment,apartment,285000,for sale,hyper equipped,gas,2,,true,,,,Oostende
9664975,apartment,apartment,285000,for sale,usa hyper equipped,gas,1,,,,,,Oostende
9664974,apartment,apartment,285000,for sale,usa hyper equipped,gas,1,,,,,,Oostende
10096548,apartment,apartment,285000,for sale,usa hyper equipped,fueloil,3,,true,,,,Oostende
9962816,apartment,apartment,285000,for sale,installed,gas,3,,,,,,Oostende
10039961,apartment,apartment,285000,for sale,installed,gas,3,,,,,,Oostende
10129946,apartment,apartment,289000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10103543,apartment,apartment,289000,for sale,hyper equipped,gas,2,,true,,,,Oostende
9960569,apartment,apartment,289000,for sale,not installed,gas,3,,true,170,,,Oostende
10071869,apartment,apartment,290000,for sale,not installed,fueloil,2,,true,,,,Oostende
10107534,apartment,apartment,292000,for sale,hyper equipped,gas,1,,true,,,,Oostende
9667097,apartment,apartment,295000,for sale,usa hyper equipped,gas,1,,,,,,Oostende
10079651,apartment,apartment,295000,for sale,usa hyper equipped,gas,1,,,,,,Oostende
10059379,apartment,apartment,295000,for sale,hyper equipped,gas,2,,true,,,,Oostende
10078054,apartment,apartment,295000,for sale,usa installed,gas,1,,,,,,Oostende
10093865,apartment,apartment,295000,for sale,installed,electric,3,,true,,,,Oostende
10087961,apartment,apartment,295000,for sale,installed,gas,2,,true,,,,Oostende
10011942,apartment,apartment,295000,for sale,installed,electric,2,,true,,,,Oostende
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10108274,apartment,apartment,298000,for sale,installed,gas,1,,true,110,,,Brussel
10068983,apartment,apartment,296000,for sale,installed,gas,2,,,,,,Brussel
10094822,apartment,apartment,299000,for sale,usa installed,gas,2,,true,,,,Brussel
10097749,apartment,apartment,299000,for sale,usa hyper equipped,gas,1,,,,,,Brussel
10099501,apartment,apartment,299000,for sale,usa hyper equipped,gas,1,,,,,,Brussel
9708409,apartment,service flat,295000,for sale,hyper equipped,gas,1,,true,,,,Brussel
9989921,apartment,apartment,299000,for sale,usa installed,gas,2,,true,,,,Brussel
10105849,apartment,duplex,299000,for sale,installed,gas,4,,,,,,Brussel
9584170,apartment,penthouse,299000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9979487,apartment,duplex,299000,for sale,usa installed,gas,3,,true,,,,Brussel
10126193,apartment,duplex,299000,for sale,usa hyper equipped,gas,3,,true,,,,Brussel
10124207,apartment,apartment,299000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10131191,apartment,apartment,299500,for sale,installed,gas,2,,true,,,,Brussel
9957898,apartment,apartment,305000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10049291,apartment,apartment,309500,for sale,installed,gas,3,,true,,,,Brussel
10122478,apartment,apartment,310000,for sale,usa installed,gas,2,,,,,,Brussel
9794708,apartment,flat studio,310000,for sale,hyper equipped,gas,0,,,,,,Brussel
9985520,apartment,apartment,310000,for sale,semi equipped,gas,1,,,,,,Brussel
10100334,apartment,apartment,320000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9970977,apartment,apartment,319000,for sale,hyper equipped,gas,1,,true,,,,Brussel
10090579,apartment,apartment,325000,for sale,installed,gas,2,,,,,,Brussel
10123905,apartment,apartment,321000,for sale,usa hyper equipped,electric,3,,true,,,,Brussel
10093108,apartment,duplex,325000,for sale,hyper equipped,gas,3,,true,,,,Brussel
10087415,apartment,apartment,329000,for sale,,gas,2,,true,,,,Brussel
10070097,apartment,flat studio,335000,for sale,usa installed,gas,0,,,,,,Brussel
10039313,apartment,apartment,335000,for sale,hyper equipped,gas,2,,true,,,,Brussel
9861420,apartment,apartment,335000,for sale,,gas,2,,true,,,,Brussel
9996658,apartment,duplex,339990,for sale,installed,gas,3,,true,,,,Brussel
10015339,apartment,apartment,345000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10041493,apartment,apartment,342000,for sale,usa installed,gas,2,,true,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10036726,apartment,apartment,349000,for sale,hyper equipped,fueloil,2,,,,,,Brussel
10107223,apartment,apartment,347000,for sale,usa installed,gas,2,,true,,,,Brussel
10140381,house,house,349000,for sale,installed,gas,5,132,,,,,Brussel
10062799,apartment,apartment,345000,for sale,,gas,2,,true,,,,Brussel
9849253,apartment,apartment,349000,for sale,usa installed,gas,2,,true,,,,Brussel
10047356,apartment,apartment,349000,for sale,usa hyper equipped,gas,1,,true,,,,Brussel
10124022,apartment,apartment,349000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10067991,apartment,penthouse,349500,for sale,usa hyper equipped,electric,2,,true,,,,Brussel
10072507,apartment,flat studio,355000,for sale,usa installed,gas,0,,,,,,Brussel
10097809,apartment,penthouse,349500,for sale,usa hyper equipped,electric,2,,true,,,,Brussel
10046681,apartment,apartment,358000,for sale,installed,gas,3,,true,,,,Brussel
10079112,apartment,apartment,350000,for sale,installed,gas,3,,true,,,,Brussel
9857793,apartment,triplex,359000,for sale,semi equipped,gas,4,,true,,,,Brussel
10132749,apartment,apartment,363000,for sale,,gas,2,,true,,,,Brussel
9869833,apartment,loft,365000,for sale,installed,gas,2,,true,,,,Brussel
9932160,apartment,apartment,375000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
9937282,apartment,apartment,370000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10058829,apartment,apartment,365000,for sale,hyper equipped,gas,2,,,,,,Brussel
10109761,apartment,apartment,375000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10142318,house,house,375000,for sale,installed,gas,2,66,true,,,,Brussel
9376444,apartment,apartment,375000,for sale,usa hyper equipped,gas,4,,true,,,,Brussel
10119107,apartment,apartment,395000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10040053,apartment,apartment,385000,for sale,usa installed,gas,3,,true,,,,Brussel
10070305,apartment,flat studio,385000,for sale,usa installed,gas,0,,,,,,Brussel
10043532,apartment,apartment,395000,for sale,usa installed,gas,3,,true,,,,Brussel
10123565,apartment,apartment,395000,for sale,hyper equipped,gas,3,,true,,,,Brussel
10119105,apartment,apartment,395000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10119106,apartment,apartment,395000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10116556,apartment,apartment,395000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel
10079650,apartment,penthouse,395000,for sale,usa installed,gas,3,,true,,,,Brussel
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location
10051305,apartment,apartment,395000,for sale,installed,gas,1,,true,,,,Brussel
9919949,apartment,apartment,395000,for sale,installed,gas,2,,,,,,Brussel
10113971,apartment,penthouse,395000,for sale,hyper equipped,gas,2,,true,,,,Brussel
10094746,apartment,apartment,399000,for sale,hyper equipped,gas,2,,true,,,,Brussel
