id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10154510,house,house,235000,for sale,not installed,gas,3,329,,,,1,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10138295,apartment,apartment,235000,for sale,installed,electric,2,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140116,apartment,apartment,249000,for sale,installed,gas,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10138935,apartment,apartment,179000,for sale,usa installed,gas,1,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140161,apartment,ground floor,169000,for sale,semi equipped,gas,1,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10138548,apartment,apartment,259000,for sale,installed,gas,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10155851,house,villa,1150000,for sale,hyper equipped,,6,1707,true,1450,,1,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10139136,apartment,apartment,520000,for sale,usa hyper equipped,gas,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10079013,apartment,apartment,249500,for sale,installed,gas,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140918,house,house,115000,for sale,not installed,,2,140,,88,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140545,house,mixed use building,149000,for sale,,gas,3,45,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10141754,house,house,290000,for sale,,fueloil,2,1640,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10141440,house,house,225000,for sale,installed,fueloil,3,436,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10141193,house,villa,370000,for sale,installed,gas,3,372,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140598,house,house,429000,for sale,usa hyper equipped,gas,5,2600,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140623,house,house,430000,for sale,hyper equipped,,4,80,true,20,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10141305,house,farmhouse,475000,for sale,installed,fueloil,5,1333,true,950,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10142594,house,mixed use building,489000,for sale,,,3,1178,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10142593,house,house,489000,for sale,,,3,1178,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10140506,house,villa,625000,for sale,installed,gas,6,828,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10142586,house,house,495000,for sale,installed,gas,5,441,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10157145,apartment,apartment,255000,for sale,,gas,2,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10157144,apartment,apartment,255000,for sale,,gas,2,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10144872,house,house,275000,for sale,,gas,3,240,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10143587,apartment,apartment,210000,for sale,installed,fueloil,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10144736,apartment,duplex,185000,for sale,semi equipped,gas,2,,,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10143952,apartment,ground floor,255000,for sale,installed,,2,,,108,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10144657,apartment,apartment,264000,for sale,installed,electric,2,,true,,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
10143959,apartment,ground floor,285000,for sale,installed,,2,,,58,,,Antwerpen,['Vlaanderen'],['Antwerpen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10161795,house,house,385114,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161797,house,house,350528,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161794,house,house,350528,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10143703,apartment,penthouse,300000,for sale,installed,gas,1,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10142857,apartment,penthouse,359000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10144014,apartment,apartment,299000,for sale,hyper equipped,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161796,house,house,385121,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161800,house,house,412542,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161799,house,house,406562,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161793,house,house,399133,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161798,house,house,402910,for sale,usa hyper equipped,,3,0,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10161842,house,exceptional property,625000,for sale,usa hyper equipped,,3,218,true,,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10163684,apartment,apartment,346480,for sale,installed,,3,,true,31,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10146917,house,house,249000,for sale,installed,gas,4,197,,123,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10163686,apartment,apartment,356498,for sale,installed,,3,,true,77,,1,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10147083,house,house,325000,for sale,semi equipped,fueloil,4,1540,true,1200,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10148247,house,house,329000,for sale,installed,gas,5,979,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10148248,house,house,349000,for sale,installed,gas,3,547,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10148249,house,mixed use building,329000,for sale,installed,gas,5,979,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10147496,house,house,598000,for sale,semi equipped,gas,3,3628,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10147796,house,villa,635000,for sale,,gas,4,674,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10147028,house,house,649000,for sale,hyper equipped,gas,2,507,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10147704,house,house,675000,for sale,hyper equipped,gas,3,120,true,15,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10152937,house,house,177000,for sale,,gas,3,340,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10146864,house,villa,1895000,for sale,hyper equipped,gas,5,3814,true,,true,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10153837,house,house,373000,for sale,installed,,4,716,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10153796,house,house,498000,for sale,,gas,4,620,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10153229,house,house,439500,for sale,installed,gas,5,474,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10153426,house,villa,1295000,for sale,hyper equipped,gas,4,1563,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10146765,apartment,apartment,139000,for sale,installed,gas,3,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
9943792,apartment,apartment,176900,for sale,,gas,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132572,apartment,apartment,255000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10146714,apartment,apartment,219000,for sale,usa hyper equipped,electric,1,,true,,,,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9936574,apartment,apartment,176900,for sale,,gas,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10107791,apartment,apartment,245000,for sale,,gas,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9879136,apartment,apartment,239500,for sale,installed,gas,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132567,apartment,apartment,255000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10085790,apartment,flat studio,263500,for sale,usa hyper equipped,gas,0,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10126218,apartment,apartment,259500,for sale,usa hyper equipped,gas,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132574,apartment,apartment,265000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132573,apartment,apartment,265000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132556,apartment,apartment,260000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10130703,apartment,apartment,295000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9833856,apartment,duplex,299500,for sale,hyper equipped,,3,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132557,apartment,apartment,310000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10130707,apartment,apartment,300000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10090814,apartment,apartment,316500,for sale,,gas,3,,true,76,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132570,apartment,apartment,300000,for sale,hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132565,apartment,apartment,320000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132558,apartment,apartment,330000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10130705,apartment,apartment,320000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10117652,apartment,apartment,343295,for sale,usa hyper equipped,gas,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9762568,apartment,apartment,344000,for sale,installed,,2,,true,1840,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10085799,apartment,apartment,335000,for sale,usa hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10132563,apartment,apartment,350000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9844755,apartment,apartment,352500,for sale,,gas,3,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10009457,apartment,apartment,370000,for sale,usa hyper equipped,,1,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
9844756,apartment,apartment,352500,for sale,,gas,3,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10130702,apartment,apartment,370000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
10130704,apartment,apartment,375000,for sale,hyper equipped,,2,,true,,,1,Gent,['Vlaanderen'],['Oost-Vlaanderen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10132555,apartment,penthouse,440000,for sale,hyper equipped,,2,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10132569,apartment,apartment,380000,for sale,hyper equipped,,2,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10126221,apartment,apartment,409500,for sale,usa hyper equipped,gas,3,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
9907453,apartment,apartment,385000,for sale,hyper equipped,,2,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10132554,apartment,penthouse,395000,for sale,hyper equipped,,1,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10132575,apartment,penthouse,445000,for sale,hyper equipped,,3,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10117099,apartment,apartment,625000,for sale,hyper equipped,,2,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
9923492,apartment,penthouse,1350000,for sale,usa hyper equipped,gas,3,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10130706,apartment,penthouse,445000,for sale,hyper equipped,,2,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157468,house,mixed use building,225000,for sale,semi equipped,gas,3,289,true,75,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10159665,house,house,169000,for sale,not installed,gas,3,214,true,120,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157465,house,house,129000,for sale,semi equipped,gas,3,210,true,20,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10159494,house,house,335000,for sale,,gas,2,76,true,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10134028,house,house,275000,for sale,semi equipped,gas,3,640,true,365,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157504,house,house,299000,for sale,installed,fueloil,4,409,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157996,house,house,275000,for sale,usa installed,fueloil,3,362,true,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10159345,house,house,275000,for sale,semi equipped,gas,3,0,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157274,house,house,399000,for sale,,gas,3,427,true,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10158022,house,house,349000,for sale,,gas,4,1436,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157740,house,town house,315000,for sale,usa hyper equipped,gas,3,195,true,195,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157775,house,villa,570000,for sale,usa hyper equipped,pellet,3,684,true,500,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10164906,apartment,flat studio,65000,for sale,,,1,,true,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10159103,house,house,860000,for sale,semi equipped,gas,5,769,true,620,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157272,house,villa,1085000,for sale,installed,gas,4,6632,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10157390,house,house,795000,for sale,installed,fueloil,4,95,true,25,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10159121,house,house,700000,for sale,hyper equipped,gas,7,276,true,128,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10153525,apartment,apartment,365000,for sale,,gas,3,,true,,,1,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10164890,apartment,duplex,325000,for sale,installed,,1,,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10164004,apartment,penthouse,1395000,for sale,hyper equipped,,3,,true,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
10161358,house,house,199000,for sale,,,3,360,,,,,Tielt,['Vlaanderen'],['West-Vlaanderen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10148882,apartment,duplex,209000,for sale,not installed,,3,,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10148888,apartment,apartment,135000,for sale,not installed,,2,,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10149129,apartment,apartment,149000,for sale,installed,gas,1,,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10151054,apartment,apartment,260000,for sale,,,2,,true,39,,,Hoei,['Wallonïe'],['Luik'],['F']
10150882,apartment,apartment,249000,for sale,usa semi equipped,gas,2,,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
10148885,apartment,apartment,149000,for sale,not installed,,2,,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10146125,apartment group,apartment group,199000 - 199000,for sale,,,,,,,,1,Hoei,['Wallonïe'],['Luik'],['F']
10148816,apartment,apartment,350000,for sale,installed,gas,2,,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
10148817,apartment,apartment,465000,for sale,hyper equipped,fueloil,3,,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
10016535,house,house,79000,for sale,semi equipped,gas,2,205,true,56,,,Hoei,['Wallonïe'],['Luik'],['F']
10058666,apartment group,apartment group,1995000 - 2995000,for sale,,,,,,,,1,Hoei,['Wallonïe'],['Luik'],['F']
10083535,house,house,105000,for sale,not installed,gas,4,160,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10032572,house,house,99000,for sale,not installed,gas,2,70,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
10080411,house,house,80000,for sale,not installed,fueloil,2,148,,65,,,Hoei,['Wallonïe'],['Luik'],['F']
10100692,house,house,110000,for sale,semi equipped,gas,3,150,,,,,Hoei,['Wallonïe'],['Luik'],['F']
9763993,house,chalet,110000,for sale,semi equipped,wood,2,892,,,,,Hoei,['Wallonïe'],['Luik'],['F']
10104637,house,house,109000,for sale,semi equipped,gas,2,90,,21,,,Hoei,['Wallonïe'],['Luik'],['F']
10093116,house,house,115000,for sale,not installed,gas,2,149,true,70,,,Hoei,['Wallonïe'],['Luik'],['F']
10132762,house,house,115000,for sale,installed,fueloil,4,270,,,,,Hoei,['Wallonïe'],['Luik'],['F']
9942173,house,house,135000,for sale,not installed,gas,2,170,true,100,,,Hoei,['Wallonïe'],['Luik'],['F']
10111605,house,house,119000,for sale,not installed,gas,2,330,,242,,,Hoei,['Wallonïe'],['Luik'],['F']
10105700,house,house,119000,for sale,not installed,fueloil,3,455,,200,,,Hoei,['Wallonïe'],['Luik'],['F']
10088972,house,house,139000,for sale,,gas,2,300,true,190,,,Hoei,['Wallonïe'],['Luik'],['F']
10064790,house,house,139000,for sale,installed,gas,2,189,true,120,,,Hoei,['Wallonïe'],['Luik'],['F']
10062490,house,house,149500,for sale,semi equipped,gas,3,58,,,,,Hoei,['Wallonïe'],['Luik'],['F']
9942131,house,house,155000,for sale,semi equipped,gas,1,139,,90,,,Hoei,['Wallonïe'],['Luik'],['F']
10064705,house,house,155000,for sale,installed,pellet,2,70,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
9272402,house,house,150000,for sale,installed,gas,3,61,true,,,,Hoei,['Wallonïe'],['Luik'],['F']
10128745,house,chalet,159000,for sale,,pellet,2,1042,true,972,,,Hoei,['Wallonïe'],['Luik'],['F']
10117143,house,house,159000,for sale,semi equipped,gas,2,180,true,120,,,Hoei,['Wallonïe'],['Luik'],['F']
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10009460,house,house,165000,for sale,not installed,fueloil,3,269,true,80,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9981219,house,house,160000,for sale,semi equipped,gas,2,162,true,40,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10069415,house,house,170000,for sale,installed,electric,3,407,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10058045,house,apartment block,164500,for sale,not installed,gas,3,1290,true,1200,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10063763,house,house,169500,for sale,not installed,gas,2,139,,55,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10058043,house,house,164500,for sale,not installed,gas,3,1290,true,1200,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9993214,house,house,179000,for sale,not installed,gas,5,180,,90,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10006213,house,house,175000,for sale,semi equipped,fueloil,3,304,true,252,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9911606,house,house,180000,for sale,not installed,fueloil,2,2185,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10085156,house,house,180000,for sale,semi equipped,fueloil,2,450,,500,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9921759,house,house,179000,for sale,not installed,,4,591,true,480,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10108836,house,house,185000,for sale,,gas,3,76,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10037789,house,house,175000,for sale,semi equipped,gas,2,301,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10013583,house,apartment block,185000,for sale,,gas,3,76,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10082840,house,house,180000,for sale,installed,gas,5,50,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10087743,house,apartment block,180000,for sale,installed,gas,5,50,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10108662,house,house,185000,for sale,semi equipped,gas,5,289,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10042461,house,house,187000,for sale,semi equipped,gas,2,0,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10057207,house,house,185000,for sale,,gas,3,310,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10020746,house,house,195000,for sale,,,4,217,true,90,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9806451,house,house,189000,for sale,semi equipped,fueloil,2,573,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10113756,house,house,195000,for sale,semi equipped,gas,3,80,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9946389,house,house,197000,for sale,semi equipped,fueloil,4,1438,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10040754,house,house,196000,for sale,semi equipped,fueloil,4,523,true,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10112973,house,house,199000,for sale,,gas,3,516,true,1,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9842939,house,house,199000,for sale,installed,fueloil,4,300,true,100,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9991866,house,house,199500,for sale,installed,fueloil,3,596,true,500,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
9983755,house,house,199999,for sale,installed,gas,7,1320,true,1000,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10074053,house,house,199000,for sale,installed,fueloil,3,745,true,590,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
10121843,house,house,199900,for sale,,fueloil,4,400,,,,,Charleroi,['Wallonïe'],['Henegouwen'],['D']
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10110128,house,house,200000,for sale,installed,gas,5,140,true,,,,Luik,['Wallonïe'],['Luik'],['G']
10052724,house,house,205000,for sale,installed,fueloil,3,379,,40,,,Luik,['Wallonïe'],['Luik'],['G']
10031827,house,house,200000,for sale,semi equipped,fueloil,3,194,,,,,Luik,['Wallonïe'],['Luik'],['G']
10130222,house,house,209000,for sale,installed,gas,3,211,true,40,,,Luik,['Wallonïe'],['Luik'],['G']
10037219,house,house,200000,for sale,not installed,fueloil,3,2440,,,,,Luik,['Wallonïe'],['Luik'],['G']
10032690,house,house,199999,for sale,installed,gas,3,250,true,116,,,Luik,['Wallonïe'],['Luik'],['G']
10135621,house,house,209000,for sale,,gas,2,160,true,,,,Luik,['Wallonïe'],['Luik'],['G']
10117462,house,house,210000,for sale,,gas,4,124,true,35,,,Luik,['Wallonïe'],['Luik'],['G']
10014333,house,house,210000,for sale,,gas,2,160,true,75,,,Luik,['Wallonïe'],['Luik'],['G']
9827435,house,house,215000,for sale,semi equipped,pellet,3,316,true,160,,,Luik,['Wallonïe'],['Luik'],['G']
10024604,house,country cottage,219000,for sale,installed,pellet,3,898,true,555,,,Luik,['Wallonïe'],['Luik'],['G']
10071459,house,house,219000,for sale,installed,gas,3,130,,,,,Luik,['Wallonïe'],['Luik'],['G']
10078958,house,house,220000,for sale,installed,gas,3,240,,1,,,Luik,['Wallonïe'],['Luik'],['G']
10100923,house,house,220000,for sale,semi equipped,gas,3,357,true,272,,,Luik,['Wallonïe'],['Luik'],['G']
9978333,house,house,225000,for sale,installed,gas,3,350,true,200,,,Luik,['Wallonïe'],['Luik'],['G']
10085720,house,house,225000,for sale,semi equipped,electric,3,298,,,,,Luik,['Wallonïe'],['Luik'],['G']
9978332,house,house,225000,for sale,installed,gas,3,350,true,200,,,Luik,['Wallonïe'],['Luik'],['G']
10017979,house,house,225000,for sale,semi equipped,fueloil,7,5820,,,,,Luik,['Wallonïe'],['Luik'],['G']
9752953,house,house,225000,for sale,installed,electric,2,456,true,,,,Luik,['Wallonïe'],['Luik'],['G']
9971854,house,house,230000,for sale,semi equipped,gas,2,100,true,,,,Luik,['Wallonïe'],['Luik'],['G']
10020461,house,house,229000,for sale,semi equipped,fueloil,3,1006,,930,,,Luik,['Wallonïe'],['Luik'],['G']
10105773,house,house,229500,for sale,installed,gas,2,204,true,140,,,Luik,['Wallonïe'],['Luik'],['G']
10134384,house,house,235000,for sale,,fueloil,3,1302,,,,,Luik,['Wallonïe'],['Luik'],['G']
10033772,house,house,235000,for sale,,gas,3,866,true,,,,Luik,['Wallonïe'],['Luik'],['G']
9752952,house,house,235000,for sale,installed,fueloil,2,516,true,,,,Luik,['Wallonïe'],['Luik'],['G']
10132872,house,house,215000,for sale,installed,gas,3,90,true,,,,Luik,['Wallonïe'],['Luik'],['G']
9931331,house,house,235000,for sale,semi equipped,gas,3,795,true,650,,,Luik,['Wallonïe'],['Luik'],['G']
9960050,house,house,238000,for sale,,fueloil,4,1454,true,,,,Luik,['Wallonïe'],['Luik'],['G']
10089176,house,house,239000,for sale,semi equipped,fueloil,3,1179,,1000,,,Luik,['Wallonïe'],['Luik'],['G']
9985804,house,house,239000,for sale,,fueloil,4,843,true,,,,Luik,['Wallonïe'],['Luik'],['G']
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10127357,house,house,245000,for sale,usa hyper equipped,gas,3,51,true,,,,Nijvel,['Wallonïe'],['Waals Brabant'],['C']
10084762,house,house,239000,for sale,installed,fueloil,5,911,,777,,,Nijvel,['Wallonïe'],['Waals Brabant'],['C']
10085523,house,house,245000,for sale,,gas,3,150,true,,,,Nijvel,['Wallonïe'],['Waals Brabant'],['C']
10132623,house,house,240000,for sale,semi equipped,gas,2,381,true,,,,Nijvel,['Wallonïe'],['Waals Brabant'],['C']
