id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10066825,apartment,apartment,279000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10009638,apartment,apartment,279000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9857598,apartment,apartment,279000,for sale,usa installed,electric,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10131848,apartment,apartment,279000,for sale,semi equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10121457,apartment,apartment,285000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9667679,apartment,apartment,279500,for sale,semi equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10085103,apartment,apartment,280000,for sale,,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10054052,apartment,apartment,280000,for sale,usa installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10155835,house,house,285000,for sale,installed,gas,2,70,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9851809,apartment,ground floor,285000,for sale,installed,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10049007,apartment,apartment,285000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10120683,apartment,duplex,287000,for sale,installed,gas,2,,true,40,,,Brussel,['Brussel'],['Brussel'],[None]
10112042,apartment,apartment,285000,for sale,installed,fueloil,3,,true,550,,,Brussel,['Brussel'],['Brussel'],[None]
10112702,apartment,ground floor,285000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10100583,apartment,apartment,289000,for sale,,gas,4,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10046542,apartment,apartment,289000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10071789,apartment,apartment,289900,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10029253,apartment,duplex,290000,for sale,hyper equipped,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10101640,apartment,apartment,290000,for sale,installed,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10109988,apartment,apartment,290000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10053267,apartment,apartment,295000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9892412,apartment,apartment,290000,for sale,installed,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10110468,apartment,apartment,295000,for sale,,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10086819,apartment,apartment,295000,for sale,installed,gas,2,,true,60,,,Brussel,['Brussel'],['Brussel'],[None]
9809371,apartment,apartment,295000,for sale,installed,,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10122152,apartment,apartment,297000,for sale,installed,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10040856,apartment,apartment,297000,for sale,,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10111186,apartment,ground floor,299000,for sale,installed,gas,3,,true,180,,,Brussel,['Brussel'],['Brussel'],[None]
10135202,apartment,apartment,299000,for sale,installed,fueloil,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10104038,apartment,apartment,299000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10052367,apartment,apartment,295000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10096409,apartment,apartment,300000,for sale,installed,gas,1,,,,,,Brussel,['Brussel'],['Brussel'],[None]
9898820,apartment,apartment,300000,for sale,hyper equipped,electric,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9978520,apartment,apartment,300000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10130824,apartment,apartment,310000,for sale,installed,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10035867,apartment,apartment,300000,for sale,installed,,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10085466,apartment,penthouse,310000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9935206,apartment,apartment,315000,for sale,installed,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9478091,apartment,service flat,315000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10094972,apartment,apartment,314000,for sale,installed,gas,3,,true,6,,,Brussel,['Brussel'],['Brussel'],[None]
9917963,apartment,duplex,315000,for sale,,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9995811,apartment,apartment,319000,for sale,usa hyper equipped,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
9978886,apartment,apartment,319000,for sale,usa hyper equipped,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9500899,apartment,apartment,319000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9566962,apartment,apartment,325000,for sale,usa installed,,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9998039,apartment,apartment,319000,for sale,usa installed,electric,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9955481,apartment,apartment,325000,for sale,installed,gas,3,,true,77,,,Brussel,['Brussel'],['Brussel'],[None]
10089991,apartment,apartment,325000,for sale,usa installed,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10109509,apartment,apartment,325000,for sale,semi equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10016745,apartment,apartment,325000,for sale,,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10118985,apartment,apartment,329000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10038868,apartment,duplex,299000,for sale,hyper equipped,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10129924,apartment,apartment,335000,for sale,,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9902743,apartment,apartment,330000,for sale,usa hyper equipped,electric,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9974126,apartment,apartment,329000,for sale,installed,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10120349,apartment,apartment,329900,for sale,,gas,4,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10075950,apartment,apartment,335000,for sale,not installed,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10155605,house,house,335000,for sale,,gas,3,190,,,true,,Brussel,['Brussel'],['Brussel'],[None]
10005346,apartment,apartment,340000,for sale,hyper equipped,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10106549,apartment,apartment,340000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10058257,apartment,apartment,339000,for sale,installed,electric,1,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10008965,apartment,loft,340000,for sale,usa hyper equipped,electric,0,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10117409,apartment,ground floor,339000,for sale,installed,fueloil,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
9696457,apartment,apartment,345000,for sale,installed,gas,3,,,40,,,Brussel,['Brussel'],['Brussel'],[None]
10044504,apartment,apartment,348000,for sale,usa hyper equipped,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10007182,apartment,apartment,345000,for sale,,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10080475,apartment,apartment,348000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9987021,apartment,apartment,349000,for sale,usa installed,,3,,true,400,,,Brussel,['Brussel'],['Brussel'],[None]
10093467,apartment,flat studio,340000,for sale,installed,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10057215,apartment,apartment,349000,for sale,,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10131235,apartment,penthouse,349000,for sale,installed,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10131218,apartment,penthouse,349000,for sale,installed,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10131215,apartment,apartment,349000,for sale,installed,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10156639,house,house,350000,for sale,not installed,gas,2,842,,669,,,Brussel,['Brussel'],['Brussel'],[None]
10131234,apartment,apartment,349000,for sale,installed,,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10054745,apartment,apartment,355000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10111980,apartment,apartment,360000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10086586,apartment,apartment,369000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10094910,apartment,apartment,370000,for sale,hyper equipped,,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10112534,apartment,duplex,370000,for sale,installed,electric,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10109418,apartment,apartment,375000,for sale,installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9967904,apartment,ground floor,350000,for sale,hyper equipped,gas,1,,true,50,,,Brussel,['Brussel'],['Brussel'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10097040,apartment,apartment,389000,for sale,hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9996182,apartment,duplex,395000,for sale,installed,gas,2,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10090099,apartment,apartment,380000,for sale,installed,gas,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10120900,apartment,triplex,389000,for sale,hyper equipped,gas,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9332792,apartment,apartment,385000,for sale,installed,electric,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10119050,apartment,apartment,395000,for sale,installed,electric,2,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9329397,apartment,apartment,395000,for sale,not installed,electric,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10112013,apartment,apartment,395000,for sale,usa hyper equipped,,1,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10116930,apartment,apartment,395000,for sale,,,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10154765,house,house,397000,for sale,installed,gas,3,140,true,78,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10155195,house,house,395000,for sale,usa hyper equipped,,3,308,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9826670,apartment,apartment,399000,for sale,installed,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9889760,apartment,penthouse,399000,for sale,installed,gas,2,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10122516,apartment,apartment,400000,for sale,installed,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10157030,house,country cottage,399000,for sale,installed,fueloil,3,1141,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9985902,apartment,apartment,420000,for sale,installed,gas,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9951300,apartment,apartment,419000,for sale,hyper equipped,gas,2,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10126576,apartment,triplex,430000,for sale,usa installed,gas,4,,true,198,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10126575,apartment,triplex,430000,for sale,usa installed,gas,4,,true,198,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10024614,apartment,apartment,445000,for sale,usa hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10126574,apartment,triplex,430000,for sale,usa installed,gas,4,,true,198,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10058235,apartment,apartment,449000,for sale,installed,gas,1,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9932749,apartment,duplex,449000,for sale,installed,gas,2,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10006238,apartment,apartment,430000,for sale,installed,gas,2,,,50,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10002726,apartment,apartment,449000,for sale,,,3,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9329545,apartment,apartment,458000,for sale,installed,electric,4,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10082160,apartment,apartment,455000,for sale,installed,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10122589,apartment,apartment,459000,for sale,hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
8605703,apartment,flat studio,465000,for sale,hyper equipped,gas,0,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
9828745,apartment,apartment,465000,for sale,,,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10091123,apartment,apartment,475000,for sale,semi equipped,,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10114768,apartment,apartment,480000,for sale,usa hyper equipped,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9965285,apartment,ground floor,475000,for sale,semi equipped,gas,2,,true,100,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10011753,apartment,apartment,480000,for sale,usa hyper equipped,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10047181,apartment,apartment,469000,for sale,installed,gas,8,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10082159,apartment,apartment,490000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10115871,apartment,apartment,495000,for sale,installed,gas,2,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10129682,apartment,apartment,495000,for sale,installed,gas,2,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10078003,apartment,apartment,498000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10073915,apartment,apartment,495000,for sale,,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10132595,apartment,apartment,545000,for sale,not installed,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9890461,apartment,ground floor,499000,for sale,hyper equipped,gas,1,,true,80,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9938643,apartment,apartment,495000,for sale,installed,,5,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10094054,apartment,apartment,575000,for sale,installed,gas,2,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10114518,apartment,penthouse,585000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10130083,apartment,apartment,585000,for sale,hyper equipped,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9772173,apartment,ground floor,565000,for sale,installed,gas,2,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9620316,apartment,apartment,590000,for sale,hyper equipped,,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10043799,apartment,loft,595000,for sale,hyper equipped,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9955198,apartment,apartment,595000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10058245,apartment,apartment,625000,for sale,usa installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10135460,apartment,loft,599999,for sale,hyper equipped,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10084586,apartment,apartment,615000,for sale,installed,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10072205,apartment,triplex,550000,for sale,installed,,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10061062,apartment,apartment,629000,for sale,,,3,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9685504,apartment,apartment,650000,for sale,hyper equipped,gas,2,,true,80,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10058262,apartment,apartment,669000,for sale,installed,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10062537,apartment,apartment,659000,for sale,installed,gas,3,,,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
9592128,apartment,apartment,675000,for sale,hyper equipped,gas,2,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
10007858,apartment,apartment,675000,for sale,hyper equipped,gas,3,,true,,,,Oostende,['Vlaanderen'],['West-Vlaanderen'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
9954620,apartment,duplex,745000,for sale,usa hyper equipped,gas,4,,true,50,,,Brussel,['Brussel'],['Brussel'],[None]
10154560,house,house,740000,for sale,not installed,gas,5,175,true,75,,,Brussel,['Brussel'],['Brussel'],[None]
9752073,apartment,apartment,750000,for sale,hyper equipped,gas,4,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10002725,apartment,apartment,675000,for sale,installed,gas,5,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10117567,apartment,ground floor,695000,for sale,hyper equipped,gas,3,,true,810,,,Brussel,['Brussel'],['Brussel'],[None]
10156821,house,house,690000,for sale,installed,,4,2339,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10054513,apartment,apartment,790000,for sale,usa hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9789280,apartment,apartment,795000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10155860,house,villa,795000,for sale,usa hyper equipped,fueloil,4,1006,true,360,true,,Brussel,['Brussel'],['Brussel'],[None]
10078000,apartment,apartment,790000,for sale,installed,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9927983,apartment,penthouse,870000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10011218,apartment,ground floor,885000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10119695,apartment,apartment,895000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9930825,apartment,apartment,895000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9591039,apartment,apartment,895000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10058686,apartment,apartment,930000,for sale,usa hyper equipped,fueloil,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
9953278,apartment,penthouse,940000,for sale,installed,gas,4,,true,160,,,Brussel,['Brussel'],['Brussel'],[None]
9462597,apartment,apartment,940000,for sale,,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10020821,apartment,apartment,995000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
7799663,apartment,apartment,1125000,for sale,hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10156830,house,villa,1195000,for sale,hyper equipped,,5,2012,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9927918,apartment,apartment,1140000,for sale,usa hyper equipped,gas,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10126240,apartment,apartment,1195000,for sale,usa hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10107503,apartment,apartment,1145000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10116337,apartment,apartment,1195000,for sale,usa hyper equipped,,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10156378,house,apartment block,2890000,for sale,usa hyper equipped,gas,8,214,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10156379,house,apartment block,2890000,for sale,usa hyper equipped,gas,8,214,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10061123,apartment,apartment,1795000,for sale,hyper equipped,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10130248,apartment,apartment,1390000,for sale,usa installed,gas,4,,,30,,,Brussel,['Brussel'],['Brussel'],[None]
10156360,house,apartment block,2890000,for sale,usa hyper equipped,gas,8,214,true,,,,Brussel,['Brussel'],['Brussel'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10159953,house,house,419000,for sale,hyper equipped,fueloil,3,926,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10160773,house,house,175000,for sale,,gas,2,147,,,,,Brussel,['Brussel'],['Brussel'],[None]
9403328,apartment,ground floor,4950000,for sale,usa hyper equipped,gas,4,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10154062,apartment,flat studio,195000,for sale,not installed,,0,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10012566,apartment,duplex,3995000,for sale,usa hyper equipped,,4,,true,250,true,,Brussel,['Brussel'],['Brussel'],[None]
9887156,apartment,apartment,4295000,for sale,usa hyper equipped,gas,3,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
9939576,house,house,285000,for sale,installed,,4,250,true,110,,,Brussel,['Brussel'],['Brussel'],[None]
10154202,apartment,apartment,295000,for sale,hyper equipped,gas,2,,true,100,,,Brussel,['Brussel'],['Brussel'],[None]
10163187,house,house,299500,for sale,installed,gas,3,1454,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10151427,apartment,apartment,495000,for sale,,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10163474,house,house,270000,for sale,semi equipped,pellet,4,1618,,,,,Brussel,['Brussel'],['Brussel'],[None]
10141110,apartment,penthouse,1995000,for sale,usa hyper equipped,,4,,true,,,1,Brussel,['Brussel'],['Brussel'],[None]
10163529,house,house,310000,for sale,not installed,gas,3,0,,,,,Brussel,['Brussel'],['Brussel'],[None]
10162296,house,house,455000,for sale,hyper equipped,gas,5,164,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10161824,house,house,485000,for sale,installed,gas,3,735,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10163679,house,house,325000,for sale,,gas,3,360,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10163287,house,house,385000,for sale,usa semi equipped,gas,3,288,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10163319,house,house,795000,for sale,installed,gas,3,922,,,,,Brussel,['Brussel'],['Brussel'],[None]
10163396,house,farmhouse,350000,for sale,,,3,5868,,,,,Brussel,['Brussel'],['Brussel'],[None]
10153296,house group,house group,359900 - 393000,for sale,,,,,,,,1,Brussel,['Brussel'],['Brussel'],[None]
10151526,house group,house group,281000 - 311500,for sale,,,,,,,,1,Brussel,['Brussel'],['Brussel'],[None]
10163318,house,villa,795000,for sale,installed,gas,3,922,,,,,Brussel,['Brussel'],['Brussel'],[None]
10135868,house,house,249000,for sale,installed,gas,3,120,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10155831,house,house,399000,for sale,installed,gas,5,129,true,50,,1,Brussel,['Brussel'],['Brussel'],[None]
10158012,apartment,apartment,215000,for sale,installed,,2,,,,,,Brussel,['Brussel'],['Brussel'],[None]
10157188,apartment,flat studio,229000,for sale,,,0,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10159088,apartment,apartment,290000,for sale,hyper equipped,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10158901,apartment,apartment,235000,for sale,installed,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10157631,apartment,apartment,249000,for sale,usa installed,gas,2,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
10104088,apartment,apartment,290000,for sale,hyper equipped,gas,1,,true,,,,Brussel,['Brussel'],['Brussel'],[None]
id,type,subtype,price,transactionType,kitchen_type,energy_heatingType,bedroom_count,land_surface,outdoor_terrace_exists,outdoor_garden_surface,wellnessEquipment_hasSwimmingPool,condition_isNewlyBuilt,location,region,province,EPC
10144884,apartment,apartment,430000,for sale,installed,gas,2,,,,,1,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10158700,apartment,apartment,385000,for sale,installed,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10158677,apartment,penthouse,324000,for sale,installed,electric,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159771,apartment,apartment,339000,for sale,,electric,1,,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159056,apartment,apartment,290000,for sale,hyper equipped,gas,1,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159091,apartment,loft,495000,for sale,hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10157914,apartment,apartment,564000,for sale,usa hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159069,apartment,loft,495000,for sale,hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10157546,apartment,apartment,650000,for sale,hyper equipped,gas,2,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10158296,apartment,apartment,1395000,for sale,hyper equipped,gas,4,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159645,apartment,apartment,790000,for sale,hyper equipped,fueloil,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10159255,apartment,apartment,3175000,for sale,hyper equipped,gas,3,,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10141785,house,house,129000,for sale,semi equipped,gas,4,59,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10142416,house,house,165000,for sale,installed,gas,3,135,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10142280,house,house,309000,for sale,,gas,2,37,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10140531,house,house,325000,for sale,semi equipped,gas,2,226,,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
10140693,house,house,280000,for sale,installed,gas,3,180,true,,,,Brugge,['Vlaanderen'],['West-Vlaanderen'],[None]
